G	c	dx1dt	d2x1dt2	dx2dt	m1	m2	d2	d1	Fc	Fg	p	W
1.000000000000000000e+00	1.000000000000000000e+00	4.359198804341400724e+00	2.670183147708707683e+00	3.380940964539272731e+00	7.084670504584518191e+00	6.219227409249849181e+00	4.616981282281581223e+00	1.746839080090227814e+00	6.899564804082904956e+00	7.985732491055899551e+00	-2.602515562231178858e+00	5.933178988208747739e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.586898932817316421e+00	5.915863225391715829e+00	3.226822848851464531e+00	8.118467095624289698e+00	8.240766619925544489e+00	5.260937660889593026e+00	1.737802042124231505e+00	2.597489300517441979e+00	2.412268040722396201e+00	-2.749888413839078449e+00	3.873513432352774544e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.580119997408214516e+00	8.891968349709687303e+00	9.154308875449986616e+00	3.189517433744827990e+00	7.785083071848438507e+00	8.694258633418957771e+00	1.194318784599258221e+00	8.853078352359752046e+00	3.775223782254044647e+00	1.567387583537547258e+00	6.204840710494764267e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.486612180838475794e+00	7.599455777073647056e+00	3.264980434393840447e+00	6.626763828577174387e+00	2.298566519770745220e+00	4.017930484268439351e+00	3.789115053041155257e+00	6.610594485279080779e+00	1.797526158756569714e+01	-2.698881462763166539e+00	9.379079748040194886e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.408536236279643639e+00	8.265745583233178095e+00	3.421686957449098454e+00	6.149183962500944567e+00	2.301185821780269869e+00	8.797075804107748809e+00	7.693231991674065462e+00	2.462323444422481966e+00	6.234879945510485300e+00	3.040903928673661660e-01	7.685376174439649333e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.530637820098621926e+00	6.969130439159263446e+00	7.879946870716355356e+00	8.487501121341773924e+00	3.391229401489571860e+00	1.770807793049666623e+00	1.494786867644583905e+00	9.637206433070737432e+00	2.391919909024849744e+01	7.571810575202000848e+00	1.098096110228036650e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.541804464954970033e+00	7.182724591050465790e+00	4.988253419206065686e+00	9.139112723832143459e+00	4.294337465739364923e+00	8.070348225223421323e+00	5.776274822564908540e+00	5.590201262486921507e+00	1.222294921681563906e+01	2.761308652208065872e+00	1.454238833341533734e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.784020441308214799e+00	8.737085045730905719e+00	7.967675815312704302e+00	1.202021655610217454e+00	4.615048154309911332e+00	8.623985739033633635e+00	6.638781951434332695e-01	1.633510234065791655e+00	3.057176981226705781e-01	-1.537499331982769279e-01	1.248060008773635410e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.361354206411188983e+00	3.133124997788197419e+00	1.622038569099551575e+00	7.089241603313586992e+00	7.201907005759282221e+00	2.563822086363942265e+00	8.647252514546195368e-01	6.663981402340095173e+00	6.493652236508284936e+00	-9.862634600290329345e+00	2.870583482053719493e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.294559612136035653e+00	5.485791366242122713e+00	5.325586898746898612e+00	1.573202409845798622e+00	1.437289905690196656e+00	4.887127989874214151e+00	1.638711959654362449e+00	3.311276543654855242e+00	3.199184945615799247e+00	-1.203708748499068948e+00	2.337371648343769337e+01
