G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	W	Fg	d2	d1	Fc	m1
1.000000000000000000e+00	1.000000000000000000e+00	4.754306154671096962e+00	2.954795102857464606e+00	1.599537611025468209e+00	5.632455322091463046e+00	5.741403792582970844e+00	4.765281264590969457e+00	6.211769889576634895e+00	4.146789480530649996e+00	7.624485709059140248e+00	8.384306566204042799e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.193708014449132548e+00	4.978924504546673013e+00	3.890048901718493823e+00	8.535359980195131868e+00	6.803609187410531334e+00	5.869606370712850740e+00	7.082185968158142941e+00	1.189100767751360266e+01	2.585985335777877037e+00	7.134242522468202397e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.545502408391375759e+00	9.162151647861989545e+00	9.653808685360397490e+00	3.800122262881023172e+00	7.293151370248018850e+00	9.179865734570178404e+00	3.527684906265987408e+00	1.534069459317937323e+01	9.261197029220912924e+00	8.700411996230419942e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.146693247347147171e+00	7.186625451765987549e+00	2.507212040874460257e+00	7.027412625366961763e+00	2.688531431437466868e+00	4.400969807366182707e+00	1.957105429110090888e+00	4.639255972937598393e+00	6.542281023207079826e+00	1.001350095393828687e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.641748283234871097e+00	7.683902744402566931e+00	3.074578064966484892e+00	4.871722255426336190e+00	2.497918722687129556e+00	8.977487716061641976e+00	7.694567443614673818e-01	4.413918577710095548e+00	2.493844568788785132e+00	3.525619020409709314e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.071062467390601736e+00	6.523587340739246621e+00	8.634407379664661875e+00	7.814464811788345067e+00	3.939343582393980636e+00	1.474283284118466097e+00	7.851207978558509382e+00	4.963639968052834028e+00	9.046968012878208398e+00	5.383275038651542665e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.907006926461922713e+00	8.080282737664202131e+00	4.409990278489807736e+00	9.415071340136073275e+00	4.437691327559587506e+00	7.424573869502955503e+00	1.471421000098810605e+00	6.640712289391681900e+00	5.543168748465693518e+00	5.804678835803672027e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.496117376471465477e+00	8.828246442591471066e+00	8.254583225584521955e+00	2.075981971913712698e+00	5.077004987614191833e+00	7.974521282630821162e+00	1.909095389487775130e+00	7.600254261188544191e+00	6.797733655137447872e-01	1.405153352494324659e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.739627354595851827e+00	2.740522143331960869e+00	1.316620926159381977e+00	7.036105910930396057e+00	7.533820497828559226e+00	2.852495892783703191e+00	1.148150841279630718e+01	7.204819079925867342e+00	6.566709798891046113e+00	8.595707422875199510e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.044291166229757373e+00	5.836158305483505337e+00	5.614606836469034690e+00	2.057402001150979043e+00	1.521276608608663983e+00	5.146484225469892593e+00	1.619896732604375167e+00	2.006025101589504089e+00	3.996864322290631932e+00	7.804145550911442686e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.475649932941291542e+00	3.452481343700120053e+00	1.330206870356937410e+00	5.379764741748747525e+00	1.327032767898320254e+00	3.089853150697166484e+00	7.662670661627044577e-01	6.623048117365085696e-01	8.656417433764175939e+00	1.077908543019157950e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.953416716172428735e+00	9.676884434784422950e+00	1.407488083511695187e+00	3.700820740280154286e+00	2.942752857410152245e+00	7.667613387934624214e+00	1.700517756827362614e+00	8.735330844797204009e+00	8.421459172513712232e+00	9.791179206362697618e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.681859350000953768e+00	1.003013728643115066e+01	9.372465319781220217e+00	3.612305559550969214e+00	6.916835300391520391e+00	6.394656944998794224e+00	6.232609967735349699e+00	1.377899044817733198e+01	9.700618251834002947e+00	8.963584705578774015e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.858512726646287305e+00	1.914911802053490320e+00	1.980964864944235071e+00	4.819513297843222688e+00	2.406800820746564984e+00	6.646289883334292270e+00	2.304796809737985619e+00	8.168646705450594014e-01	5.222903635641243270e+00	1.306293261131729277e+00
