G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	W	Fg	d2	d1	Fc	m1
1.000000000000000000e+00	1.000000000000000000e+00	4.345045662699655864e+00	2.654209054682398428e+00	3.359308194072583298e+00	7.079414964411044231e+00	6.178494638128571026e+00	4.614497483093424002e+00	5.490670505547301516e+00	4.188551617829415541e+00	6.899564804082904956e+00	8.375115856188850572e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.593603040617928457e+00	5.908427938709570171e+00	3.261274753980143881e+00	8.174067523532078994e+00	8.196905068580001341e+00	5.252738073087538595e+00	6.271840194260518864e+00	1.076663729863732577e+01	2.597489300517441979e+00	5.994582696891602447e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.625601392003412471e+00	8.848468932944843601e+00	9.191482529656340716e+00	3.252267617976704273e+00	7.776353498999932334e+00	8.634155261917655366e+00	3.612491779161223882e+00	1.422035150998693531e+01	8.853078352359752046e+00	6.623437617771264774e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.398287795119775190e+00	7.691460278875307033e+00	3.255277230663229382e+00	6.642557688934007665e+00	2.388014034642587102e+00	3.972883584954926217e+00	2.306049935248697835e+00	3.814112035712405646e+00	6.610594485279080779e+00	1.316422414135414165e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.404542547298883282e+00	8.263540560326573470e+00	3.454192842949770803e+00	6.120360377167310517e+00	2.346736863317396171e+00	8.784484812273202436e+00	1.030920115587793617e+00	3.749414972432144388e+00	2.462323444422481966e+00	1.752077268178407754e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.353971838175537012e+00	7.059268344472013013e+00	7.874365479205836849e+00	8.539946370483171734e+00	3.405547599218369914e+00	1.770709064782641118e+00	7.591143102146864052e+00	4.754355362419392605e+00	9.637206433070737432e+00	5.570278830934557446e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.399261908762952311e+00	7.250072033058011733e+00	5.000250440493375415e+00	9.096543276953100943e+00	4.233904537139117963e+00	8.036172561896428590e+00	2.209480948373114373e+00	5.914037459862616863e+00	5.590201262486921507e+00	7.226247520083647902e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.735408514359917831e+00	8.630873666205525652e+00	8.084015485259438805e+00	1.087137254395618369e+00	4.769285295350038645e+00	8.566436887126297250e+00	2.163790772716100097e+00	9.001064346294915808e+00	1.633510234065791655e+00	8.972668658649912005e-03
1.000000000000000000e+00	1.000000000000000000e+00	6.388910643488626917e+00	3.196974388222201924e+00	1.475257998261768844e+00	7.099260737221435136e+00	7.140480310446581491e+00	2.721600511460393168e+00	1.072323076084905047e+01	6.468773728192781292e+00	6.663981402340095173e+00	8.479382007569514768e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.432049106659058602e+00	5.324554531377150290e+00	5.468503380012596615e+00	1.405194990132433208e+00	1.617465715321025899e+00	4.799760207455497252e+00	1.254118997242064992e+00	2.984699619106731650e+00	3.311276543654855242e+00	6.720500456056291427e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.179678840620538960e+00	2.935729501582681866e+00	1.300027412576123087e+00	5.854575132042141306e+00	1.381174203843947623e+00	2.617407503099896893e+00	2.155271997474406120e+00	1.355526168101092832e+00	8.307175163799769280e+00	1.099000936719368937e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.701097394406897223e+00	9.840078201065431074e+00	1.619237793704127126e+00	3.592109191383432432e+00	4.619971349988984066e+00	7.454102220904407439e+00	2.459170880570553219e+00	8.196390351071759284e+00	8.300857771842148125e+00	6.325385956157623946e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.443760884915374021e+00	9.518498512653774668e+00	9.178027080924996639e+00	3.669153751088829463e+00	7.215947802878273976e+00	5.825874545109051894e+00	5.085044553882265284e+00	1.316641029340025426e+01	9.786637117935988783e+00	9.819017961780313053e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.946600360837056787e+00	1.325569900923929900e+00	2.272315154361615352e+00	4.106317417522418189e+00	2.773227804856023937e+00	6.627514680200069286e+00	1.676353207269245305e+00	1.216048745813715248e+00	5.452764614831227874e+00	1.325511315941793722e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.709943186898110756e+00	7.360575593065892264e+00	5.822390140783213930e+00	6.632589320115219955e+00	6.750022288750923138e+00	2.765342035973179069e+00	9.727160726847083438e+00	1.039684373278524099e+01	5.021784194226484033e+00	1.616748647683792506e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.708197017070309798e+00	9.398553312935060688e+00	4.744533578572236898e+00	3.995363895180734204e+00	3.247849432404991799e+00	2.884489967173598401e+00	4.564257831562375856e+00	6.058984079637462550e+00	7.747128494224779338e+00	1.625403468498986537e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.770986884631785774e+00	2.620293194640144652e+00	4.107933047616258548e+00	7.663879694689988753e+00	9.056261493274563534e+00	1.303566234095762111e+00	2.615031067871789716e+01	4.888495117360930564e+00	2.212178807905623490e+00	1.098646709938321253e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.642943158818672700e+00	6.227173795348871721e+00	9.155638112074662160e+00	4.575525346491900791e+00	9.045212221129487418e+00	3.914573133139815919e+00	9.201832398538156710e+00	1.485913353690840566e+01	5.964201776745769124e+00	1.510616455038652217e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.868471473374500924e+00	9.173982483879635552e+00	1.136529881166755018e+00	1.610092805723061460e+00	3.618114003874509432e+00	5.992515402022251081e+00	2.454273424555676542e+00	6.994568183760814684e+00	5.864640027213500417e+00	5.662193006925674010e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.726456381646557681e+00	1.297136612675341860e+00	6.973812844316114479e+00	8.075469592024985488e+00	3.047362712343723246e+00	8.682193205521910429e+00	1.307527282859133555e+00	-3.175481503157312257e+00	1.761235284006016588e+00	-1.475883631654615336e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.567399477224184601e+00	7.246779592098680389e+00	9.716709256155551699e+00	3.508460552369207619e+00	4.658365836840515861e+00	6.991172852665747506e+00	2.744179240620953308e+00	8.150726930016544358e+00	4.665038312820835031e+00	5.306872105913737481e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.172230325252923144e+00	3.728240391070931636e+00	6.096455053458181617e+00	4.950755065433147806e+00	3.126998903098987537e+00	4.887026374506557858e+00	2.625493220484474755e+00	4.296600677709037086e+00	8.691223477598263969e+00	3.604289903918628801e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.626293109120901637e+00	9.194962663206332820e+00	9.456845314513040890e+00	7.196639915186946901e+00	7.039383968785225321e+00	9.692092451063848202e+00	2.973621027474576906e+00	1.142685351862056464e+01	8.665555857707596843e+00	5.623747126273692665e-02
1.000000000000000000e+00	1.000000000000000000e+00	4.316908599076862529e+00	9.659241458861918872e+00	1.448599150411121972e+00	3.904988658252869893e+00	8.528858761864260174e+00	7.443816538790357207e+00	4.476021684947150803e+00	1.520103500569717170e+01	1.983604220879758406e+00	1.106162876849272822e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.063379489064411487e+00	9.492426529078166197e+00	4.818652948808580305e+00	1.507227804877244282e+00	7.021535228345361368e+00	9.395674357646040420e+00	3.022177206259975879e+00	1.362481265430972854e+01	1.838780635291659582e+00	1.256251744574175128e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.941602393384615155e+00	5.354233508835794630e+00	3.304460048783061321e+00	4.386182707130630298e+00	8.509533638651605614e+00	5.756275386449063447e+00	5.829261754861021494e+00	1.331408891577217446e+01	3.354933019502143843e+00	6.865065196590849905e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.802412702662744337e+00	8.770947792968179613e+00	7.674095386004435859e+00	9.468095257012805632e+00	4.619165158059432841e+00	3.349490983728385274e+00	5.433985292067928796e+00	6.571281687805529792e+00	8.838019457251682809e+00	2.073874183520324210e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.585474039082747311e+00	8.525755900131828824e+00	9.826998578088527836e+00	6.695498936809621604e+00	2.428437445623373492e+00	1.498980743908860935e+00	6.505790109408337685e+00	3.862000023245982572e+00	2.078816504970069534e+00	1.063371592622911893e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.289307183167157866e+00	3.805304017903934355e+00	3.223757794222930073e+00	7.058386359690315359e+00	7.682308238409489398e+00	7.583116741154514173e+00	4.096521473209889130e+00	8.348907709391331977e+00	7.405562010760036173e+00	2.343022476579481872e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.398857313029454819e+00	8.553310292791671543e+00	6.821605151950111079e+00	6.810242262565770588e+00	4.245014366895050628e+00	2.106344692384166439e+00	8.118798302112219645e+00	6.776244410986009825e+00	1.876647483559422014e+00	6.817056799446225002e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.460668716467147910e+00	1.298514013747442020e+00	2.785288539545682784e+00	2.769980347858616465e+00	7.111487909165332688e+00	3.737314339025392229e+00	7.644067698020603707e+00	6.731893272158051111e+00	6.570221903925029139e+00	1.396029995665402090e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.534225521119531255e+00	6.313970388958453306e+00	6.095692954240464978e+00	4.849953696543382264e+00	3.466678599561074936e+00	5.795446327470331838e+00	2.416367229510536951e+00	5.609615033597482814e+00	4.150252944388834742e+00	7.055619556645867374e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.537620075319058754e+00	3.152268076503506933e+00	5.284149958578438167e+00	7.717733971760955214e+00	1.640393221034867288e+00	6.072155436911182314e+00	1.176476417955153009e+00	1.209124690704445948e+00	8.120738791880622642e+00	5.877886843097259728e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.528051419852975101e+00	2.141350871168699044e+00	9.690705655383867523e+00	1.924024374445828967e+00	9.949372848392002311e+00	6.355225893304736751e+00	6.111416823114983465e+00	1.533984337978273160e+01	3.131188954546714864e+00	1.511515897533726727e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.595571117108478987e+00	1.763456732257852044e+00	6.478924415133602288e+00	3.542440391122513077e+00	2.448516178673181720e+00	2.492958621006573949e+00	3.838745649926972980e+00	2.304423729442066637e+00	6.727867868625991399e+00	1.657050970041020532e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.292410525265974997e+00	7.213746670544121109e+00	4.087059791613946835e+00	3.486416516673553012e+00	9.880047204183439291e+00	4.430873003459756987e+00	8.899547462345434923e+00	1.736679702520604707e+01	3.226410827417607319e+00	5.403170876607637368e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.586933469312489464e+00	3.974030667892171298e+00	1.999659375735388656e+00	4.872052801537440025e+00	9.802396481611346246e+00	6.576811513089020345e+00	5.967225466419373348e+00	1.374943239567322451e+01	7.327924323065801993e+00	2.015476681062037534e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.863380932380713562e+00	7.530309199205354354e+00	2.454204527446957496e+00	9.862626678830451965e+00	8.110980884310041716e+00	9.738260527884715856e+00	3.309163728142065608e+00	1.091522000681886162e+01	8.866266297883793612e+00	8.978997294091356496e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.207846434737638752e+00	1.606850658730010206e+00	2.965107843491573636e+00	1.709914486477381645e+00	6.859768108214340465e+00	7.535899907705243095e+00	3.653174629093072223e+00	1.032706864779031797e+01	2.129325908750092200e+00	1.211159540074327329e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.904037648854678189e+00	3.857896406194538663e+00	3.291114387019525189e+00	5.684580848723876478e+00	6.115815229538507758e+00	9.300302303537026916e+00	2.726321277100841822e+00	7.826709493402061568e+00	8.769404286021966755e+00	1.956480891235947428e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.137119526247408974e+00	5.937655304558897562e+00	8.677239495220067766e+00	2.586345865200259109e+00	8.711190617508977496e+00	7.829534475064725108e+00	4.502942101847655643e+00	1.572570924861128638e+01	6.304225969150425435e+00	7.748797625724855587e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.519144015361992395e+00	8.020056316501801064e+00	6.049670428065465622e+00	9.725816945821470938e+00	3.641398208570866490e+00	6.342636753210937783e+00	2.337093541558437515e+00	5.061683074732722609e+00	2.143615817712388072e+00	3.056873540144008916e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.130462923824214538e+00	3.916598704648389884e+00	5.739199680277715210e+00	2.156132774594426316e+00	5.073486562704063729e+00	2.716078826495492482e+00	7.546134804602244728e+00	9.096663832546106221e+00	4.835608483361967025e+00	2.667091903209752868e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.175691391977501610e+00	6.572015430839289074e+00	1.968867566774347377e+00	4.639712048689021096e+00	6.538206905593613172e+00	7.010076768806194458e+00	3.760077705411531745e+00	1.083175779628305513e+01	2.426425420803282496e+00	3.243657029679040266e-02
