G	c	dx1dt	d2x1dt2	dx2dt	d1	m1	m2	Fc	Fg	W	d2
1.000000000000000000e+00	1.000000000000000000e+00	4.365199139457232924e+00	2.671886586410185505e+00	3.356164478229948234e+00	7.052139095563060955e+00	3.084200419890445133e+01	6.154878417298478510e+00	4.539877103092379684e+00	7.479532685561713912e+00	5.682080416048188454e+02	5.920251511328334004e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.558990987207220513e+00	5.876049048206354541e+00	3.219051738996618894e+00	8.170142286320738023e+00	7.802256999911284652e+01	8.242108689681218792e+00	5.257968064005016373e+00	8.512212023879529355e+00	1.925980857689564573e+03	9.551602599977378816e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.589520177032698989e+00	8.853318809212328944e+00	9.159686730010035305e+00	3.254848284447012574e+00	2.464710770828284936e+01	7.848843253413464005e+00	8.685525872437979800e+00	3.074383741375976697e+01	2.398635962226434458e+03	8.981903675750336902e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.393110484036770735e+00	7.588460035143265614e+00	3.248730092345808451e+00	6.614817028598324100e+00	4.229424088443904139e+01	2.384317058566439052e+00	4.042305032873931836e+00	5.227287488009078054e+00	4.630400460890577392e+02	6.175965013412261584e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.399887263376756064e+00	8.262273326255741068e+00	3.452029495315450003e+00	6.160385892730295687e+00	1.478135477241138851e+01	2.345524857000421459e+00	8.835122024870853963e+00	1.013676876929070581e+01	4.088970946627754302e+02	4.458799131505202951e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.404134742324605334e+00	6.936905625443538170e+00	7.836417098006274173e+00	8.498287646996105948e+00	2.041573634983371832e+01	3.410864077593033006e+00	1.787722215460613606e+00	4.967441088080831513e+00	1.660235197091821192e+03	7.967673827216705149e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.515364590278825752e+00	7.226994618547831983e+00	5.063866870185295355e+00	9.155920393814723113e+00	1.398348231971098521e+01	4.254700317086139272e+00	7.988923319095138531e+00	1.031787110262048124e+01	1.094458535310062189e+03	2.153950568271449129e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.799382016507578896e+00	8.643311244065829513e+00	7.984719173165085948e+00	1.112741053597847030e+00	9.714781463225520497e+00	4.678312202964433730e+00	8.619946899114850680e+00	4.230877131143471814e+01	6.608478171448122112e+02	1.409923130947558434e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.412843401149317835e+00	3.248894415147467019e+00	1.578850064362233629e+00	7.070019577972002089e+00	4.527259335587169886e+01	7.112840299626165042e+00	2.641691065202905531e+00	4.235893141950166196e+00	7.850521891864461850e+02	5.451026356959020092e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.375336649967596969e+00	5.399302803958046404e+00	5.385970232889911280e+00	1.465761321214995805e+00	1.085639354443136817e+01	1.503777095409589482e+00	4.873905667023544552e+00	1.041988032598716885e+01	7.885126425111025128e+01	9.520093409470121060e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.185269212697951824e+00	2.990998563881107408e+00	1.293864515186638586e+00	5.936310844742738624e+00	7.043940178417138043e+00	1.304100148712630691e+00	2.484964380966560693e+00	2.775760311258334667e+00	7.963992999815957319e+01	1.842626569997089803e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.731433549041442532e+00	9.880858298058075917e+00	1.555637973415921582e+00	3.591939611616764783e+00	3.494083505521343369e+01	4.528218779065047883e+00	7.357285317592912932e+00	9.330737095685526228e+00	6.108158733198320078e+02	1.467072379986344011e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.500666948962734892e+00	9.486692557636958512e+00	9.152408169402649563e+00	3.763077397587175188e+00	3.199795134234733496e+01	7.277591451955983892e+00	5.827336707800848004e+00	2.354305178400721132e+01	3.152905444370130681e+03	1.403056413414107624e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.909508981792487958e+00	1.356881567386562848e+00	2.248116334214782075e+00	4.172242290836678080e+00	1.213818757680891025e+01	2.744463866139024155e+00	6.717509796532821653e+00	8.204756101414609759e+00	5.675100640447863043e+01	6.391026642124569612e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.637175090572816849e+00	7.348040995026840605e+00	5.786515071492047468e+00	6.599313812512714428e+00	1.737545159361939540e+01	6.772897693124122043e+00	2.767385677027430990e+00	8.725626863328235672e+00	3.103815991037225103e+03	5.744430113466912644e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.644762138877613467e+00	9.328360177412056586e+00	4.702721844463183309e+00	4.008037714705738885e+00	1.061173068923527474e+01	3.332151140581913307e+00	2.900548171339344172e+00	6.781239562568631030e+00	8.776012332070187085e+02	1.712362861617058911e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.733480893400627387e+00	2.625078557455822637e+00	4.123294940393868124e+00	7.598242246203957606e+00	2.833195194751645118e+01	8.971059754109139917e+00	1.363081916021086526e+00	6.253626894168705874e+00	2.442630264877245736e+03	3.554381882897475862e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.723337275764564858e+00	6.106075204458422334e+00	9.097508893072104641e+00	4.648281460333716808e+00	2.654906808068052726e+01	9.067486283002645919e+00	3.897729818965346205e+00	2.164150399762718990e+01	4.283589518903773751e+03	2.772246290210798634e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.893479999448049789e+00	9.239142923269975327e+00	1.201348211771952501e+00	1.615297292406683072e+00	7.919833297261617666e+00	3.672945093456264409e+00	6.039487620044583061e+00	8.768991460964585372e+00	2.367988748264350249e+02	6.403878941853719198e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.619675188993521697e+00	1.298653875389027101e+00	6.969875814054750762e+00	8.055554360207063169e+00	2.917918193331594878e+01	3.070724978362709301e+00	8.727446748739231097e+00	1.139958037112588940e+01	1.293502524003395706e+02	3.075414805970289223e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.505399196849892540e+00	7.284520605866596554e+00	9.669089179732344164e+00	3.576209901550470693e+00	2.325872276559305973e+01	4.695876737854012717e+00	6.990011372377046506e+00	1.971964528526527261e+01	1.031473899643689947e+03	7.725936918376082474e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.253242561337372329e+00	3.668597595783949394e+00	6.043533249188643985e+00	4.890977974818873086e+00	1.102925364311461642e+01	3.166617620313685766e+00	4.912394428579615280e+00	8.821175751875378168e+00	3.068236261386176125e+02	6.971086526657477123e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.626407571668317065e+00	9.318476576044735893e+00	9.420681499173436890e+00	7.169287551943595460e+00	2.599935434029268677e+01	7.048961606036476368e+00	9.574894979609986478e+00	1.884680417317671086e+01	2.779883821833343973e+03	3.108306125471941073e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.298853066658552713e+00	9.733725890825573046e+00	1.457152292835720786e+00	3.992785051634235138e+00	1.719203611799257914e+01	8.440283549621458548e+00	7.473187713436773016e+00	1.059630654346831768e+01	1.392264169706881830e+03	3.835230297731624205e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.096526239001746283e+00	9.501571741828488626e+00	4.771051009279839050e+00	1.504095406126780832e+00	7.689797605593337693e+00	7.062042708525757106e+00	9.370691149003816278e+00	3.167477213951606529e+01	1.026459392377223139e+03	2.651896324317148057e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.073516490773528176e+00	5.266084145662294880e+00	3.344136851407524258e+00	4.377835658047215972e+00	3.522152996636950206e+01	8.416453945533744374e+00	5.747624153917360701e+00	1.221595020538013010e+01	1.230857053537385809e+03	4.560734676524285902e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.793462568920394684e+00	8.755498436258237760e+00	7.588786584276144609e+00	9.492419032250351663e+00	2.657696547202625581e+01	4.572239527641839274e+00	3.332377358598916928e+00	6.983137276508884383e+00	2.392508674050781792e+03	7.053902753858719734e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.632017114716871831e+00	8.605691083078250259e+00	9.832546754814002199e+00	6.768582456222335786e+00	3.817641096395181677e+01	2.403850838551941038e+00	1.470484551037813059e+00	4.971131748288546426e+00	1.416451594284334078e+03	4.871079032809573164e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.324857495186838818e+00	3.872067986965213038e+00	3.313296877068082402e+00	7.050426741854222357e+00	4.462462760005502815e+01	7.633826951326474486e+00	7.539888528473666973e+00	1.112549072543997575e+01	9.246226787481646170e+02	4.917733756714665816e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.421673679444686034e+00	8.463113443518290424e+00	6.886492078177496090e+00	6.694400557997031598e+00	9.449852726893572807e+00	4.239600105756340831e+00	2.094104978291123409e+00	6.471968267615382686e+00	2.228051884439496007e+03	9.874198570438683191e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.471540441834883417e+00	1.327609440977102873e+00	2.784519875144303214e+00	2.785375317265117889e+00	1.801690419130132170e+01	7.042517109457588909e+00	3.723221492500411678e+00	1.072277770000456343e+01	2.259286700414500615e+02	1.185869065578423864e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.536796530324421095e+00	6.358613694545651285e+00	6.097178301299451597e+00	4.768292263433193234e+00	1.209478523759344704e+01	3.437567151541847998e+00	5.801021040051514532e+00	1.018310185414352276e+01	5.497630312829267041e+02	9.812027338126021903e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.580082185581574317e+00	3.070675954590091017e+00	5.163664431795510268e+00	7.766404215533701638e+00	1.229888660092409225e+01	1.731875842691985135e+00	6.088288069152692827e+00	7.233542301171820732e+00	1.474421652219937187e+02	4.612868344311497992e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.541320471907484446e+00	2.083328178065188663e+00	9.750331814843512745e+00	1.912192254707570926e+00	1.823057398830441045e+01	9.931592635774441291e+00	6.410366802215368587e+00	5.704868514586079442e+01	1.058988285023656090e+03	1.981282872383108540e+01
