G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	m1	Fc	d1	d2	W
1.000000000000000000e+00	1.000000000000000000e+00	4.365199139457232924e+00	2.671886586410185505e+00	3.356164478229948234e+00	7.052139095563060955e+00	6.149557923455543751e+00	5.996033691759269368e-01	2.568020755310591952e+01	4.547856830343945944e+00	8.251518062217174432e+00	1.942148523476114663e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.558990987207220513e+00	5.876049048206354541e+00	3.219051738996618894e+00	8.170142286320738023e+00	8.238648325556333418e+00	3.155523506539647527e-01	9.488036733021827729e+01	5.259864256330250676e+00	1.513523845382174393e+01	6.089201956735016408e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.589520177032698989e+00	8.853318809212328944e+00	9.159686730010035305e+00	3.254848284447012574e+00	7.832899986634311418e+00	9.542062067528961355e-01	5.526096586425803707e+02	8.686686634731104917e+00	8.535366383200423002e+01	3.337696724728309028e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.393110484036770735e+00	7.588460035143265614e+00	3.248730092345808451e+00	6.614817028598324100e+00	2.381630074807041364e+00	1.689436222930326970e-01	3.476793189273836759e+01	4.059414064345844508e+00	1.250910033215585493e+01	2.469601009011045178e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.399887263376756064e+00	8.262273326255741068e+00	3.452029495315450003e+00	6.160385892730295687e+00	2.344373507720812544e+00	4.762453974823560032e-01	2.948528821649843934e+01	8.824981947965222062e+00	5.361725149658995271e+00	1.864121096387932752e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.404134742324605334e+00	6.936905625443538170e+00	7.836417098006274173e+00	8.498287646996105948e+00	3.412266001632850987e+00	5.008796723278086116e-01	5.018476021268406839e+01	1.803924086139575111e+00	8.815081213564111451e+00	1.852699598458932284e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.515364590278825752e+00	7.226994618547831983e+00	5.063866870185295355e+00	9.155920393814723113e+00	4.257723789313044627e+00	9.155696795215780837e-01	3.893985431488127347e+01	7.984462425424242227e+00	3.417232167983813795e+00	1.751480617472962464e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.799382016507578896e+00	8.643311244065829513e+00	7.984719173165085948e+00	1.112741053597847030e+00	4.668025691929496901e+00	1.438088627050986945e+00	9.023769662197063326e+02	8.628668244926700481e+00	2.532757670936644558e+02	1.627936339678150157e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.412843401149317835e+00	3.248894415147467019e+00	1.578850064362233629e+00	7.070019577972002089e+00	7.113182410369832454e+00	4.704858904564870881e-01	3.148295955934699109e+01	2.636258274058211892e+00	5.689338374360791484e+00	7.664503943130305252e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.375336649967596969e+00	5.399302803958046404e+00	5.385970232889911280e+00	1.465761321214995805e+00	1.518403750521126305e+00	4.176982862747322667e-01	1.010273947426196486e+02	4.872474655911181785e+00	1.083398498724632333e+02	6.332880427079914387e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.185269212697951824e+00	2.990998563881107408e+00	1.293864515186638586e+00	5.936310844742738624e+00	1.312768540130596406e+00	5.574638722979493588e-01	2.393627681509624239e+00	2.488902079436277948e+00	1.039286112914048266e+00	4.515307914109759224e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.731433549041442532e+00	9.880858298058075917e+00	1.555637973415921582e+00	3.591939611616764783e+00	4.532014761450971818e+00	3.892001245002142396e-01	1.603398204243817702e+02	7.358800374596198957e+00	1.693556585771920098e+01	8.353021011652554950e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.500666948962734892e+00	9.486692557636958512e+00	9.152408169402649563e+00	3.763077397587175188e+00	7.285646265236402463e+00	6.839432192541861077e-01	4.926342305945844942e+02	5.822919707943311707e+00	8.268966563638714717e+01	2.362353071227908108e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.909508981792487958e+00	1.356881567386562848e+00	2.248116334214782075e+00	4.172242290836678080e+00	2.737138973480741200e+00	6.770348103154119057e-01	6.585237683769859629e+00	6.721251118535853664e+00	6.257250087267766325e+00	8.531560991815709372e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.637175090572816849e+00	7.348040995026840605e+00	5.786515071492047468e+00	6.599313812512714428e+00	6.772999369976015593e+00	1.169174737170607159e+00	1.073795925185200986e+02	2.770680924672747736e+00	9.263861400357830789e+00	1.285490243519576081e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.644762138877613467e+00	9.328360177412056586e+00	4.702721844463183309e+00	4.008037714705738885e+00	3.336969344863224052e+00	9.417966411916551817e-01	9.353074615038474349e+01	2.889067747019610888e+00	1.233159414017453059e+01	1.967472332219295517e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.733480893400627387e+00	2.625078557455822637e+00	4.123294940393868124e+00	7.598242246203957606e+00	8.964128413732796119e+00	9.476464922174513417e-01	3.694528547415451669e+01	1.375120658763442805e+00	8.037686916248176772e+00	4.741938764341723789e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.723337275764564858e+00	6.106075204458422334e+00	9.097508893072104641e+00	4.648281460333716808e+00	9.059518784780649980e+00	1.024847571125980572e+00	2.854116999225652762e+02	3.889524683788411874e+00	4.480981620854456793e+01	2.645911384033061142e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.893479999448049789e+00	9.239142923269975327e+00	1.201348211771952501e+00	1.615297292406683072e+00	3.680383939834062534e+00	1.396273788644486480e+00	1.531170983726642589e+02	6.041247779012819841e+00	1.429308533714156404e+01	1.341465286282852221e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.619675188993521697e+00	1.298653875389027101e+00	6.969875814054750762e+00	8.055554360207063169e+00	3.072888353071217438e+00	3.159615585403243720e-01	8.890102806823550807e+00	8.729503588561694727e+00	1.260668954602223302e+01	6.473359049009249411e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.505399196849892540e+00	7.284520605866596554e+00	9.669089179732344164e+00	3.576209901550470693e+00	4.705107863771348597e+00	6.057099174442766021e-01	2.472878800248467144e+02	6.997265515132367497e+00	7.040475782473495769e+01	5.679167787633957465e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.253242561337372329e+00	3.668597595783949394e+00	6.043533249188643985e+00	4.890977974818873086e+00	3.162738892145307013e+00	8.603597085173193548e-01	3.392918569553113173e+01	4.917130733731297276e+00	1.110628184974922839e+01	4.234546965739850677e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.626407571668317065e+00	9.318476576044735893e+00	9.420681499173436890e+00	7.169287551943595460e+00	7.047880862536102242e+00	8.125384326247712119e-01	2.061021934819471539e+02	9.574792856476733505e+00	1.903212988155877028e+01	2.147099616348419726e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.298853066658552713e+00	9.733725890825573046e+00	1.457152292835720786e+00	3.992785051634235138e+00	8.441495729520559266e+00	1.476174095067247061e+00	1.489396884820730804e+02	7.479984611596942834e+00	6.268881047215944413e+00	2.044154999741170542e+00
