G	c	dx1dt	d2x1dt2	dx2dt	Fc	m2	m1	Fg	p	W	d1	d2
1.000000000000000000e+00	1.000000000000000000e+00	2.949269554744754274e+00	2.250963522282682483e+00	3.579351715966657466e+00	7.811997145277723043e+00	6.135985695631902992e+00	5.339632907430694964e+00	5.397941479456656921e+00	1.477470524072028191e+01	-3.940203262268386908e+01	7.115235211132325155e+00	-3.503760885999678720e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.921584219382614478e+00	4.400992411125660198e+00	3.835430112276069892e+00	8.939246752125770357e+00	9.099051218836732957e+00	5.295723356680010596e+00	5.508735162273025843e+00	1.444290631598842722e+01	4.124375190423073434e+00	3.418026436155842340e+00	1.135322027982142856e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.133749106866252632e+00	8.296517884618797467e+00	9.648391671694239946e+00	3.177008918494708123e+00	8.670140540088056014e+00	9.104066743826964014e+00	4.477991177112839338e+00	7.818011718468996207e+01	-1.154239520717599135e+03	8.813945059859401354e+00	-4.683743176619482540e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.791392585740104515e+00	7.899929843944668129e+00	3.589050436939168698e+00	6.251134141750118722e+00	3.071493532008065852e+00	4.084481064579708942e+00	9.983232888337440158e+00	1.311800786248578277e+01	-7.927773370595664915e+01	7.135587722666164368e+00	-3.557000407285892063e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.130427145303016134e+00	8.417023702423426457e+00	3.599162068973430273e+00	5.868183176820294555e+00	2.795347955637677462e+00	8.906530724004316113e+00	2.369880603920233852e+01	2.768554490899287046e+01	2.328887898160863017e+02	2.669924151848090510e+00	-3.011539250143128044e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.723076262366565636e+00	7.466041697172095759e+00	7.513595730670381556e+00	8.720195685027086085e+00	3.586436187155313871e+00	1.173897370437505527e+00	3.643680361828267600e+00	1.396891401630220741e+01	-6.936086909600155650e+02	9.055106754787420442e+00	-5.089230859213570568e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.782989032717714473e+00	7.422519152081142657e+00	4.477383065166060661e+00	8.532403973062530511e+00	4.877141378091901736e+00	7.868023831830956993e+00	1.671165398720255268e+01	4.123537143314635500e+01	1.227477965295522324e+02	6.220471798661908913e+00	-4.252948316438125431e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.761965924740298561e+00	9.052218715257829729e+00	7.332762959228524835e+00	8.637893880073793662e-01	3.580780909845354909e+00	7.643288132575813520e+00	2.141839268951278186e+00	7.128918346514859650e+01	-7.111673918878190079e+02	2.096393400591216150e+00	-1.666228168498913931e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.379967675465520571e+00	3.672444413719558653e+00	1.805829875817568375e+00	7.714284999175745838e+00	7.656407272939711461e+00	2.560934617868895202e+00	2.939638481833473094e+00	4.306061288445528490e-01	-7.179334683458139921e+01	6.287950497475407907e+00	-5.480263513039351331e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.963416606189779756e+00	5.416215326147294284e+00	5.663273631300695499e+00	1.827504450435837535e+00	8.995182201440498071e-01	5.597318062796055038e+00	5.146849491766996465e+00	2.436213994547168937e+01	4.598872693919909693e+02	3.436278254982120473e+00	4.394308788391983356e+00
