G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	W	d1	Fc	d2	m1	Fg	m2
1.000000000000000000e+00	1.000000000000000000e+00	4.373592022685600433e+00	2.675611147559617375e+00	3.365195733443324233e+00	7.049306731756622924e+00	6.158028135257465507e+00	4.536529394589734920e+00	1.134645955366396120e+00	-4.987115703107425801e+00	6.836778300866514613e+00	-7.606136199868392123e-02	-1.494069216599760530e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.559819779210151580e+00	5.877911440640550822e+00	3.221443462572319838e+00	8.177107344915103937e+00	8.255375712946438682e+00	5.267902003112375553e+00	1.264847876796741266e+00	-6.012760463881710926e+00	2.548767205776064415e+00	-1.157429874676934589e-01	-5.771283985849850495e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.581236585907878300e+00	8.841473373777027689e+00	9.143155232859863091e+00	3.250777522832180910e+00	7.840355248070585148e+00	8.682367161394417110e+00	2.066989647068488090e+00	-3.567098799548918286e+00	8.866185790569041103e+00	-5.685165851070635157e-02	-7.289739093017648663e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.379792359908970312e+00	7.591911869239832633e+00	3.249615580798893344e+00	6.629977775253193428e+00	2.382894782751060703e+00	4.071655492226863515e+00	4.761517996149913223e-01	-3.604280986185656843e+00	6.514948950628724589e+00	-5.675339456442070503e-03	-4.456339591707080672e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.400130490730375321e+00	8.257113476177220690e+00	3.452988573829296914e+00	6.144449247817163950e+00	2.348853431317468043e+00	8.824590911085904210e+00	2.313892993231075612e-01	-7.167663142909757035e+00	2.412467594209704025e+00	-3.373523849638128316e-03	-9.516665027776195984e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.400370213310085266e+00	6.928633471898766771e+00	7.825827872985522404e+00	8.496566886481696557e+00	3.424367723261525498e+00	1.794008761114281647e+00	3.722781049242559259e+00	-1.984164030394019340e+00	9.656283930181439601e+00	-9.582151355551603300e-02	-1.752284828161862151e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.526830248927960598e+00	7.228438393056968891e+00	5.048633064163622564e+00	9.152104111061541758e+00	4.254867622425461349e+00	7.980805892493511244e+00	6.686777984733385249e-01	-9.760787460574071872e+00	5.672240536571023561e+00	-6.897217968408240509e-03	-1.115896269589835157e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.792259236222520258e+00	8.647250584910212368e+00	7.992886522824621309e+00	1.103910975296034547e+00	4.687929925985145019e+00	8.627587810329838902e+00	1.080844877124544023e+00	-1.203797743203346871e+00	1.654058251855242023e+00	-2.935391089381775842e-01	2.804384600615924228e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.405400287224565226e+00	3.253241077499511746e+00	1.587891746953643990e+00	7.056734226986692171e+00	7.112250950362235535e+00	2.637612374445747587e+00	1.070354444851494558e+00	-3.545308667566419381e+00	6.637552766808325622e+00	-9.897358190510277542e-02	-1.933999458560750995e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.369342849234466364e+00	5.406399338826175516e+00	5.383774378540814531e+00	1.460809324129306308e+00	1.505660732621778797e+00	4.872646089153040094e+00	4.180914104086054239e-01	-9.017716225494969429e-01	3.282635839408188705e+00	-3.832003307099801637e-02	9.376310788793567497e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.191314833827371578e+00	2.988997339019431099e+00	1.308132051329933043e+00	5.937974549772476962e+00	1.305578239670098117e+00	2.486408805629983565e+00	1.721887299517609049e-01	-2.991699422224419536e+00	8.225732254325366810e+00	-3.030552135163873742e-03	-1.487780589333064007e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.729259264772268878e+00	9.888782104691522079e+00	1.561651507606492073e+00	3.589841541540777392e+00	4.529601317244285497e+00	7.354244136288627942e+00	2.412809842626982559e-01	-3.498670602608501046e+00	8.363799123568142591e+00	-3.342805296391099506e-03	-5.920193714834278609e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.491013608065799190e+00	9.496643095719592864e+00	9.149736399544996956e+00	3.766458962549396716e+00	7.275429733387385411e+00	5.824332182984757189e+00	2.863738911177382107e+00	-2.761756824012649769e+00	9.820216621754923381e+00	-7.982740764793680444e-02	-1.507941080862566707e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.910456616251539952e+00	1.350377256712585794e+00	2.241891856060299837e+00	4.174213477519445270e+00	2.740090420146628958e+00	6.718079133500286737e+00	2.279616899760485149e-01	-5.330430885228161664e+00	5.519908001703892175e+00	-1.627710353250815672e-02	-2.097446822497821994e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.643417729750074052e+00	7.353397220238094611e+00	5.798748111687483053e+00	6.586857655268589795e+00	6.777948319587530079e+00	2.776835545493351987e+00	3.540370075428894925e+00	-2.372872428626296326e+00	5.098081946217983607e+00	-2.703068299394554841e-01	-2.323686048686678873e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.646585841136603001e+00	9.329794147097604906e+00	4.703265423592249306e+00	3.998639733225114234e+00	3.345165669712116596e+00	2.902824382822793758e+00	1.350728262756304865e+00	-1.491729506742218492e+00	7.786013385778220552e+00	-4.168438599920039345e-02	-1.768188004376671785e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.745300127336214313e+00	2.633747824535162874e+00	4.126575699271543662e+00	7.596890224593946250e+00	8.966464776338881393e+00	1.371090567874053701e+00	6.739092770634665719e+00	-1.579711595866747365e+00	2.201536344776792387e+00	-6.648191591436908965e+00	-4.049733085491594942e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.723947151008893286e+00	6.118490776344041926e+00	9.096069066875619669e+00	4.648234221204042171e+00	9.057957824464409669e+00	3.903082317161201242e+00	5.283636370538228988e+00	-2.304859944663251170e+00	5.928821176425579154e+00	-5.723408145282096182e-01	-3.320932602369196296e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.886636930738381679e+00	9.235580163641998297e+00	1.193489625094213302e+00	1.622033921158680725e+00	3.680052119430257562e+00	6.028798016569496987e+00	1.839935490558195219e-01	-1.268371846220792021e+00	5.918620106365500178e+00	-9.849820468452273950e-03	-1.655991042865639784e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.634597906222856167e+00	1.310077257615969604e+00	6.968167337083897905e+00	8.057681712495694981e+00	3.067396041756753178e+00	8.714756951094219772e+00	6.164632791426081226e-01	-1.127995402025298155e+01	1.810175079959737143e+00	-7.204332269818612688e-02	1.406979744818735334e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.500962602909805099e+00	7.271492108222212813e+00	9.668167562277940164e+00	3.575281594704617039e+00	4.697387963086131712e+00	7.008368030542018623e+00	1.626385094046821633e+00	-3.163417286173679788e+00	4.757037479306749361e+00	-6.937571030522306226e-02	1.420904660569219269e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.253530493387425615e+00	3.680012648666501907e+00	6.029807267174340346e+00	4.904091794858275399e+00	3.170332190305779729e+00	4.912137469044318472e+00	9.721996012435997203e-01	-3.183520643952665541e+00	8.683786056002436027e+00	-3.095154396543431732e-02	-2.004491231361090531e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.622631541337138827e+00	9.316691754751460053e+00	9.427337872997981094e+00	7.170792631623955415e+00	7.044430750299156330e+00	9.568101387968463101e+00	1.737096762137953387e+00	-8.766841384239938861e+00	8.699912597188085073e+00	-1.833348380839973021e-02	-9.989801538554975480e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.302411608476164773e+00	9.733831692950284165e+00	1.468604021385557123e+00	3.995603152512712253e+00	8.432939470498331147e+00	7.483457887240987816e+00	4.175579140342594586e-01	-4.011896877657916249e+00	1.891142458951462491e+00	-4.828841357750595503e-02	-6.825847575872526818e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.113772272434384369e+00	9.499956335857499212e+00	4.772507415098722561e+00	1.507534386523945003e+00	7.059619286887226508e+00	9.363840094935392599e+00	8.966704274286839693e-01	-1.786723907490396002e+00	1.799719481307355817e+00	-2.057775029208951945e-01	-9.675426064868480891e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.075621788065570072e+00	5.253048916511689370e+00	3.341199659982228010e+00	4.357916167881770164e+00	8.416028462823163636e+00	5.749301872234851452e+00	1.225672805967128687e+00	-3.347194317817487441e+00	3.366442978853183554e+00	-1.727949999859292596e-01	-2.056659151511268036e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.803688428827614043e+00	8.748642910171319897e+00	7.581777968431921977e+00	9.496335309164278371e+00	4.577195268058329880e+00	3.330517483830435665e+00	2.601849050857811374e+00	-4.102782136655491740e+00	8.869392038198922634e+00	-3.729356830189835964e-02	-5.390704732354549833e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.627040366967531959e+00	8.599957175006828436e+00	9.839123263924044238e+00	6.775559998685835694e+00	2.403754096752821479e+00	1.460020566010292953e+00	4.011342659805465338e+00	-1.276366933549900606e+00	2.166167655022605221e+00	-4.071774926177202381e-01	-1.179205199444207608e+01
