G	c	dx1dt	d2x1dt2	d2	d1	Fg	Fc	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	4.378052084685815970e+00	2.662581271827733964e+00	3.354334360974172924e+00	1.030914600284412286e+00	7.049701256083812595e+00	-1.613320465465510001e+00	-3.735544299870825036e+00	2.330350614598728143e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.558123811140269765e+00	5.877576770973427678e+00	3.216568736883539170e+00	8.872870444692572134e-01	8.167950623133343413e+00	-8.560263376771232169e-01	-2.471460927483068115e+00	2.628581240326775159e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.584662896265608190e+00	8.856583887742051076e+00	9.157798690047318502e+00	2.590994907892459231e+00	3.255684809600001284e+00	-4.290687348190466710e-01	-9.398541168829471770e-01	2.960738378702001938e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.390393854369505355e+00	7.592693332529112382e+00	3.234460360652151145e+00	9.400301909742746487e-01	6.623556873765195974e+00	-1.035678932044663991e+00	-1.434021622788787420e+00	2.134334209210785005e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.401683021391407546e+00	8.257555811833711346e+00	3.447039786690181185e+00	1.218204543167636045e+00	6.148680742024144941e+00	-2.555143123174418385e+00	-9.366444587557377632e-01	1.989814070109689936e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.400191288184522431e+00	6.918834344516331392e+00	7.834672846024584025e+00	2.770738116396102679e+00	8.488222231174635368e+00	-3.533994792284171904e+00	-1.454910875974676943e+00	6.247849639480284623e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.516504742564638075e+00	7.228081491482592824e+00	5.052046086424184956e+00	2.093372017370682237e+00	9.150764723862826244e+00	-6.014527797424070066e+00	-1.404385685875254142e+00	3.788539994580631998e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.786103871217935790e+00	8.647176995767145158e+00	7.995771012788043919e+00	2.223646997730422736e+00	1.108783004298755426e+00	-1.218490050990796159e-01	-8.069643029098680920e-01	8.847055489128164751e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.407924722421504349e+00	3.245357730555896048e+00	1.585514884040788885e+00	4.609980881444911693e-01	7.076453246438779487e+00	-1.099863121227314888e+00	-3.495172093395616741e+00	1.118768149709376658e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.373508634322802457e+00	5.403454000758466158e+00	5.387309101894929064e+00	1.529473929552836120e+00	1.465906080000937584e+00	-1.978793774833501884e-01	-1.183016269709156632e+00	7.863891222936025827e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.184737492843105588e+00	2.996372346127013753e+00	1.298292147739678493e+00	6.000818829247204222e-01	5.945602705538075128e+00	-5.012405332501191246e+00	-2.249512519329224691e+00	5.168785076044369653e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.726937328460520504e+00	9.885051252049441572e+00	1.557650061662692487e+00	4.319185595930455923e-01	3.588903273603392119e+00	-3.690211517681398767e-01	-1.018005209074089867e+00	5.581265881143012919e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.486865100102965798e+00	9.487951205410759314e+00	9.159648210984249417e+00	2.557549886210316092e+00	3.758371174215641375e+00	-4.436648344821554346e-01	-9.947017575090779662e-01	3.436004420836755457e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.914344016325258746e+00	1.353947684064349843e+00	2.246176044400663319e+00	7.570375122134821444e-01	4.175290918064544776e+00	-1.432939176198762654e+00	-4.515059795116753705e+00	9.063825858111741240e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.629295975081933801e+00	7.347483014900818787e+00	5.789496714738013416e+00	1.996490438391322453e+00	6.590720320868993731e+00	-2.499840581969875242e+00	-1.134478529745303277e+00	3.630164899673877699e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.654840692846763606e+00	9.321859481233760292e+00	4.694365416176750294e+00	1.615940997552755443e+00	4.009717451011647782e+00	-1.512624826560434954e+00	-6.216362670884254538e-01	1.791715847958719010e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.732755881828634159e+00	2.624202452335259839e+00	4.129125099009332445e+00	1.308052720391285728e+00	7.601732746861548762e+00	-2.032221535478832219e+00	-3.839649867091604829e+00	3.060527271018622386e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.718735468008066647e+00	6.114241392465903147e+00	9.108446979272773802e+00	2.671633005054681043e+00	4.642693557463466902e+00	-8.093164517695281557e-01	-1.384476598583617601e+00	4.183946245135813058e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.879566475341216680e+00	9.239343006285338333e+00	1.189223654716842438e+00	3.600265468926934220e-01	1.621604897139471424e+00	-3.281807503669683657e-01	-5.245896655789258345e-01	1.905827156364195751e+00
