G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	d2	Fc	m1	W	m2	p	Fg
1.000000000000000000e+00	1.000000000000000000e+00	5.128382002148370589e+00	2.653963628111930984e+00	4.157416853741555229e+00	7.182525890254613188e+00	6.063476989091535430e+00	1.274385887666772854e+00	4.826038546796449502e+00	-1.047181505697775350e+00	-2.819477062876437401e+00	5.342165033863098955e+01	6.524168496953528518e+00	1.863716606161998754e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.032539142449927638e+01	6.745406522471634858e+00	3.257836633247507052e+00	8.376098646787580648e+00	7.795127316167570264e+00	8.078554485974981381e-01	6.134861695689444616e+00	-2.258388470314115271e+00	-7.029143042353230619e+00	3.235747192439724529e+01	1.980403785731943866e+00	4.863061164150502123e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.510758517536562096e+00	9.702884413046351852e+00	9.572102599357762642e+00	3.856293002440421169e+00	7.589183945815339172e+00	1.140433236449662546e+00	8.652999753845064035e+00	1.510408249558996552e+00	1.455463568984870548e+01	2.522770613686798313e+01	8.603211823013547033e+00	5.896479156786747353e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.015267031137013554e+00	8.291062244761853606e+00	3.270515422747314549e+00	5.730841384534011596e+00	2.374163739272298734e+00	2.196359916383788247e-01	4.682848618876129798e+00	4.187995421998190082e+00	1.385410736963531697e+01	7.228631134213851617e+00	7.947009487485016344e+00	1.823497362807262618e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.126691761132453173e+00	8.720798435703372320e+00	3.527746301470947810e+00	6.524631992367761590e+00	1.847322612322900071e+00	1.357973152160251606e+00	9.084112250679789113e+00	4.142368421356391828e+00	1.434435636748844622e+01	1.489306385088396567e+01	2.556570799579489517e+00	2.513982892668203135e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.628628704111851455e+00	7.105605203429830929e+00	7.211267659109387829e+00	7.929395391720206021e+00	3.399093152940593665e+00	1.214937905063286250e+00	1.182105535111366734e+00	-1.182534406147651485e+00	-9.467889997712607197e+00	3.129416860739055295e+01	9.101716313467806074e+00	6.009688722970496144e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.004955535629630692e-01	7.871344644337003871e+00	4.923700172055477609e+00	8.807028850844861978e+00	4.411990505339098867e+00	2.921208280408051472e+00	8.551104218472307394e+00	-4.167795908173435926e+00	-2.123119310488695533e+01	2.826881081183288913e+01	5.236427466574220979e+00	4.177494384721408665e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.550012146134186253e+00	7.524073463217883173e+00	6.999388207176857613e+00	1.174959117624075455e+00	5.100345673078896525e+00	4.630784782692177193e-01	9.071991814043464331e+00	1.118097787726320513e+00	8.973555237193700407e+00	2.078029506865893161e+00	7.053869663797034395e-01	2.436864835336919271e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.058013160550017595e+00	3.797646514883672442e+00	1.512383499099385631e+00	7.288842778405067335e+00	6.438679045990482130e+00	9.963639351755803064e-01	2.279797523719232721e+00	-6.989844400709892547e-01	-7.790393330064810939e-01	2.321723179080018085e+01	6.935316235846560318e+00	1.923533334926951710e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.733564345929592854e+00	4.781192040955247080e+00	6.117022353945611002e+00	1.752919004256439539e+00	1.167835576219013127e+00	2.805941994188230204e-01	5.031950244812778195e+00	1.257627695125245859e+00	6.734401871355317759e+00	-2.638104177852990340e+00	2.598522400382894837e+00	5.818938812675927608e+00
1.000000000000000000e+00	1.000000000000000000e+00	-8.806047413807394086e-02	2.483122930582752463e+00	1.732067824695600944e+00	5.428098052469085388e+00	1.632630086947975290e+00	1.043012976786065638e+00	3.645849888701024000e+00	-8.680441366573606876e-01	-1.272929165691513154e+00	-2.442963666916324161e+00	8.834695027917806698e+00	1.451793211956053824e+02
