G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	Fc	m1	d2	W	d1
1.000000000000000000e+00	1.000000000000000000e+00	4.365199139457232924e+00	2.671886586410185505e+00	3.356164478229948234e+00	7.052139095563060955e+00	6.149557923455543751e+00	1.627585076947165987e+01	4.917502746684074388e+00	4.547856830343945944e+00	5.664069106749037275e+01	1.451028031345765745e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.558990987207220513e+00	5.876049048206354541e+00	3.219051738996618894e+00	8.170142286320738023e+00	8.238648325556333418e+00	1.145814468526341301e+01	4.429428366863104038e+00	5.259864256330250676e+00	2.046452606853261713e+01	1.490220751513062991e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.589520177032698989e+00	8.853318809212328944e+00	9.159686730010035305e+00	3.254848284447012574e+00	7.832899986634311418e+00	2.891214830763781940e+00	8.108695926076647353e+00	8.686686634731104917e+00	3.019260249106099181e+01	3.315912743132757079e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.393110484036770735e+00	7.588460035143265614e+00	3.248730092345808451e+00	6.614817028598324100e+00	2.381630074807041364e+00	2.080437615384768790e+00	1.376130200555192307e+00	4.059414064345844508e+00	4.283388978105286959e+00	1.299955960086197182e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.399887263376756064e+00	8.262273326255741068e+00	3.452029495315450003e+00	6.160385892730295687e+00	2.344373507720812544e+00	1.746727904828122568e+00	1.436119898727591826e+00	8.824981947965222062e+00	2.202542406142929821e+01	5.251689783480578022e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.404134742324605334e+00	6.936905625443538170e+00	7.836417098006274173e+00	8.498287646996105948e+00	3.412266001632850987e+00	4.181612018915029871e+00	1.692401884712293469e+00	1.803924086139575111e+00	2.442245918634227664e+01	1.217200875459995224e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.515364590278825752e+00	7.226994618547831983e+00	5.063866870185295355e+00	9.155920393814723113e+00	4.257723789313044627e+00	5.387446633330290169e+00	1.978010691460013071e+00	7.984462425424242227e+00	1.426634931679718932e+02	5.311662112819302450e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.799382016507578896e+00	8.643311244065829513e+00	7.984719173165085948e+00	1.112741053597847030e+00	4.668025691929496901e+00	6.032224062185802538e-01	1.317760680498215109e+01	8.628668244926700481e+00	4.759721905984660495e+00	9.869998562057421543e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.412843401149317835e+00	3.248894415147467019e+00	1.578850064362233629e+00	7.070019577972002089e+00	7.113182410369832454e+00	1.548270050490029170e+01	5.219153490183606969e+00	2.636258274058211892e+00	1.002727681504639712e+01	6.539014405605225733e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.375336649967596969e+00	5.399302803958046404e+00	5.385970232889911280e+00	1.465761321214995805e+00	1.518403750521126305e+00	4.011885649221472727e-01	3.369410789990176625e+00	4.872474655911181785e+00	1.547270797456943070e+00	9.147272018783281222e-01
