G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	Fc	m1	d2	W	d1
1.000000000000000000e+00	1.000000000000000000e+00	4.113989237711974667e+00	2.620914586009868597e+00	3.608009869786488188e+00	7.109922524784180631e+00	6.101435608729842919e+00	1.587526364087563913e+01	4.964119683559691687e+00	4.493657365117975644e+00	5.643626448834127984e+01	1.446526191888610535e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.617405234631457134e+00	5.826404063081088935e+00	3.181148309919410444e+00	8.384709337513884364e+00	8.289775197376487270e+00	1.120685168114051322e+01	4.859575779990993993e+00	5.541990472068440532e+00	1.692026825823400671e+01	1.514459486429252877e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.800048307859198005e+00	8.879599908984543433e+00	9.074200400049978299e+00	3.095535427270852402e+00	7.750308088049854938e+00	3.411279568302660881e+00	8.088816061705848881e+00	9.006585313539371640e+00	2.845557930762086940e+01	3.423262529489504047e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.558318839863770400e+00	7.901061369565057113e+00	3.182555018763268517e+00	6.656072808503513905e+00	2.262416306849603043e+00	2.432720464777696545e+00	1.418894868859428726e+00	3.683665430213669101e+00	-8.562215117480933557e-01	1.432744063472799922e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.087497059169850733e+00	8.010176160208702711e+00	3.193903123279758560e+00	6.106341940332672635e+00	1.904019591426791891e+00	2.189455329330667332e+00	1.443225175691077222e+00	8.996138219446171647e+00	1.937730616852531540e+01	5.205436188197621661e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.443694133368041310e+00	7.332614784651446449e+00	8.234050985889785679e+00	8.945424134236873215e+00	3.505416143578832688e+00	4.656538217153866732e+00	1.504504571725826079e+00	2.017524479546828342e+00	2.570472256321839666e+01	1.053371480281413142e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.339461276056959305e+00	7.347655326092755068e+00	5.362290223111573439e+00	9.385271027640481378e+00	3.725552343449346715e+00	5.209335958739476524e+00	1.698548379738278769e+00	7.622012265969201117e+00	1.423908313489012301e+02	5.290403865865001443e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.069191063943303988e+00	8.650738618854495243e+00	7.655498609147864286e+00	1.274291423756003683e+00	4.684564655834606128e+00	7.089214457122824387e-01	1.290522011137325720e+01	8.786883321148785342e+00	4.050838658212635224e+00	9.661607814124988369e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.366381395097871376e+00	3.584483910301484499e+00	1.810251494608352330e+00	6.601523885995269403e+00	6.627279547845912333e+00	1.551654670128891844e+01	5.318087978230181534e+00	2.882127395574472395e+00	7.798486410473621788e+00	6.866726874420850946e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.961449415716478129e+00	5.076024899051497563e+00	4.878766987834598723e+00	1.513303856904575362e+00	1.523878765366553978e+00	6.520689900395716387e-01	3.583595941173943977e+00	4.612622151292351091e+00	-3.724029504612696329e+00	1.012432430341496437e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.125778442131427637e+00	3.136096011243938442e+00	1.574543590320337305e+00	5.897770695627836623e+00	1.310387845039582055e+00	2.499423384623971511e+00	1.329760153980407811e+00	2.424667330945379451e+00	7.661056509758494393e+00	7.992051293143406232e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.853258430166103921e+00	1.000870602632729955e+01	1.371628603137864388e+00	3.544397690935713108e+00	4.637045021296329672e+00	1.677065569002470946e+00	4.134960206434215912e+00	7.410546399025808917e+00	3.052337937171930360e+00	3.435299244436035293e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.558015580335133876e+00	9.236329949147659590e+00	9.257299353337213432e+00	3.337822195995070462e+00	7.509314498850707231e+00	2.907521601274433376e+00	6.878745589062930321e+00	5.974611701491949312e+00	1.517654408520832199e+01	2.014966860773226287e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.772552091971206778e+00	1.482971381037684999e+00	1.720504333049172274e+00	3.882201533332452215e+00	3.026226067995103186e+00	8.645100375501209911e+00	4.079004969832816130e+00	6.446772273860760016e+00	4.237580358389816837e+01	2.061707914479880444e+00
