G	c	dx1dt	d2x1dt2	m1	m2	W	p	Fc	Fg	d1	d2
1.000000000000000000e+00	1.000000000000000000e+00	4.431527501949401149e+00	2.742875582065952056e+00	3.150225135336954807e+00	7.764816616601886157e-01	7.083010336368991133e+00	1.609039282527306991e+00	5.644774518050601486e+00	4.280331558676102599e-01	3.482573561653278915e+00	1.484410829474973603e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.434154760924320371e+00	5.997821243629318566e+00	3.011444843783931624e+00	7.079415570564911997e-01	8.147929592464683068e+00	7.109440424374718903e-01	8.427771731489213991e+00	6.066091666227119150e-01	3.187495688368762625e+00	4.948083346660843429e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.202668622124303255e+00	8.927508945092762715e+00	9.278432019328185731e+00	1.190955348006490500e+00	3.600844557371601695e+00	3.919272440782772815e-01	7.974454970289762024e+00	3.220355327870322859e-01	1.711390515366307818e+00	8.110904422581529660e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.941884522312943062e+00	7.671895008571359753e+00	3.200652110643485315e+00	8.119354296266717563e-01	6.841836997804663589e+00	1.041480973347586048e+00	2.201382695273526924e+00	1.767704410689190098e-01	1.790351370530300912e+00	6.001147351891703563e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.668183243625276369e+00	8.214869872025168718e+00	3.537983682408646136e+00	7.246060728781318350e-01	5.758402810528636451e+00	2.611168635365118451e+00	2.246498985157551864e+00	1.493233427322392393e-01	6.532767103180598944e-01	1.807093601891907042e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.373786235960822832e+00	6.859031214401145604e+00	7.423238948557218109e+00	1.144066598275640390e+00	8.910778624754735588e+00	3.462456924181319895e+00	3.540153911558225008e+00	1.514693482574344108e-01	7.958528730500986637e-01	3.792946491005420917e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.735198362588523668e+00	7.720929917018570343e+00	5.022088136086868992e+00	9.216818723021844573e-01	8.412767551991304771e+00	6.038740269695110463e+00	4.499125118692070657e+00	2.631285404771116498e-01	5.435502281375201861e-01	2.585190096681826422e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.825069869119023025e+00	8.775588967139899665e+00	8.274792600408115817e+00	1.136430776970977385e+00	1.691626064454712974e+00	2.312275701519899140e-01	4.199638493184535193e+00	2.590834303715812692e-01	1.798108968302947863e+00	9.790532143200666448e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.903376671849955848e+00	3.087542851370442598e+00	1.279379922425448957e+00	4.387816899154303729e-01	6.988414639601963962e+00	1.056506252526648648e+00	7.288376130042322210e+00	6.100873142304577001e-01	3.756090397660499125e+00	9.942406330075408138e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.398486277289801016e+00	5.327658851108561855e+00	5.392703394998688005e+00	9.082950898857510280e-01	1.415212123605545491e+00	8.819666862992567302e-02	1.385483781723573227e+00	1.004127078449663923e-01	2.887309101801404765e+00	1.256325024680555735e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.276067048266531279e+00	3.284691494252824473e+00	7.904970825844795934e-01	3.835428658835429716e-01	5.923483468327284562e+00	5.032070068443453614e+00	1.618524078825331447e+00	1.145641031967916806e-01	6.863618693328680243e-01	4.505748734047333448e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.136003584247184506e+00	9.684236003664782544e+00	1.203463511042861755e+00	3.344860204384909053e-01	3.692957641279858816e+00	2.835515630510149210e-01	4.026273256543088763e+00	3.910989194862735663e-01	1.876279877411427766e+00	6.825159705591864190e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.018073271897106835e+00	9.084296519275273596e+00	9.380918179009540836e+00	1.149995896212983038e+00	3.760918159636447822e+00	3.842741958826445536e-01	7.940444033527199963e+00	3.378144413834365811e-01	1.616848050516960900e+00	8.434868880695542970e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.995269582828029797e+00	9.630702034924500943e-01	2.167820335354167405e+00	6.280742174753594087e-01	4.140520618114139850e+00	1.500828122323813796e+00	2.499580187500341388e+00	2.073301635651162989e-01	4.242236150594560939e+00	1.208787080867034375e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.818274964016845185e+00	6.869248522710715399e+00	6.294828711742314731e+00	9.258854880754001648e-01	6.945915350780096809e+00	2.634539338822835308e+00	7.162986534395636262e+00	3.636989753715600959e-01	6.699134385181454432e-01	1.242583203175987805e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.335230330921772790e+00	8.965959392882274059e+00	4.819250428223297078e+00	7.904028649771671633e-01	4.159538886068268049e+00	1.439886585131027186e+00	3.319610989030939319e+00	2.156829115994367274e-01	4.409870082150454396e-01	2.143771975166455235e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.925071960839941365e+00	2.296711053059321106e+00	4.272578158374493285e+00	7.595983775725180243e-01	7.334773198633274482e+00	1.978773212852435570e+00	8.751813226623092135e+00	6.174730533922150322e-01	2.704854962890641978e+00	9.539918554493979908e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.017644618507801191e+00	6.496821634429602810e+00	8.801302171840969635e+00	1.283423127336390746e+00	4.841223768471272670e+00	7.794413783930667083e-01	9.133412608784869491e+00	4.126049242414213114e-01	1.916096392214325927e+00	7.137744793637055274e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.956124649908643320e+00	9.226549572386357312e+00	1.090089685240888784e+00	2.519697075669060093e-01	1.757038198683298358e+00	2.912663362116238441e-01	3.955864474222111848e+00	3.170291189799140374e-01	9.482276715870268102e-01	7.252322496576081579e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.618526171483110954e+00	1.204469227738427239e+00	6.771839095040745882e+00	1.032123338738167417e+00	7.906250010568703246e+00	2.362523513022444455e+00	2.647068682071724410e+00	1.474819183078019402e-01	5.464953076220517403e+00	4.516311572865676638e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.264857298363121885e+00	6.875285826196917860e+00	9.376400009168937899e+00	1.168696259165995510e+00	3.786232054717032725e+00	5.109768509269584369e-01	4.892811645573461377e+00	2.163664251855688947e-01	1.491275149568377145e+00	1.388389769342671221e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.196935817868024277e+00	3.636329347971788195e+00	6.224802974938569378e+00	9.911272469692411491e-01	4.852251937605767118e+00	2.142510149790973539e+00	3.161467487613836891e+00	2.015920599801119817e-01	1.490427581925335199e+00	1.472751683170915982e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.490738743099521368e+00	8.836314430262120823e+00	9.670079927861808144e+00	1.202768646517531792e+00	7.108994863626978855e+00	2.090973743518556471e+00	7.208611042776835731e+00	3.084520656380325132e-01	9.068280789378804219e-01	2.109563758345403883e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.452047446236774064e+00	9.636767947035679072e+00	1.580460518526765501e+00	3.720364840048696053e-01	3.924732402295561418e+00	9.702599846963273489e-01	8.437571269982171884e+00	7.430572628482042807e-01	8.152041942032702826e-01	1.364143075431539787e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.874640304933463675e+00	1.007265359142069450e+01	4.540524945572857796e+00	9.691258100937309994e-01	8.520551784810815876e-01	3.662243747680896666e-01	6.902082191394568689e+00	4.643766247608026587e-01	9.526762435651333627e-01	5.535552758530408735e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.219386858525600914e+00	5.452570084670383288e+00	3.432728920297994701e+00	6.615082467898986129e-01	4.222728358607618304e+00	4.763098632241541952e-01	8.115997812001847223e+00	5.996031388567526488e-01	3.064005720514945796e+00	1.478315193939880312e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.570021585240752415e+00	8.700026867931242691e+00	7.049331498431203435e+00	1.111584955651794715e+00	9.693070965308885789e+00	3.358488719197113337e+00	4.756122604130086806e+00	2.144301232319295036e-01	6.364704084475079071e-01	2.901412404181511029e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.557113295760738758e+00	8.795133107358134694e+00	1.019693361796772635e+01	1.257243704922640593e+00	6.769543556415573704e+00	1.129478252226752577e+00	2.588582528935573723e+00	8.842398247552976653e-02	1.135345292273955753e+00	3.836940348435642800e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.498442251099093347e+00	3.726832963578369462e+00	2.950373914502849804e+00	6.668392203791846384e-01	6.695452507889541494e+00	1.169726808929191009e+00	7.821926651542369768e+00	5.273299748909742179e-01	2.924045471657512163e+00	-4.365728838465868233e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.227595444619064669e+00	8.237524520681551721e+00	6.578232206986825759e+00	1.090739339064777269e+00	6.951634936788026131e+00	4.805800523737347341e+00	4.360725293777719891e+00	2.668248695569281348e-01	2.637465061408568179e-01	5.170003552980056760e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.643948894052955190e+00	1.807085637063271299e+00	2.814708876862178855e+00	6.157365344948494412e-01	2.710107511648327527e+00	3.885807301849331652e-01	7.298723706951819601e+00	5.581872420927475043e-01	9.491355674559677880e+00	5.303707010244433639e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.684365872270401798e+00	6.048696319749820027e+00	6.144337187459566252e+00	1.024100385086472498e+00	4.434362442654854242e+00	1.853828619504486852e+00	3.818734785753431726e+00	1.785397727561090220e-01	8.195624393521879769e-01	2.303401275782251734e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.512140901868329834e+00	2.971577960639724569e+00	5.155307759484553110e+00	9.213583484583790506e-01	8.355556872902051069e+00	4.870556381961838710e+00	1.220029197035544355e+00	1.321577511031928331e-01	1.057046111310535386e+00	2.773440694566983389e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.854366322670907508e+00	2.170227510669581861e+00	9.441560987532545468e+00	1.145842993258228804e+00	1.627295147678323950e+00	8.972790864502813712e-02	9.295453726180445742e+00	4.294033690690978733e-01	9.018366036889645443e+00	1.670053832482091272e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.711737944628994867e+00	1.432157974909933795e+00	6.789643084427305908e+00	1.096911212465555563e+00	3.738725866899544226e+00	3.130180511301481339e-01	2.873692058477489208e+00	1.364585095639913870e-01	1.137815971683703786e+01	2.931879500305590303e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.573869187159644412e+00	7.447569814323821369e+00	3.680096150300883107e+00	9.102696835363368599e-01	3.278642677428288188e+00	4.766848442942160369e-01	9.530558424970362097e+00	6.382776854280018952e-01	2.517258469506320484e+00	8.274298806374626170e-02
