G	c	dx1dt	d2x1dt2	m1	m2	W	p	Fc	Fg	d1	d2
1.000000000000000000e+00	1.000000000000000000e+00	4.367630060707198503e+00	2.666657170490672524e+00	3.355357278727786330e+00	7.184801595631807869e-01	7.046510438920880581e+00	1.613736407140172746e+00	6.158977576974193902e+00	4.383362094670438802e-01	3.280863495293049326e+00	1.184917082763736751e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.543491694207203224e+00	5.873057596304701811e+00	3.214281364471144986e+00	6.997411812267071429e-01	8.172540729210112431e+00	8.554329891363838811e-01	8.258865286458794586e+00	5.961515896031412964e-01	3.253334089212505109e+00	8.530260210003567933e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.585714413959994573e+00	8.866237678781697440e+00	9.159012753539743201e+00	1.206636839016263396e+00	3.256439049751909121e+00	4.274517458021075411e-01	7.840397210543536666e+00	3.452212185940952138e-01	1.719012352072039729e+00	8.221102156163573316e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.392870362082718749e+00	7.595810005890075267e+00	3.250518666415554314e+00	7.031032511659555118e-01	6.618770731215303904e+00	1.036724708730490052e+00	2.375392051991081832e+00	1.723787418070409638e-01	1.683362052035475287e+00	5.685523781159422807e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.407077579151609026e+00	8.254934867798072062e+00	3.444228328647738646e+00	7.281765101296783227e-01	6.151782065343351036e+00	2.555990035971342778e+00	2.330482818078352558e+00	1.651360366781964295e-01	5.837586075895732085e-01	1.845237416532322872e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.406268156274103287e+00	6.921625653332867500e+00	7.841022144743726052e+00	1.133415848587034702e+00	8.499834268303112950e+00	3.534227808314234220e+00	3.410224676123519316e+00	1.647591599592262979e-01	6.899330546333487524e-01	3.745298473842138431e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.521237099737947185e+00	7.228343523086719458e+00	5.038455293276454583e+00	9.134664003957086997e-01	9.160066038077991024e+00	6.012473309760984819e+00	4.248593643255595964e+00	2.561927795727071411e-01	4.189613293162350316e-01	2.578956749549430771e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.788662800460762980e+00	8.645178065892459074e+00	7.982141487429536220e+00	1.142900164452106182e+00	1.109458890075406545e+00	1.269340007575232021e-01	4.683184668801013473e+00	2.235693919215179515e-01	2.032101470862841985e+00	9.592255586752864716e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.412824042084229959e+00	3.248348382521085487e+00	1.589049663219026742e+00	4.174194863167137726e-01	7.058516506795751155e+00	1.102702164852635169e+00	7.122001841128161814e+00	6.250541459588137005e-01	3.951729173336973044e+00	2.434855646096611634e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.368137809067765609e+00	5.411796043075199236e+00	5.388280908659081270e+00	9.473249676696996469e-01	1.471815779731958429e+00	1.971807918292257378e-01	1.511362553618170068e+00	8.874565728083383398e-02	2.721238190916217548e+00	1.235965022512989675e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.197081456363088936e+00	2.995279426441700643e+00	1.298565730897716985e+00	3.554153706277674574e-01	5.938264368110973024e+00	5.009983994709239497e+00	1.307207401890828846e+00	1.200624564649652171e-01	7.914884772879638986e-01	4.490466079731509907e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.732276431286885909e+00	9.894405933497216310e+00	1.568349128360095435e+00	4.129115435211699880e-01	3.581171158319891745e+00	3.680764748662769814e-01	4.521961753799867090e+00	3.991242876729383382e-01	1.959541088777230433e+00	7.130722415830367811e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.488841121977911186e+00	9.498352407500171068e+00	9.160868493405002866e+00	1.207438385051379015e+00	3.768308496684009690e+00	4.424830418236931351e-01	7.275857450272216198e+00	3.197174893355189118e-01	1.786179491949533737e+00	8.516472444496463456e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.907742994135368075e+00	1.347112414785463175e+00	2.257946684918249236e+00	5.444431131389542156e-01	4.187991411088814786e+00	1.436252173833951540e+00	2.744714890367551785e+00	2.213517152406600519e-01	4.295924842530705945e+00	1.034069322015814807e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.635921657235913873e+00	7.349087848591874028e+00	5.791106223512725748e+00	9.824274337702730842e-01	6.591408748392055372e+00	2.498551761570581231e+00	6.775674886819657239e+00	3.822339195230758935e-01	7.211406718378909897e-01	1.170228156034003986e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.649344331596733770e+00	9.333132304328348283e+00	4.703187658261631654e+00	8.801134780377577460e-01	4.018137823408485687e+00	1.510990851435854543e+00	3.332817838813358691e+00	2.080809087252815659e-01	5.694436344914990400e-01	2.176778019925483587e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.744224839472378719e+00	2.624891479924102988e+00	4.123629214320209790e+00	8.173395787660471257e-01	7.594785780908251738e+00	2.032911800240491562e+00	8.978319132676270797e+00	5.909847291232229738e-01	2.845679964664139749e+00	1.326368561090025266e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.723816821909508690e+00	6.114305840075203058e+00	9.109840581122687908e+00	1.205306400191693772e+00	4.638686919356229232e+00	8.104920176401897436e-01	9.063529414849165633e+00	4.001376830689604147e-01	1.875694386150762005e+00	6.448505798289364543e-01
