G	c	dx1dt	d2x1dt2	m1	m2	d1	Fg	Fc	d2	p	W
1.000000000000000000e+00	1.000000000000000000e+00	4.754306154671096962e+00	2.954795102857464606e+00	1.599537611025468209e+00	8.896131131611251242e-01	6.650273685302398263e+00	6.368932913293668285e+00	5.310579849837500532e+00	5.983049555576119616e+00	7.624485709059140248e+00	-1.512498297132750622e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.193708014449132548e+00	4.978924504546673013e+00	3.890048901718493823e+00	1.327491047983252237e+00	6.733758847288868310e+00	8.853223599764280749e+00	6.040378997893316004e+00	7.218158898709478244e+00	2.585985335777877037e+00	-2.406884882804586709e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.545502408391375759e+00	9.162151647861989545e+00	9.653808685360397490e+00	1.781008174362422647e+00	2.709293539926667105e+00	8.326891087001360603e+00	8.612686069550784751e+00	4.254848045085299013e+00	9.261197029220912924e+00	-3.226398130478414714e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.146693247347147171e+00	7.186625451765987549e+00	2.507212040874460257e+00	1.340659708084184443e+00	6.925428974820827754e+00	2.723591433350957658e+00	3.682293795381183177e+00	9.035570528863791750e+00	6.542281023207079826e+00	-2.903476004646903448e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.641748283234871097e+00	7.683902744402566931e+00	3.074578064966484892e+00	9.400565128226179290e-01	6.299434006656851714e+00	2.492808532834507318e+00	8.545583951850744597e+00	1.016763618033896144e+01	2.493844568788785132e+00	-3.135719510148504696e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.071062467390601736e+00	6.523587340739246621e+00	8.634407379664661875e+00	1.419187115552448253e+00	9.018007032412990398e+00	3.096923406075631657e+00	2.020954485372158604e+00	6.025520697502027012e+00	9.046968012878208398e+00	-3.952632988313291662e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.907006926461922713e+00	8.080282737664202131e+00	4.409990278489807736e+00	1.498972509376357731e+00	9.341643466519885308e+00	3.687112407394502078e+00	7.360435924323953216e+00	1.258406799216576211e+01	5.543168748465693518e+00	-5.588005514695238389e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.496117376471465477e+00	8.828246442591471066e+00	8.254583225584521955e+00	1.846698196811250803e+00	1.507844705697583443e+00	4.027365427147108434e+00	8.379003761676839801e+00	3.373730785008599575e-01	6.797733655137447872e-01	-1.261109493700301982e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.739627354595851827e+00	2.740522143331960869e+00	1.316620926159381977e+00	8.775769827920492094e-01	7.480157423298972930e+00	7.331866334563707177e+00	3.293181041382671648e+00	4.362119038882539712e+00	6.566709798891046113e+00	-9.318522510248070034e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.044291166229757373e+00	5.836158305483505337e+00	5.614606836469034690e+00	1.609637314268139718e+00	1.477606168397911146e+00	1.781534448209436405e+00	5.238955933303473422e+00	1.625061341386476066e+00	3.996864322290631932e+00	-7.605445743102220035e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.475649932941291542e+00	3.452481343700120053e+00	1.330206870356937410e+00	6.456622115767923775e-01	5.954614097780992488e+00	1.908116290688317562e+00	1.198797766781321439e+00	7.279426571053570605e+00	8.656417433764175939e+00	-8.602830205214432624e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.953416716172428735e+00	9.676884434784422950e+00	1.407488083511695187e+00	9.062899942728195324e-01	2.014018118020962866e+00	4.833167483472248449e+00	6.628322939119248858e+00	4.824969673322231145e+00	8.421459172513712232e+00	-8.003646878493192673e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.681859350000953768e+00	1.003013728643115066e+01	9.372465319781220217e+00	1.603503014611229016e+00	3.405555785547055514e+00	7.846877433636374022e+00	7.002533924785538488e+00	3.851404310347237736e+00	9.700618251834002947e+00	-3.642753569887884737e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.858512726646287305e+00	1.914911802053490320e+00	1.980964864944235071e+00	1.223873446506399842e+00	3.844568605405974004e+00	2.669810020396692352e+00	7.365042079697609267e+00	5.598698952215202418e+00	5.222903635641243270e+00	-1.512077388822791306e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.665106857007771612e+00	7.823785782629857799e+00	4.806594921828363454e+00	1.411935736173216105e+00	6.532732497140113281e+00	7.193414203984261235e+00	2.448578313841934140e+00	4.178828005214501040e+00	4.594962665417602565e+00	-2.675884404940109107e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.159473625552993603e+00	8.952416110459029852e+00	4.187604511070081692e+00	1.635039526411529609e+00	3.502822351107051091e+00	2.792957469501446965e+00	2.089132019924318406e+00	4.037167996881040999e+00	8.226618294190302549e+00	-2.281840077011452195e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.080543349898945849e+00	1.969253178731785514e+00	3.547498921548409179e+00	1.304473373169692252e+00	8.101830059602784573e+00	8.941992060032752931e+00	6.879738140648549161e-01	1.845736325126476896e+00	1.357211298285232459e+00	-1.355513404913404543e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.807780828261956962e+00	5.169738611736012679e+00	8.212761408937538476e+00	1.491542104834517657e+00	4.163552031602775649e+00	8.063608832841669738e+00	4.177942753502083661e+00	2.876364731611207315e+00	5.074717029452345152e+00	-2.214661616917210551e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.184376964432770407e+00	8.874721676833111417e+00	1.400380414337051960e+00	6.051909420550584118e-01	2.211966977523938560e+00	3.692788837634522814e+00	7.122280510934051456e+00	3.147887126914009404e+00	6.408179113985192465e+00	-3.614066655332035793e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.503121976649959279e+00	1.100894845333132865e+00	6.878711433759707283e+00	1.468141048918708336e+00	7.533529274779429130e+00	3.737078607100476457e+00	9.771061815779253479e+00	1.175971151207477661e+01	1.918325615283018371e+00	-2.920695345035375112e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.964184118651953526e+00	7.117433554151809894e+00	9.865983832932124997e+00	1.708536460318637484e+00	3.244976248741494373e+00	4.739979125324435216e+00	6.137897542491121960e+00	4.138561471114682533e+00	4.786240744390793722e+00	-3.819354062607931724e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.552692723055931756e+00	3.649881016227745523e+00	6.329054402201029106e+00	1.418171500435408294e+00	4.526893971091972446e+00	3.557958582753033561e+00	4.756301451689427751e+00	6.039086136914610492e+00	8.792199583133450957e+00	-1.963236959882023314e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.684526188473862707e+00	1.028365428061048625e+01	9.849097891366172419e+00	1.536548095265070746e+00	6.900364850638572634e+00	7.200257152905537694e+00	9.107889191761701753e+00	8.158000810613371456e+00	9.798824916121199990e+00	-8.492294374821254905e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.280764468673652345e+00	9.550612139736674777e+00	1.695008915663090310e+00	9.705014770231591426e-01	4.630146379783758093e+00	8.123874191596421213e+00	7.548340219022871445e+00	4.183888110130904892e+00	1.923622863635116031e+00	-1.225190526767579513e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.216348041077174535e+00	9.471264599301514764e+00	4.228234138783159679e+00	9.647109555953492510e-01	1.332207721168521264e+00	6.956163090078725020e+00	8.641242855717688798e+00	2.526675780941427085e+00	1.976031527618092865e+00	-1.405625931254821808e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.720564220340415673e+00	4.256773301641070262e+00	3.661413920606213956e+00	1.191647979486170517e+00	4.201991812777206903e+00	9.061722027902288090e+00	5.448845951572985236e+00	3.407213500789004978e+00	4.483797492006825536e+00	-1.467091735378430997e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.359507852858567567e+00	9.997839085591598618e+00	7.699861527871207478e+00	1.397716256367481646e+00	9.098474875914098092e+00	4.963298084549602862e+00	2.854343375099741120e+00	7.536763298932960708e+00	8.838302353046058712e+00	-5.781849841819436051e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.907432402342102762e+00	7.868884808200058423e+00	1.104097335154216353e+01	1.541732887685031139e+00	6.634973619055913652e+00	2.070451524975091662e+00	1.762699101800248247e+00	6.231920773129465019e+00	3.099202175070435494e+00	-4.951969587693582184e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.987513963800303429e+00	3.478669978880068125e+00	3.313142791351427530e+00	1.280260266403519420e+00	7.160484044312810603e+00	6.885810007244329789e+00	7.252302794980842293e+00	7.059381418985763545e+00	6.333803085021357582e+00	-2.270317497677376650e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.648843596664253619e+00	8.847280280299163024e+00	7.098995328963575879e+00	1.521532967580541573e+00	6.574064721557236979e+00	4.356938806461197800e+00	1.888092200512475394e+00	3.483794536547668574e+00	1.278453384382775893e+00	-2.944984696760777183e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.740897220582308336e+00	1.470029397741089872e+00	2.730519293153509608e+00	1.122782832042748202e+00	2.709570722017918598e+00	6.724490521405533272e+00	4.005275238961946371e+00	2.951384300192029464e+00	6.244878681768227580e+00	-1.078222176728137498e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.036156236574535150e+00	7.280559024213487440e+00	6.114970874905274023e+00	1.670044025930434772e+00	5.315020176876013025e+00	3.339147554563158593e+00	6.693354733302955495e+00	6.598715241301940537e+00	4.522284348200694915e+00	-2.684055792997094727e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.380787712339127449e-01	3.470634350639735910e+00	5.165114734485594106e+00	1.440654703859086450e+00	7.906594912278837484e+00	9.388503060777702025e-01	7.240501901031268339e+00	1.295521686570000774e+01	9.065237353083443139e+00	-2.933395931868220146e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.854994516304198982e+00	2.039882386325973851e+00	9.508063976333318124e+00	1.909442065376111275e+00	1.289338918878060181e+00	1.050012881948768850e+01	6.655425550302534354e+00	2.285109464742096641e+00	2.781821413059863524e+00	-9.452485055744926967e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.649787179083341826e+00	2.273418927475812090e+00	6.574673959657674871e+00	1.626674672906536667e+00	3.454517704133586165e+00	2.352990263605783561e+00	2.447704680195323057e+00	5.014233836764426577e+00	7.284964210376124072e+00	-8.141745865210951649e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.716796720930377163e+00	7.912652677247891120e+00	4.488871799963890297e+00	1.215348940075301698e+00	3.195442815506148726e+00	9.925561951515650350e+00	5.139753657952954136e+00	1.584306565674519662e+00	4.338143931642422402e+00	-1.611647795615511995e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.140908047540519554e+00	3.691618069303443939e+00	1.795225089991864031e+00	1.274312524916541900e+00	5.170221261688926262e+00	9.341826640981633290e+00	7.195075566445933823e+00	3.483429193088929399e+00	8.274137861791700743e+00	-1.255586044026015884e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.026186643482580152e+00	8.058649186365906658e+00	2.822595913109077870e+00	1.121310277881861106e+00	9.879043852404979731e+00	7.993272935806317037e+00	1.021214716567550873e+01	1.042426459554942220e+01	8.643404083990931852e+00	-3.987041360630880718e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.662310488862083879e+00	1.464559723551723591e+00	3.422269642788677846e+00	1.463446247266298794e+00	2.219402596881730361e+00	7.001509862188112443e+00	6.682225587719187843e+00	1.390333672489421302e+00	2.613695228169509832e+00	-1.118692040338304849e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.183286106142771743e+00	3.780046668378301611e+00	2.772649808601644672e+00	1.202533131844522485e+00	5.267696820299234695e+00	5.866225433617398011e+00	9.966260631981089801e+00	6.870212996875340039e+00	8.983990951780075562e+00	-1.897759071437313310e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.809778203918129824e+00	5.934937641484408388e+00	8.123428634729611630e+00	1.662280312963717810e+00	2.510117882129903055e+00	8.677335139311269430e+00	8.056424247380734371e+00	2.199145915783048633e+00	5.983450429130066084e+00	-2.187330863463724882e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.310334236398021268e+00	7.904674150189168635e+00	6.298459780960691923e+00	1.562964060352613815e+00	9.160043968336056608e+00	4.360061406807011153e+00	5.835151509996590491e+00	1.175170695952338740e+01	2.376432455006056266e+00	-7.130443300586256328e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.470534823933115076e+00	3.627002705860672638e+00	5.386101413101421542e+00	1.457964348341646010e+00	1.997102042822985979e+00	4.255892166314044545e+00	2.359606994048443873e+00	9.094149951945925681e-01	4.590134558142295873e+00	-3.194877898702572239e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.367731574930617811e+00	7.180837934560352132e+00	1.455514869935947253e+00	1.184172488203367957e+00	3.800600027823231919e+00	6.675039517059045302e+00	7.319484283691181759e+00	4.616747484808162660e+00	2.515388283816212933e+00	-1.914537847888346676e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.604238183752233482e+00	8.123227204270012436e+00	9.689268181895617005e+00	1.895036964720528072e+00	7.814996524986157489e+00	4.272875005365451173e+00	5.232485819396588411e+00	9.557874058621269597e+00	6.553313031559945934e+00	-7.554684865389320976e+02
