1.000000000000000000e+00 5.753571532049580384e+00 1.655224442490250691e+00 3.709504736891790611e+00 2.234893995359999330e+00 4.983406985956861490e+00 5.027161646499931358e+00 3.367178296875107169e+00 1.861931810525831121e+00 -3.479784854802331573e+00
1.000000000000000000e+00 4.659969709057025788e+00 -7.036047473342357250e-01 5.364729179382041302e+00 5.531272902605183006e+00 2.252339493962494998e+00 4.800804648950794729e+00 5.272736966010901583e+00 5.361972816774074779e+00 -3.739853584061282987e+00
1.000000000000000000e+00 3.993292420985183000e+00 3.716813072594433720e-01 4.661124432047805577e+00 2.247730999247530725e+00 4.124370498034994448e+00 1.769499523468868407e+00 2.700021930299460582e+00 4.065581195346207544e+00 2.250757972699594767e+00
1.000000000000000000e+00 1.780093202212182479e+00 -7.388889057536625060e-01 5.032805739307248949e+00 2.359748630643155209e+00 3.858729915718743353e+00 1.746247348707369529e+00 5.348248424060856543e+00 1.786019417784771246e+00 -2.606845965522423203e+00
1.000000000000000000e+00 1.779972601681013344e+00 1.674659890356755554e-01 4.293916833553586443e+00 4.796991312089818216e+00 5.164151883941355159e+00 2.340871838724566611e+00 1.440672154883457345e+00 5.811690287406033661e+00 -1.332291726787203423e+00
1.000000000000000000e+00 1.290418060840997416e+00 7.845954352373345486e-01 4.461382822589261998e+00 3.248699212252700086e+00 5.530435302406302434e+00 2.805373631705186277e+00 4.883992186043153438e+00 3.591827316676603044e+00 -4.860068872767937975e+00
1.000000000000000000e+00 5.330880728874675789e+00 -2.997638213530666729e+00 5.245978257826596547e+00 4.883552784775906375e+00 1.060783857386934148e+00 3.042277907042413077e+00 5.237738165273682078e+00 1.364492259358275117e+00 -1.303076196315380741e+00
1.000000000000000000e+00 4.005575058716043912e+00 1.198784773919772562e+00 2.248340044295929818e+00 1.326830787821926094e+00 4.370099595293963191e+00 4.398486084166726151e+00 1.909088264186693751e+00 4.134164522075336023e+00 -3.693639505715920812e+00
1.000000000000000000e+00 4.540362888980227218e+00 -1.341077609117691249e+00 3.447124818215702380e+00 3.437855968366921644e+00 1.259178995598645212e+00 1.283402160829177019e+00 3.151732661861002427e+00 2.265994535064050908e+00 -6.262280744861655535e+00
1.000000000000000000e+00 1.102922471479012234e+00 3.832292830885223545e+00 2.106047209098011130e+00 1.168068000916413052e+00 3.744293325386779614e+00 1.173363521130331932e+00 1.827498873318277983e+00 5.018467259386512502e+00 -1.140152187308532294e+00
1.000000000000000000e+00 5.849549260809971507e+00 -2.180433415501683569e-01 5.938340039983234675e+00 1.313266017276772502e+00 2.438163645218391018e+00 2.959552814719545122e+00 4.533020644971088586e+00 5.089110367830953052e+00 -5.688664065102118084e-01
1.000000000000000000e+00 5.162213204002108924e+00 -4.523162641590536381e+00 5.720296698433066318e+00 5.532187266722054630e+00 2.533882997610706234e+00 4.485818460689902309e+00 3.676738840308283685e+00 5.894736779273308969e+00 -1.858504368100732052e+01
1.000000000000000000e+00 2.061695553391380997e+00 3.330741805735912830e+00 1.197134056842529493e+00 1.696226855587975813e+00 2.764792517261782656e+00 1.967176714782412850e+00 4.176616733541605342e+00 3.509347655122518450e+00 -1.161853513776820002e+00
1.000000000000000000e+00 1.909124836035503092e+00 1.098365724499887008e+00 4.527875862578442323e+00 3.662103411376085305e+00 4.106462245248050813e+00 4.207522406281258398e+00 1.982434834781055866e+00 3.274784398638685534e+00 1.415133870479118983e+00
