G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	d2	m2	m1	Fg	Fc	W
1.000000000000000000e+00	1.000000000000000000e+00	4.376050480105588392e+00	2.663655680038583995e+00	3.351366896968903220e+00	7.057219572076340874e+00	6.158244695692650872e+00	4.713987829156530474e+00	4.549825098561659509e+00	6.831353839211971923e+00	2.124777282680546620e+01	1.351982686206623097e+00	-2.704865888972162224e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.562532146658343279e+00	5.878994403714364658e+00	3.223575904624613297e+00	8.160559473385012197e+00	8.243633489208592735e+00	2.765061479482211482e+00	5.263142511319516714e+00	2.555969716467507258e+00	7.903287305426619724e+00	2.679464307947452273e+00	-6.305785473394306564e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.577405860840228158e+00	8.859050706963932598e+00	9.160882466994927142e+00	3.259598306187190708e+00	7.842748763041559101e+00	9.454526128096746973e+00	8.686325512904518931e+00	8.841417502751518498e+00	6.623728993676221144e+00	8.484217925598203536e+00	-3.766633877991541226e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.393222075968081342e+00	7.573086081477681475e+00	3.250322580663896233e+00	6.628941221729101052e+00	2.378160614452956789e+00	1.207707685188164071e+00	4.056303881325618477e+00	6.515137106815733326e+00	2.125774633634041422e+01	7.895690987161854579e+00	-1.082952447209740257e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.399780928618334030e+00	8.264733845810601665e+00	3.439683782784355159e+00	6.150207825175903587e+00	2.343325267972913295e+00	3.358278062111951456e+00	8.830588698273093229e+00	2.412196898742632989e+00	3.345417146875655945e+00	4.156170801915128443e+00	-6.730906491626318200e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.408588896394383561e+00	6.937041039083749361e+00	7.845139582574477188e+00	8.497491725068099910e+00	3.415672738796523777e+00	1.111625702327238763e+01	1.798925014361009600e+00	9.652141399006110234e+00	9.153573712481087910e+01	4.395540804832704040e+00	3.881494161441739266e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.522382056433097430e+00	7.224646728729810619e+00	5.044118290683420547e+00	9.155975507423443460e+00	4.248829949825195129e+00	1.408313340256317936e+01	7.994212547278721104e+00	5.673420177171281331e+00	1.296756760882012216e+01	5.785462262805141087e+00	-1.212151069798372163e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.795741052243878144e+00	8.637351813432520231e+00	7.988931413453061126e+00	1.114999651401896497e+00	4.679988683247164438e+00	4.239297004302552629e+00	8.638335373874545198e+00	1.648692314729674813e+00	4.260796090102194067e-01	9.997802646249689396e-01	-8.433781119774529600e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.409033304329875058e+00	3.244507250278414023e+00	1.583311277167616771e+00	7.076591970652854613e+00	7.117814276548012131e+00	1.762565928813802030e+00	2.645328824270795298e+00	6.638295699785770054e+00	3.560253935885108234e+01	3.171078070102508306e+00	-2.031868469139939748e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.379213617776896328e+00	5.400618901894805646e+00	5.403039971558833088e+00	1.461363024171929759e+00	1.507278324190710395e+00	1.095357143138312450e+00	4.875538392154016520e+00	3.283729369721472668e+00	1.964201499091547731e+00	2.873037809919602559e+00	-2.187176614597465019e+01
