G	c	dx1dt	d2x1dt2	Fc	m2	Fg	d2	m1	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	4.580469866391284839e+00	2.721625477773165436e+00	3.093289846347807792e+00	7.010264325491320392e+00	1.951889922732022165e-01	6.203903265381057075e+00	2.464002191097883765e-01	4.250602586054006871e+00	1.297104436085224677e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.588347898455239715e+00	5.892626849651580123e+00	3.285017546173973901e+00	8.120793251110955069e+00	6.434978198957266859e-02	8.464798481841622646e+00	6.191645223522568298e-02	5.066471898562076248e+00	5.730178501849718486e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.536679337700704195e+00	9.152460123667857772e+00	9.372679070244213761e+00	3.276676882791895729e+00	3.122400642596495635e-01	7.681788638364745125e+00	3.194339722083340827e-01	9.086660304649806008e+00	4.021481645872948718e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.314816861448338869e+00	7.474600770823538909e+00	3.419750645992614579e+00	6.926530035670254826e+00	6.035207067814402082e-02	2.417504781925804647e+00	1.215920787158325522e-02	4.322269711082286747e+00	3.555537068632050790e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.231498052246176478e+00	7.708060406769464024e+00	3.124479276933497918e+00	5.903540274914068853e+00	5.106520301639858039e-02	2.303629145067157324e+00	2.342808367161517552e-02	9.159688000911270223e+00	4.754053201025445929e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.754450774949904091e+00	6.827836803827810108e+00	7.875130733296354713e+00	8.888172455988685883e+00	1.596400829462502613e-01	3.866310542261739425e+00	1.979337286740850410e-01	2.145069888974670658e+00	8.037836619187256701e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.526165737831344238e+00	6.778084698864883961e+00	4.860664391936308171e+00	9.268795246074098770e+00	9.716542957484700094e-02	4.481589456488816126e+00	1.617745999019574166e-01	7.863270680667194590e+00	5.936127248413354707e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.452114355688072678e+00	8.758383256567093156e+00	8.269528303543550507e+00	1.117173908670420213e+00	8.110859460746425720e-01	4.842003263493610099e+00	4.438637003878102560e-01	8.709072582145097385e+00	3.108941650033567150e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.306129547529747192e+00	2.781404336045111059e+00	1.543759787834284358e+00	7.394565135449347792e+00	8.397544059229095081e-02	6.649737883274744910e+00	2.914640961491934967e-02	2.657162202558974506e+00	-3.479969934338660096e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.407383723470233328e+00	5.129901562224316258e+00	4.968629582173926806e+00	1.146574900633618777e+00	6.459291461194265338e-01	1.557195685730791368e+00	1.405773639884836390e-01	5.054036156693957338e+00	7.140697977790016360e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.428220429349306819e+00	2.890098828815205412e+00	1.241838702659415095e+00	6.081029413959542218e+00	9.139704835232673186e-02	1.269836836418271053e+00	8.100050363379580898e-02	2.410176511997547788e+00	8.411622610167421854e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.565569232860399396e+00	1.031847395395713995e+01	1.690455118273161306e+00	3.705165921187339340e+00	3.129069707523811361e-02	4.482623482237619861e+00	3.120263302279543613e-02	7.384940809929185335e+00	2.943266445233119200e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.346453125891429181e+00	9.198101319371485118e+00	9.225302902654842541e+00	3.507790926932223829e+00	2.630106113248420474e-01	6.848681643147799925e+00	2.425148898533965591e-01	5.837954628209311103e+00	1.111129951197453352e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.917393095608926679e+00	1.358291842663839732e+00	2.111910377781094805e+00	4.301306884843443257e+00	3.627854113115621670e-01	2.444667139185370264e+00	4.026991291895512526e-01	6.863914497373715840e+00	7.519942261094449520e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.872786949814296165e+00	7.511501551345888039e+00	5.630202354421752098e+00	6.668313904860945662e+00	9.754906468096129213e-02	6.755015944343839784e+00	2.644291342520749821e-01	2.948251848395500474e+00	-1.900581602755331403e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.280234466784369030e+00	9.740037859737959991e+00	4.427227661189468755e+00	3.958070862724288652e+00	1.343681879285611447e-01	3.641945133466652607e+00	1.568605283922483717e-01	2.931407569095946464e+00	1.467930287613180518e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.874936960368039252e+00	2.841527777130658183e+00	4.017106447647138978e+00	7.827829227698082093e+00	1.941030263563612857e-01	8.813947151628910959e+00	5.502183518065606460e-01	1.407487720482428095e+00	-8.524627992500600726e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.597225390047014137e+00	6.415785807203881141e+00	8.862262056051635639e+00	4.485990448917594797e+00	3.053882105928892865e-01	8.952287229451346917e+00	5.110966623483119697e-01	3.960573684721222509e+00	-3.871488307934477575e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.799708701221201856e+00	9.479808419058226576e+00	1.464234408731928117e+00	1.688346319521287331e+00	1.057814229968331576e-01	4.160660605448510907e+00	3.824277072232096231e-02	6.489365856787236098e+00	9.536361878086028199e+00
