G	c	dx1dt	d2x1dt2	d2	m2	Fc	Fg	d1	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	7.584728142644218352e+00	8.852723658921544114e+00	9.153467821216830558e+00	3.253413612975292413e+00	7.847151470586587685e+00	1.614908095966615775e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.391285437085579169e+00	8.242794127426440909e+00	3.448735244521329957e+00	6.150931083582741543e+00	2.350842475087744354e+00	9.714047936582942100e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.401729054661528640e+00	6.931968925586854624e+00	7.837177805673247732e+00	8.496823539940260517e+00	3.421196063866272397e+00	7.732294342819608346e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.800508391658485863e+00	8.635953709080602891e+00	7.980868960310650628e+00	1.111571757305531705e+00	4.677614375266149871e+00	9.012803089269388224e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.412932616322837731e+00	3.235759030070147535e+00	1.585357486995378817e+00	7.079668182877362881e+00	7.106835417018495527e+00	8.973700550227025730e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.374960869929771512e+00	5.389025486897426553e+00	5.386750480970656341e+00	1.465033098914224841e+00	1.512574265883947611e+00	2.343572406129704788e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.183751452159511164e+00	2.995425500050610701e+00	1.303919331671927528e+00	5.938008113370649710e+00	1.317629069131815100e+00	5.951876656787133157e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.722295452891042800e+00	9.889729519440125571e+00	1.570386110310797445e+00	3.589325539651900154e+00	4.526764006281322139e+00	3.414446142053835587e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.913829130786135924e+00	1.353582551334922890e+00	2.248999936840286651e+00	4.182426095806486721e+00	2.750194686303044644e+00	5.734507304321106780e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.646144305834368105e+00	9.334983067948387614e+00	4.697144969203660203e+00	3.998295594519317042e+00	3.343025292381292868e+00	5.006958415909910087e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.899276156062970067e+00	9.242949782636335598e+00	1.193615654751371213e+00	1.604540254775971508e+00	3.678606559276463628e+00	1.693277526134170685e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.509750745500309854e+00	7.285798399331738118e+00	9.666179075674545373e+00	3.568647166375543911e+00	4.707512437187206800e+00	2.462247049637284135e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.252315400016370539e+00	3.668372160869833642e+00	6.039620396830795102e+00	4.886058333629391015e+00	3.166556920534491226e+00	2.509360100928522641e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.626006836112980025e+00	9.319373030897271093e+00	9.435605444881085546e+00	7.166695555959446295e+00	7.038199396564166932e+00	4.225653643398862869e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.104128945849101484e+00	9.489380105032648061e+00	4.763393167811096340e+00	1.511990682948463949e+00	7.055175073980025857e+00	8.543516397442280308e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.065292876682551793e+00	5.266648417362350010e+00	3.343753047607661788e+00	4.360468253576167186e+00	8.425519814234386118e+00	1.034723453272533966e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.803083111685561235e+00	8.756997039591652765e+00	7.568107985514410885e+00	9.492314560054973427e+00	4.568635198790532925e+00	8.160171878198570994e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.629114622596425477e+00	8.604439944649110217e+00	9.828612760806782589e+00	6.775984866469244139e+00	2.405664454213646053e+00	1.088353577476153760e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.327788058838698326e+00	3.872158422875350947e+00	3.306973811939119656e+00	7.047980845183984933e+00	7.636002749705859571e+00	1.365911660097047431e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.428242064122666743e+00	8.463716738266718664e+00	6.896704637900159973e+00	6.681365358718091230e+00	4.253756324823111612e+00	5.972238711827220925e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.468169412663428375e+00	1.336992615567196507e+00	2.781380157246847507e+00	2.795368746989849829e+00	7.050378545977077138e+00	-5.253029537417545747e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.538860699875014504e+00	6.378449459064159832e+00	6.075968622688702858e+00	4.769428439000517272e+00	3.431095622878951978e+00	3.941261547285898814e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.687410319847911566e+00	1.690820033037026660e+00	6.465845248491355335e+00	3.505838952976235490e+00	2.406596807830690299e+00	1.014428162412825429e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
