G	c	dx1dt	d2x1dt2	d2	m2	Fc	Fg	d1	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	7.424085359429034803e+00	9.132334116612669916e+00	9.025016837335954278e+00	3.812309071786750714e+00	8.240645488454731549e+00	1.873463390848942112e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.903316922718798709e+00	7.487127704042226384e+00	3.627484437035129794e+00	6.619842484107844705e+00	9.956451431910002814e-01	9.284280269859814894e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.984705630198983384e+00	7.653187206199849157e+00	7.972108023875064120e+00	8.748971495349668004e+00	3.413444093979872473e+00	7.657824241183126901e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.835754715705556706e+00	8.540661192832747162e+00	7.522248360927405564e+00	8.965464220586614186e-01	5.011741805757842450e+00	1.429388295370365114e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.525926659537234720e+00	3.672917669705798360e+00	1.760118614516264390e+00	6.307348289861756108e+00	7.562812037148743727e+00	1.118827401215387241e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.605212252574253817e+00	5.940259099870295323e+00	6.063080500340234380e+00	1.255088636885968167e+00	1.085122679146303559e+00	2.252705655242750993e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.398886690081951212e+00	2.345243015836505407e+00	1.120315193705182510e+00	6.540680278000658099e+00	1.864577066615752177e+00	6.098774993044510495e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.523348969258465857e+00	1.038114992090770450e+01	1.647076828127377990e+00	3.659036250820545622e+00	4.243399234509594109e+00	3.178532141274978784e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.299230244390713995e+00	5.599154507079362464e-01	2.365929403707835998e+00	3.336047349278081775e+00	2.653661525318855130e+00	9.468086871142100236e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.071282464409093027e+00	8.562949334712799399e+00	4.544629133685812228e+00	3.397692345140395975e+00	3.108039823536541846e+00	5.383400290027100255e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
