G	c	dx1dt	d2x1dt2	m2	m1	d1	d2	Fg	Fc	p	W
1.000000000000000000e+00	1.000000000000000000e+00	4.754306154671096962e+00	2.954795102857464606e+00	1.599537611025468209e+00	5.632455322091463046e+00	5.741403792582970844e+00	1.623107015954632359e+00	5.310579849837500532e+00	1.412622827900963607e+00	7.624485709059140248e+00	3.995837579003169537e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.193708014449132548e+00	4.978924504546673013e+00	3.890048901718493823e+00	8.535359980195131868e+00	6.803609187410531334e+00	2.067217176579732474e+00	6.040378997893316004e+00	1.636183429144302703e+00	2.585985335777877037e+00	3.273004505192980105e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.545502408391375759e+00	9.162151647861989545e+00	9.653808685360397490e+00	3.800122262881023172e+00	7.293151370248018850e+00	1.138530541222168324e+01	8.612686069550784751e+00	-2.971813510324988883e+01	9.261197029220912924e+00	-6.543933703969520366e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.146693247347147171e+00	7.186625451765987549e+00	2.507212040874460257e+00	7.027412625366961763e+00	2.688531431437466868e+00	8.309934033466276349e-01	3.682293795381183177e+00	1.595056052455603890e+00	6.542281023207079826e+00	1.592721349503254480e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.641748283234871097e+00	7.683902744402566931e+00	3.074578064966484892e+00	4.871722255426336190e+00	2.497918722687129556e+00	7.662050232832757768e-01	8.545583951850744597e+00	3.623647831711852785e+00	2.493844568788785132e+00	5.123154503205945787e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.071062467390601736e+00	6.523587340739246621e+00	8.634407379664661875e+00	7.814464811788345067e+00	3.939343582393980636e+00	1.343320212085505894e+00	2.020954485372158604e+00	1.604221719692905834e+00	9.046968012878208398e+00	8.236088032206792420e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.907006926461922713e+00	8.080282737664202131e+00	4.409990278489807736e+00	9.415071340136073275e+00	4.437691327559587506e+00	7.617214903893440026e-01	7.360435924323953216e+00	3.295174763584074462e+00	5.543168748465693518e+00	3.006367247430386413e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.496117376471465477e+00	8.828246442591471066e+00	8.254583225584521955e+00	2.075981971913712698e+00	5.077004987614191833e+00	1.636688898355496846e+01	8.379003761676839801e+00	-1.238757572645467420e+01	6.797733655137447872e-01	-3.287798248030882178e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.739627354595851827e+00	2.740522143331960869e+00	1.316620926159381977e+00	7.036105910930396057e+00	7.533820497828559226e+00	9.562280728736503033e-01	3.293181041382671648e+00	5.517262052179973120e-01	6.566709798891046113e+00	1.731826297504924028e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.044291166229757373e+00	5.836158305483505337e+00	5.614606836469034690e+00	2.057402001150979043e+00	1.521276608608663983e+00	2.971901503280821810e+00	5.238955933303473422e+00	-1.094172332240389700e+01	3.996864322290631932e+00	-5.182375745557781954e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.475649932941291542e+00	3.452481343700120053e+00	1.330206870356937410e+00	5.379764741748747525e+00	1.327032767898320254e+00	5.781136066281402641e-01	1.198797766781321439e+00	1.056248253386274649e-01	8.656417433764175939e+00	-2.219093530531857539e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.953416716172428735e+00	9.676884434784422950e+00	1.407488083511695187e+00	3.700820740280154286e+00	2.942752857410152245e+00	1.209341336110833387e+00	6.628322939119248858e+00	2.203482944879446404e+00	8.421459172513712232e+00	4.318757723698867323e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.681859350000953768e+00	1.003013728643115066e+01	9.372465319781220217e+00	3.612305559550969214e+00	6.916835300391520391e+00	9.273619344281874177e+00	7.002533924785538488e+00	-3.236485656192287763e+01	9.700618251834002947e+00	-7.724438599788554711e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.858512726646287305e+00	1.914911802053490320e+00	1.980964864944235071e+00	4.819513297843222688e+00	2.406800820746564984e+00	6.875309613842650602e-01	7.365042079697609267e+00	2.347195798817174772e+00	5.222903635641243270e+00	1.303848526599956870e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.665106857007771612e+00	7.823785782629857799e+00	4.806594921828363454e+00	6.299398366994702236e+00	6.714275506115187753e+00	3.281704452767018054e+00	2.448578313841934140e+00	2.311508442118041184e+00	4.594962665417602565e+00	4.667174359451508536e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.159473625552993603e+00	8.952416110459029852e+00	4.187604511070081692e+00	4.914279615844835192e+00	2.831702523545892802e+00	1.560711597703576370e+00	2.089132019924318406e+00	4.245967942488547919e+00	8.226618294190302549e+00	1.506422548160605857e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.080543349898945849e+00	1.969253178731785514e+00	3.547498921548409179e+00	7.427715140170112917e+00	9.485461213877176334e+00	2.414179854201781161e+00	6.879738140648549161e-01	4.438852748111802304e-01	1.357211298285232459e+00	5.574141713131671594e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.807780828261956962e+00	5.169738611736012679e+00	8.212761408937538476e+00	4.061589464328135612e+00	8.581055614634555795e+00	8.155770276998762114e+00	4.177942753502083661e+00	1.938747127148944003e+02	5.074717029452345152e+00	7.877519548550250875e+03
1.000000000000000000e+00	1.000000000000000000e+00	5.184376964432770407e+00	8.874721676833111417e+00	1.400380414337051960e+00	1.054186742834234636e+00	4.276074156557692518e+00	1.373840797029178828e+00	7.122280510934051456e+00	4.009643442866329011e+00	6.408179113985192465e+00	1.905658819226390932e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.503121976649959279e+00	1.100894845333132865e+00	6.878711433759707283e+00	7.716895405485121984e+00	2.546407649611265978e+00	1.815219836399816877e+00	9.771061815779253479e+00	6.597406298494211896e+00	1.918325615283018371e+00	3.279232536947932886e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.964184118651953526e+00	7.117433554151809894e+00	9.865983832932124997e+00	3.772426926809682612e+00	4.372860040638386181e+00	6.392727202166848421e+00	6.137897542491121960e+00	-2.685266973315185979e+01	4.786240744390793722e+00	-6.180440271027698600e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.552692723055931756e+00	3.649881016227745523e+00	6.329054402201029106e+00	4.564696859038746446e+00	2.794494022890143814e+00	2.239503561793390940e+00	4.756301451689427751e+00	7.960798239323813696e+00	8.792199583133450957e+00	3.133948120309393559e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.684526188473862707e+00	1.028365428061048625e+01	9.849097891366172419e+00	6.724839743387040158e+00	6.781158510339643897e+00	4.746792323734849717e+00	9.107889191761701753e+00	1.837062759879142959e+01	9.798824916121199990e+00	3.882778449243246541e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.280764468673652345e+00	9.550612139736674777e+00	1.695008915663090310e+00	4.473791914349464882e+00	9.076580108871713293e+00	1.326896000647793006e+00	7.548340219022871445e+00	1.860900440906042785e+00	1.923622863635116031e+00	1.296428933348760211e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.216348041077174535e+00	9.471264599301514764e+00	4.228234138783159679e+00	-2.290822825753100478e-01	6.879667887177346230e+00	1.107693734336287861e+01	8.641242855717688798e+00	-2.520718686466521063e+01	1.976031527618092865e+00	-7.668592954201030807e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.720564220340415673e+00	4.256773301641070262e+00	3.661413920606213956e+00	4.132578351155834717e+00	8.254843689665236184e+00	3.690364587925810458e+00	5.448845951572985236e+00	3.509783992244931650e+00	4.483797492006825536e+00	3.136195767111468626e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.359507852858567567e+00	9.997839085591598618e+00	7.699861527871207478e+00	8.777764039342862645e+00	4.168876701170739274e+00	2.108120702788706780e+00	2.854343375099741120e+00	2.020456217837042434e+00	8.838302353046058712e+00	3.450312411732088691e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.907432402342102762e+00	7.868884808200058423e+00	1.104097335154216353e+01	6.305428454394764515e+00	2.265344588110779434e+00	1.501137717581023878e+00	1.762699101800248247e+00	4.334758947123935613e+00	3.099202175070435494e+00	1.624670659349318953e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.987513963800303429e+00	3.478669978880068125e+00	3.313142791351427530e+00	7.175263324739471926e+00	7.759456905491657785e+00	1.244314648063748141e+00	7.252302794980842293e+00	2.339528982528928047e+00	6.333803085021357582e+00	1.053076126498988287e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.648843596664253619e+00	8.847280280299163024e+00	7.098995328963575879e+00	6.579439244195595116e+00	4.127073543291904123e+00	2.266713827288505900e+00	1.888092200512475394e+00	1.843386326156830402e+00	1.278453384382775893e+00	4.811903196670795779e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.740897220582308336e+00	1.470029397741089872e+00	2.730519293153509608e+00	2.630928297002401273e+00	6.959574335682686907e+00	3.279655348902618339e+00	4.005275238961946371e+00	4.113557540525419221e+00	6.244878681768227580e+00	6.861228193532478770e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.036156236574535150e+00	7.280559024213487440e+00	6.114970874905274023e+00	5.408930593902114836e+00	3.989221942194011827e+00	2.124447404255016103e+00	6.693354733302955495e+00	1.049274873377055251e+01	4.522284348200694915e+00	1.027687980709218607e+02
