G	c	dx1dt	d2x1dt2	dx2dt	d2	d1	m1	W	Fg	Fc
1.000000000000000000e+00	1.000000000000000000e+00	4.044044947708267834e+00	3.500812690073312972e+00	3.660221555041661023e+00	6.845367831226997879e+00	5.489313311769087989e+00	6.628539872287856127e+00	6.819225073955704985e+00	6.804680802977014764e+01	5.144000495589206423e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.891946478907930995e+00	5.612661271680080333e+00	2.860819438272832915e+00	7.234385275968090667e+00	7.279962229914709759e+00	8.810074300250535728e+00	4.956188470358188880e+00	1.305293484681680809e+02	1.425633275705876883e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.845665836991143394e+00	8.847757012879812422e+00	9.027505063213434156e+00	3.972670543799747822e+00	2.945863586062500428e+00	7.393262578776155003e+00	2.793891478483472568e+01	-1.281519398212030225e+01	5.658318821066370674e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.543506028776565842e+00	8.028556404009874470e+00	3.586460358348809940e+00	6.322058735866860957e+00	5.765813384350159332e+00	2.299272801370321861e+00	1.400947505614867028e+00	1.561305731371982688e+02	1.585766130434749357e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.884174763705523725e+00	8.550099487394598796e+00	3.056159205248085708e+00	6.679102432370832787e+00	2.919726566835277204e+00	3.014200374018944029e+00	4.023183493171338831e+00	1.321304412280901772e+02	1.482329993690167100e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.981375525694326178e+00	7.346572047996087207e+00	8.324056186200873952e+00	8.229098783959704733e+00	4.449877600581714887e+00	2.744327155515554395e+00	2.948567849362672355e+00	2.517732558859313485e+02	2.628321536612124305e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.739592117009637340e+00	7.731411750747779976e+00	5.135001997026148679e+00	8.507918833275285309e+00	3.445966073021655252e+00	4.865113601058313364e+00	7.809750910411024982e+00	1.961010919601657747e+02	1.941106769747482304e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.971941373821042731e+00	7.671370094771461368e+00	8.201111303570186806e+00	1.745766198378484901e+00	1.590273603083868892e+00	4.356626063482435640e+00	-2.316123640022412289e+01	-2.138717723600213816e+01	-2.699928523949892423e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.916964566423042804e+00	2.460188404193319300e+00	2.383692263092755947e+00	7.114197849733863599e+00	5.578590884277760509e+00	6.651433826752843004e+00	6.803938841986814978e+00	6.877521977836522638e+01	6.938695606827306506e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.762274814739684281e+00	6.056364593874497437e+00	5.585024544689163761e+00	2.487977026678890979e+00	1.370705836721425097e+00	1.492739247769388822e+00	-1.287822459480235260e+01	-2.406319418740507032e+01	-3.621133287496078168e+01
