G	c	dx1dt	d2x1dt2	m1	m2	p	d1	d2	Fc	W	Fg
1.000000000000000000e+00	1.000000000000000000e+00	4.368810192862030206e+00	2.700982189449057991e+00	3.280749526426190332e+00	-4.943122061806412226e+00	6.994601571740171941e+00	2.686765636539329982e-01	6.128343107576733395e+00	3.385935141211732446e+00	4.585213620210994101e+00	1.685436641584464601e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.625787250571052667e+00	5.878793255867136303e+00	3.176512999284300864e+00	-5.216703399517526485e+00	8.183582773658031329e+00	1.410782670620051582e-01	8.359414427578714779e+00	5.849336810220886917e+00	5.267391889160375484e+00	1.304361965278648672e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.590525684356630443e+00	8.944028527010070562e+00	9.178957974553304311e+00	-2.544671889442080559e+00	3.198012713017155395e+00	7.431447987626253748e-02	7.901630060829553770e+00	1.136812764888227889e+01	8.680533367465161021e+00	1.330640657244118730e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.298812076367537927e+00	7.675987333820215142e+00	3.246441010656107018e+00	-5.184618945030583959e+00	6.585588322463244104e+00	1.694535535173471441e-01	2.374810937353895035e+00	1.091947482203828912e+01	4.045217999175319434e+00	3.500775495563742123e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.427445514021145723e+00	8.283141374496185705e+00	3.430498789817138849e+00	-4.697591697111533016e+00	6.164876220969461862e+00	4.316778249778156495e-01	2.391064519319904491e+00	4.799966570472353311e+00	8.791841872226466847e+00	8.925741865111056494e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.360445206380347383e+00	6.946476231649425515e+00	7.784258512904956184e+00	-2.671927914512363778e+00	8.363976419575394061e+00	5.910868671222603288e-01	3.346452101477004781e+00	1.751791281670218936e+01	1.864266678832743107e+00	5.078544819912421682e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.456896311481373107e+00	7.234156930255618789e+00	5.134726732598976717e+00	-3.317571485711311663e+00	9.243693859914868582e+00	9.977580530893583877e-01	4.263304166470966550e+00	5.065630163277096365e+00	7.991877892846448894e+00	9.418237919880636522e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.750438045007744137e+00	8.495054512148843884e+00	7.944124717829846638e+00	-2.701693228530754887e+00	1.111773344208471848e+00	2.048735734378891171e-02	4.625012080456359698e+00	6.036187136495913208e+00	8.558296917135800541e+00	1.845563700064393187e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.439397115138578265e+00	3.169430562296456699e+00	1.602187498104066909e+00	7.799598632414989297e+00	6.996186165567719328e+00	1.833249295392678502e-01	7.025298212535846076e+00	-1.207703038654923899e+00	2.615294130642066062e+00	-3.913049404444034207e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.440781247615286809e+00	5.410425405035935498e+00	5.361202309009680533e+00	-3.158743940415767781e+00	1.411454879117332473e+00	3.408715846883474815e-02	1.552857170139269272e+00	1.219440652708137485e+01	4.880159700559334013e+00	1.814138712436209611e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.211398110789569271e+00	3.025155449615928749e+00	1.304525616118844544e+00	3.695804593637257440e+00	5.993409531392163814e+00	8.328609981276029472e-01	1.361544823607162558e+00	-1.662026804127521906e+00	2.538753187404430456e+00	-2.235346355143518760e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.763395719687002483e+00	9.905126852799751802e+00	1.589146445340068547e+00	7.123175496804125650e+00	3.621231811907934084e+00	6.155282531056885387e-02	4.552099204100903407e+00	-1.721842350230698981e+00	7.326266631382548411e+00	-1.055113821226302540e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.517586441780897744e+00	9.446884843863294634e+00	9.082276286008838184e+00	-2.506835146034377182e+00	3.836061043367944734e+00	7.352556739870852454e-02	7.264507110620480823e+00	1.558608787928213957e+01	5.788626517985512088e+00	9.453643615840154890e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.916536139892318857e+00	1.406990671470972565e+00	2.252843014053140802e+00	-1.784030769715489839e+01	4.139667096590035733e+00	2.373650706046658287e-01	2.671940193803991725e+00	4.737221835761671884e-01	6.719195648767480655e+00	1.035360010457637148e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.674144739339902710e+00	7.432647220173864255e+00	5.857534026723842047e+00	-2.978002957564132913e+00	6.607687236569346645e+00	4.146111830092251149e-01	6.710282370977633803e+00	4.799098600874738274e+00	2.816300361303656796e+00	2.630387314549264000e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.519728988191699770e+00	9.379416682349900114e+00	4.797124416340703412e+00	-3.595913724314121929e+00	4.029541412528292454e+00	2.541089250678158495e-01	3.285657064468352928e+00	4.150026211298517786e+00	2.830620416908021575e+00	4.038075735615392903e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.744192634813316545e+00	2.680231061971140694e+00	4.118911021450069931e+00	-3.822369639549928255e+00	7.631928900030665375e+00	3.345440080275470796e-01	8.962046917536261148e+00	3.528786732112342062e+00	1.401200596729252235e+00	6.060063158124291693e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.666253308517708476e+00	6.080396467885312184e+00	9.100801601018090992e+00	-2.543299818388244926e+00	4.701770429361659787e+00	1.362935433901504567e-01	9.119828394963809259e+00	1.057375181751606519e+01	3.873148512416132672e+00	5.179863932192309006e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.950445050361526711e+00	9.299250570975260644e+00	1.318512674117296335e+00	2.982586332924708206e+00	1.576350611953552860e+00	5.698100233460651892e-02	3.733344504939838604e+00	-8.881696433040117133e-01	6.019902993280367376e+00	-2.129219369990018318e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.613097760201319009e+00	1.313622590119733147e+00	7.036773744015782484e+00	-2.811443554753899399e+00	8.047658114776815808e+00	3.701727224787995096e-01	2.980147171701535314e+00	2.357559585124439039e+01	8.831224286273103630e+00	2.345254038483119086e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.508351056160433856e+00	7.305241040781356610e+00	9.636465607106524445e+00	-2.443035469020146344e+00	3.538795223587228200e+00	9.161622305044840597e-02	4.663975691302036708e+00	1.872393668628145846e+01	6.991568373905455047e+00	1.906919243982406531e+00
