G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	Fc	m1	d2	W	d1
1.000000000000000000e+00	1.000000000000000000e+00	4.633015611544486489e+00	2.681357189359989679e+00	3.265870279217852445e+00	6.883502915097724717e+00	6.168726755396424011e+00	4.284406722571052484e+00	-3.656565678090923366e-01	6.961354728705860140e+00	1.805771046678967195e+02	-5.963614141908810118e-03
1.000000000000000000e+00	1.000000000000000000e+00	9.452487823713097370e+00	5.527904358124086315e+00	2.971996442030820251e+00	8.392260748119850788e+00	8.142713016237127732e+00	5.742216019987103515e+00	-1.308134168790711094e+00	1.813000477931540289e+00	3.141562794258009461e+01	-3.396188017340601717e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.550733489384989561e+00	8.984575653095609127e+00	9.354434351905439371e+00	3.395833775045566938e+00	7.596082644131248784e+00	8.296162260081180406e+00	-1.508973797431276964e-01	9.098056513035194470e+00	-3.290211785835111300e+02	1.796105205913782824e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.091875979834694199e+00	7.117984703681791814e+00	3.221303593810572075e+00	6.440180517566400198e+00	2.280383868036645723e+00	4.026788265284423574e+00	-1.740267700455460087e+00	6.735950653094864293e+00	2.826021559846787312e+01	-1.119411953463329334e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.945996089477473934e+00	8.165537630734945651e+00	3.677260128086336177e+00	6.363783397589688917e+00	1.711017098202794129e+00	8.874430356776025874e+00	-3.072288407905699348e+00	2.316289853591227743e+00	-2.147627870249494464e+01	1.945974924836564979e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.395409592964930390e+00	6.982200811454434941e+00	7.932023989901360927e+00	8.450996843870115072e+00	3.207242008029061786e+00	1.551095983898048258e+00	-1.030011514896358227e+00	9.124080050407838982e+00	-1.345101062069719688e+01	5.349685426811654487e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.264049034539498795e+00	7.891732529176467281e+00	4.828721417343476929e+00	9.391684546460384198e+00	3.950230151658970623e+00	7.820775740083433902e+00	1.941846471762194160e+00	5.731239432344680473e+00	-6.059315796826163947e+00	-5.355736035073357826e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.046666025211401063e+00	8.731367637052741770e+00	8.287000979568126979e+00	1.640182284228187459e+00	4.599865824935446490e+00	8.846451626193452711e+00	-5.192689444337685867e-01	1.744934208163089639e+00	8.538757319881921148e+01	-7.915129120551017694e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.333970994926795051e+00	3.285825513648859442e+00	1.347775052721286615e+00	7.106995820470665137e+00	6.496380130213753823e+00	3.031790623193193479e+00	-1.174158946456057340e+00	6.521689487896213500e+00	6.465534716997373721e+01	-1.805079869376743362e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.456162480656893798e+00	5.387291710400706535e+00	5.560782426079446061e+00	1.390430369611932448e+00	1.562113031448890910e+00	4.293062093503801080e+00	-8.618425542099331649e-01	3.329570427156980816e+00	2.111454092347705469e+01	-8.669027903824049197e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.555334045909417817e+00	2.617571943543568480e+00	1.656352898060207579e+00	6.224351410429409093e+00	1.559733405870137313e+00	2.538938436287387912e+00	4.060523617350407233e-01	8.524769805994662164e+00	-1.087881961383826592e+02	-2.284981087385893478e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.327244847490439028e+00	9.912885195753197820e+00	1.457698896005978018e+00	3.966724956627352139e+00	4.495249708561997792e+00	7.328355505676974246e+00	-4.571524930785241247e-01	9.012498141109114513e+00	4.710919613044571008e+01	-1.401237344018468334e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.295891110047316275e+00	9.525151677548125306e+00	9.477087007477404512e+00	3.521919166899499132e+00	7.410317897446414115e+00	5.847589699076899628e+00	2.504323782531027720e-01	9.850482379812868672e+00	-9.080868161980411060e+02	-3.236166805739456448e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.960001903277911683e+00	1.085415304121849500e+00	2.362983420104185051e+00	4.054025191035004916e+00	2.601277258547491478e+00	6.631018218463211156e+00	1.408232811365386361e+00	5.607646620822462680e+00	5.983350886775968291e+01	2.921219591918463032e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.720998743356403793e+00	7.020074015774738108e+00	6.026992973584919255e+00	6.774448027228070046e+00	6.350143316485924672e+00	2.414390483888535055e+00	5.285877756709306041e+00	4.870550426019522483e+00	-2.842161876525872088e+01	-5.399656373805070686e+00
