G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	Fc	m1	d2	W	d1
1.000000000000000000e+00	1.000000000000000000e+00	4.373592022685600433e+00	2.675611147559617375e+00	3.365195733443324233e+00	7.049306731756622924e+00	6.158028135257465507e+00	4.536529394589734920e+00	-3.658506917256564295e-01	6.836954947400884386e+00	1.808787702064898326e+02	-4.605044955344107099e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.559819779210151580e+00	5.877911440640550822e+00	3.221443462572319838e+00	8.177107344915103937e+00	8.255375712946438682e+00	5.267902003112375553e+00	-1.302978756078004396e+00	2.562938550123859738e+00	3.172035817930049717e+01	-3.375777803028114921e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.581236585907878300e+00	8.841473373777027689e+00	9.143155232859863091e+00	3.250777522832180910e+00	7.840355248070585148e+00	8.682367161394417110e+00	-1.515325216921014628e-01	8.856384025446107700e+00	-3.356189321033108399e+02	3.706709914384374166e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.379792359908970312e+00	7.591911869239832633e+00	3.249615580798893344e+00	6.629977775253193428e+00	2.382894782751060703e+00	4.071655492226863515e+00	-1.733643618674490794e+00	6.517564152314371917e+00	3.156531813456880897e+01	-1.160128334201770528e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.400130490730375321e+00	8.257113476177220690e+00	3.452988573829296914e+00	6.144449247817163950e+00	2.348853431317468043e+00	8.824590911085904210e+00	-3.067793493830669238e+00	2.414852346363961288e+00	-1.306995967115386037e+01	1.959103313399205515e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.400370213310085266e+00	6.928633471898766771e+00	7.825827872985522404e+00	8.496566886481696557e+00	3.424367723261525498e+00	1.794008761114281647e+00	-1.034769497930127624e+00	9.658187400239281573e+00	-1.466172568320978264e+01	5.363383743337719167e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.526830248927960598e+00	7.228438393056968891e+00	5.048633064163622564e+00	9.152104111061541758e+00	4.254867622425461349e+00	7.980805892493511244e+00	1.944214408058852372e+00	5.660121402796109535e+00	-1.030823889461134080e+01	-5.345881726475115947e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.792259236222520258e+00	8.647250584910212368e+00	7.992886522824621309e+00	1.103910975296034547e+00	4.687929925985145019e+00	8.627587810329838902e+00	-5.246838358755350207e-01	1.653079227570352083e+00	8.456575807163447678e+01	-8.163999037900945832e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.405400287224565226e+00	3.253241077499511746e+00	1.587891746953643990e+00	7.056734226986692171e+00	7.112250950362235535e+00	2.637612374445747587e+00	-1.173365357776794848e+00	6.637295819854966972e+00	6.278761291569940539e+01	-1.965190974706322868e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.369342849234466364e+00	5.406399338826175516e+00	5.383774378540814531e+00	1.460809324129306308e+00	1.505660732621778797e+00	4.872646089153040094e+00	-8.538809861993480466e-01	3.282344339975056258e+00	1.844595583752064627e+01	-8.196410331373747971e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.191314833827371578e+00	2.988997339019431099e+00	1.308132051329933043e+00	5.937974549772476962e+00	1.305578239670098117e+00	2.486408805629983565e+00	3.993236109147758062e-01	8.227414006114381451e+00	-1.092889008834190037e+02	-3.920157017227882817e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.729259264772268878e+00	9.888782104691522079e+00	1.561651507606492073e+00	3.589841541540777392e+00	4.529601317244285497e+00	7.354244136288627942e+00	-4.494939738213722391e-01	8.367651031552265195e+00	4.514348993542432709e+01	-1.301319763501048998e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.491013608065799190e+00	9.496643095719592864e+00	9.149736399544996956e+00	3.766458962549396716e+00	7.275429733387385411e+00	5.824332182984757189e+00	2.539844356236178324e-01	9.814617166540870130e+00	-9.099085786522233548e+02	-2.459334148607747808e-02
