G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	W	p	m1	m2	Fg	Fc
1.000000000000000000e+00	1.000000000000000000e+00	4.283152144980515885e+00	2.490645869606412877e+00	3.376399776875302461e+00	6.799441963662741450e+00	6.155409693265429638e+00	4.670845477162441028e+00	1.184574281796304973e+00	1.447756684138892469e+00	7.027008234244541462e+00	1.161715230132748689e+00	-1.045691150274341286e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.310582733768116626e+00	6.105382675505824253e+00	3.115175040272858187e+00	8.645040579480307130e+00	8.010579521038309281e+00	4.516145004843828303e+00	5.351597031451545972e-01	1.548476123288634321e-01	2.369196379271700348e+00	-3.328834084278824434e+00	-4.335536776691457928e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.782164880722317157e+00	9.002053701162409993e+00	8.907560359897386704e+00	2.864685573761724946e+00	7.875931938324740145e+00	8.939534653146541388e+00	6.765603310487193767e-01	3.281899365600960961e-01	8.830221822724979575e+00	1.173943914284273360e+00	-6.100550465519989640e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.363801537248908069e+00	7.401255259408134890e+00	3.139764382278128707e+00	6.591056959128341219e+00	2.071857699709672485e+00	4.279802679661924181e+00	1.665985099821696513e+00	1.437445076562921642e+00	6.899355182333007264e+00	-1.171410461707859341e+00	-1.628154288471618527e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.629331462458243784e+00	8.483153548503052477e+00	2.806648545463557909e+00	6.192665588623008865e+00	2.138907077366533738e+00	8.727461482441022156e+00	9.379328855450610902e+00	1.363779092634802126e+01	2.031690353464461030e+00	7.886908773196719835e+01	-6.861811712289192511e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.499460760738393628e+00	6.883343151772403523e+00	7.625427326758386748e+00	8.256572493528398837e+00	3.621612912603506818e+00	1.251667166978630341e+00	1.890451313127920141e+00	5.870604166883202524e+00	9.493753614353435566e+00	1.158697809277166701e+00	-1.660455610290640857e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.308150852510870044e+00	7.473944796771040622e+00	4.744109408494746383e+00	8.986634797633636040e+00	4.131589023327840948e+00	8.057698742379114876e+00	1.143372341677962289e+01	3.734616332603823707e+01	5.858391534051563099e+00	9.198633833272248239e+01	-2.937288925580220852e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.086317737140978679e+00	9.188217884355069032e+00	7.913115067685398074e+00	1.325033933176859247e+00	4.925910584630344147e+00	8.717534705098049841e+00	2.562785226825248786e-01	2.497178862229535445e-01	2.008129904330194559e+00	7.413838283324104550e-01	-1.061129076877614791e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.174277649495757636e+00	3.288957965749619738e+00	9.588851712299707453e-01	7.456363391866357659e+00	7.075467683919309358e+00	2.515530287514624153e+00	4.621163875309360902e-01	3.177073458385256122e-01	6.807128697175375720e+00	-1.884413505919349863e+00	-4.848133403254267088e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.541876147510704342e+00	5.326627498321507836e+00	5.440842900510779678e+00	8.941632009936625325e-01	1.137323856322220994e+00	4.924332208444362813e+00	7.224646395950856670e-01	-1.470306480734733245e-01	3.113775830250334220e+00	1.933651377584722608e+00	-2.369433974100646489e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.532084216383831299e+00	3.283383521335048183e+00	1.553598327027576387e+00	5.988512351030881753e+00	1.630255579430110346e+00	2.783513420901346347e+00	9.520393394969547174e+00	1.066474109000753678e+01	8.379172758093508477e+00	1.369872165520375695e+01	-1.900489104938873630e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.625111365120737617e+00	1.027750202429465709e+01	1.531495345311459477e+00	3.558025378258921734e+00	4.168969436956037278e+00	8.017098993289536679e+00	6.591959135913892931e-01	-3.260802999571774108e-02	8.473081726082208220e+00	-7.874217409968675696e-01	-1.450940910129850658e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.804813728117418137e+00	9.250849097205907867e+00	9.295644825670940747e+00	3.790058239639721105e+00	7.110577969524694453e+00	5.858426912571268907e+00	4.120104914827500409e-01	2.859558215715083396e-01	9.905945853758174380e+00	2.004115648884090550e+00	-4.302355712744689031e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.018653258075672863e+00	1.228847758221596420e+00	2.111652366810796266e+00	4.090887737194320195e+00	2.686530565219201971e+00	6.809505654740509506e+00	3.306771490036033434e+00	3.120830276713517204e+00	5.490422809844004881e+00	3.511544888233205874e+00	-3.596893984869728444e-01
