G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	W	p	m1	m2	Fg	Fc
1.000000000000000000e+00	1.000000000000000000e+00	4.373592022685600433e+00	2.675611147559617375e+00	3.365195733443324233e+00	7.049306731756622924e+00	6.158028135257465507e+00	4.536529394589734920e+00	1.191877250828882184e+00	9.177301068320440347e-01	6.836778300866514613e+00	1.265067668067142437e-01	-8.969589029594524088e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.559819779210151580e+00	5.877911440640550822e+00	3.221443462572319838e+00	8.177107344915103937e+00	8.255375712946438682e+00	5.267902003112375553e+00	5.469366843169278791e-01	1.936837469859929439e-01	2.548767205776064415e+00	-3.860150343983147214e-03	-4.896001400269801851e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.581236585907878300e+00	8.841473373777027689e+00	9.143155232859863091e+00	3.250777522832180910e+00	7.840355248070585148e+00	8.682367161394417110e+00	4.771333547410356313e-01	5.777036336453833520e-01	8.866185790569041103e+00	9.127363506601635090e-02	-6.516729904828467979e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.379792359908970312e+00	7.591911869239832633e+00	3.249615580798893344e+00	6.629977775253193428e+00	2.382894782751060703e+00	4.071655492226863515e+00	1.764517579462927976e+00	8.965060413972659736e-01	6.514948950628724589e+00	3.694367114930496854e-01	-1.565211924538652544e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.400130490730375321e+00	8.257113476177220690e+00	3.452988573829296914e+00	6.144449247817163950e+00	2.348853431317468043e+00	8.824590911085904210e+00	9.632135276621450970e+00	1.380833747781013443e+01	2.412467594209704025e+00	8.103140355539666473e+01	-6.544859417010552571e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.400370213310085266e+00	6.928633471898766771e+00	7.825827872985522404e+00	8.496566886481696557e+00	3.424367723261525498e+00	1.794008761114281647e+00	1.850225011113175944e+00	6.047829329420481237e+00	9.656283930181439601e+00	2.674713338913751404e+00	-2.348676273791048402e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.526830248927960598e+00	7.228438393056968891e+00	5.048633064163622564e+00	9.152104111061541758e+00	4.254867622425461349e+00	7.980805892493511244e+00	1.130248412126129587e+01	3.747002229487734581e+01	5.672240536571023561e+00	8.883554220401596524e+01	-2.416912925592550401e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.792259236222520258e+00	8.647250584910212368e+00	7.992886522824621309e+00	1.103910975296034547e+00	4.687929925985145019e+00	8.627587810329838902e+00	2.307677937117307565e-01	2.088523043593813744e-01	1.654058251855242023e+00	9.994502139900562909e-02	-1.084618612734525728e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.405400287224565226e+00	3.253241077499511746e+00	1.587891746953643990e+00	7.056734226986692171e+00	7.112250950362235535e+00	2.637612374445747587e+00	4.065777885599686226e-01	9.758573605328817180e-02	6.637552766808325622e+00	5.207661144353002702e-02	-4.620971809810167641e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.369342849234466364e+00	5.406399338826175516e+00	5.383774378540814531e+00	1.460809324129306308e+00	1.505660732621778797e+00	4.872646089153040094e+00	6.426082293420678493e-01	4.721492885428337227e-01	3.282635839408188705e+00	3.829792433096016468e-01	-2.387645604728369508e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.191314833827371578e+00	2.988997339019431099e+00	1.308132051329933043e+00	5.937974549772476962e+00	1.305578239670098117e+00	2.486408805629983565e+00	9.509136734834561011e+00	1.044424264769210176e+01	8.225732254325366810e+00	1.198178311880824154e+01	-1.902938032576637073e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.729259264772268878e+00	9.888782104691522079e+00	1.561651507606492073e+00	3.589841541540777392e+00	4.529601317244285497e+00	7.354244136288627942e+00	6.004627117131917657e-01	1.025857000475700054e-01	8.363799123568142591e+00	2.537819343447317993e-02	-1.438140419329173025e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.491013608065799190e+00	9.496643095719592864e+00	9.149736399544996956e+00	3.766458962549396716e+00	7.275429733387385411e+00	5.824332182984757189e+00	3.554981512868896631e-01	3.854986589806345676e-01	9.820216621754923381e+00	7.302188212609188322e-02	-4.492985971771040060e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.910456616251539952e+00	1.350377256712585794e+00	2.241891856060299837e+00	4.174213477519445270e+00	2.740090420146628958e+00	6.718079133500286737e+00	3.514490834398769081e+00	2.721951718903084405e+00	5.519908001703892175e+00	1.400409696230913381e+00	-3.573147004913002633e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.643417729750074052e+00	7.353397220238094611e+00	5.798748111687483053e+00	6.586857655268589795e+00	6.777948319587530079e+00	2.776835545493351987e+00	1.019242798653290594e+00	2.244840152256033505e+00	5.098081946217983607e+00	3.718074606266255633e-01	-3.732822501924060871e-02
