G	c	dx1dt	d2x1dt2	d1	W	Fc	Fg	m1	d2	m2
1.000000000000000000e+00	1.000000000000000000e+00	4.253032675919300232e+00	2.728414609446395911e+00	7.671655845427460818e-01	3.201219108384128376e+00	7.145650883205705739e+00	1.608033695061361712e+01	0.000000000000000000e+00	-9.504161930237973177e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.500404877926019509e+00	5.843891575175468311e+00	3.333797304126634442e-01	3.558463417495500991e+00	7.690573880569927745e+00	3.865762029618448992e+01	0.000000000000000000e+00	-5.285573596786263817e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.075678262082363723e+00	9.171504826588508408e+00	2.323173866828265322e-01	9.206427854348788742e+00	2.558284636625723696e+00	6.371239530591827105e+01	0.000000000000000000e+00	-3.995996165214071860e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.338830260364937352e+00	7.937024908321066441e+00	2.469120063394273645e-01	3.086545525497239151e+00	5.990673221471789489e+00	3.888582297594964388e+01	0.000000000000000000e+00	-3.762429460572447870e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.886922501711671973e+00	8.580208598540265186e+00	2.848939268827541116e-01	3.579774581469173711e+00	6.504926105732555364e+00	4.424847704786866842e+01	0.000000000000000000e+00	-1.371441567799397965e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.161487365029307828e+00	6.860321266799497941e+00	3.178361311031335790e-01	8.102720842100262999e+00	8.474697122314381659e+00	1.133265994715092404e+02	0.000000000000000000e+00	-2.625369664725910046e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.364850129216890195e+00	6.951364260221271962e+00	3.042398966701047036e-01	4.769457603752833563e+00	9.010661785940740742e+00	8.386256469144399261e+01	0.000000000000000000e+00	-1.347408079124099226e-02	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.475280084634510658e+00	8.917837470465739713e+00	2.516707175138616082e-01	7.935053177082100895e+00	1.365234811175149776e+00	1.864113883936959226e+01	0.000000000000000000e+00	-3.949410090324462774e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.575695584569734464e+00	2.867311556539420270e+00	6.292127509252908313e-01	1.520190440235070328e+00	6.956707371314744925e+00	9.405679691934320630e+00	0.000000000000000000e+00	-9.176041957417112593e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.698256993304500639e+00	5.946469295777631281e+00	3.382877880798201842e-01	5.513009346160004043e+00	1.539186442630007923e+00	8.690224745150070262e+00	0.000000000000000000e+00	-6.623291672478694991e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.504672692007041457e+00	2.998673271537384277e+00	6.848581295037385885e-01	1.477008886301963475e+00	5.946699159193808981e+00	6.113023401359725995e+00	0.000000000000000000e+00	4.103788602789704698e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.391457724134779639e+00	9.593918852828265287e+00	2.051603383362253230e-01	1.411626491564110131e+00	3.461209725410170357e+00	1.203899101008665085e+01	0.000000000000000000e+00	-3.455504103428383988e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.627235133552922264e+00	9.153880228702398369e+00	2.428399751926812455e-01	8.745814488910765405e+00	3.840605505032428368e+00	8.210695909291629846e+01	0.000000000000000000e+00	-3.189385841975596048e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.299046909256916127e+00	9.994655690667368919e-01	1.496790285884866067e+00	2.538069998856211651e+00	4.385924194846126944e+00	5.978974513186249951e+00	0.000000000000000000e+00	-1.432914709756971217e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.774347410729671726e+00	7.389219585555764525e+00	2.861461750082451849e-01	5.482588763881187433e+00	6.541583593130808616e+00	7.069643286348610900e+01	0.000000000000000000e+00	-2.196079853422668315e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.780105641262110350e+00	9.325456786396307152e+00	1.714500406352454931e-01	4.774729654102142895e+00	3.881791678809295210e+00	4.457819551397673763e+01	0.000000000000000000e+00	-2.567802129994318228e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.610546421817015350e+00	2.281396732912631897e+00	7.595820741042974555e-01	4.089652313396784145e+00	7.501584047305165370e+00	2.226795198408875720e+01	0.000000000000000000e+00	-9.240044372842812770e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.782372998794353514e+00	6.012356117132952704e+00	3.130159792519991990e-01	9.143348041925911218e+00	4.018773307749071044e+00	6.158765579996079254e+01	0.000000000000000000e+00	-4.571634698695689614e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.222071969303166306e+00	8.858892799803314233e+00	2.229039309609716080e-01	1.652287499724314657e+00	1.691794179713357549e+00	8.045996073137256843e+00	0.000000000000000000e+00	-2.912777024285675975e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.709880677355863909e+00	1.469432696407173777e+00	1.521360478550140449e+00	7.812923796777823782e+00	7.726569912809337914e+00	1.613217810429285493e+01	0.000000000000000000e+00	-1.844508580261018382e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.168873616426643558e+00	7.261596867895324436e+00	2.678055381171923766e-01	9.219586300502855991e+00	3.742270113444353008e+00	6.467106709470427006e+01	0.000000000000000000e+00	-4.211028014716520773e-01	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.132032827552214460e+00	3.570885466236334960e+00	5.557617723115891861e-01	6.313152996643514925e+00	4.870426939756723250e+00	2.873491315264159951e+01	0.000000000000000000e+00	-3.893559584651202776e-01	0.000000000000000000e+00
