G	c	dx1dt	d2x1dt2	d2	d1	Fc	Fg	m1	W
1.000000000000000000e+00	1.000000000000000000e+00	4.428216541324684563e+00	2.628066470304298630e+00	2.335172161326868334e+00	-8.549472350866835768e-01	7.866472383366791554e+00	1.851104740313381791e+00	5.937707866227208697e+00	-5.344871083510571452e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.512031553025643404e+00	4.757801611553304610e+00	3.585477349872751685e+00	-2.476323680634602842e-01	7.912805190373931374e+00	4.450302809712035845e+00	7.307340382715998395e+00	-1.670700891794198242e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.281075839234754099e+00	8.569373090401860793e+00	9.425952730158050130e+00	-1.404931573306517967e+00	3.245691312866180844e+00	7.322835711806395587e+00	8.564363539292740413e+00	-1.492806830886105445e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.823780674182007289e+00	7.625358673995864756e+00	2.873443653370580719e+00	-4.665818944966357296e-01	7.050592441676862165e+00	3.229997101654777492e+00	2.081419233062548280e+00	-3.131094383401068981e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.629698283754711818e+00	8.685761507205629783e+00	3.251401345529203901e+00	-1.572863730832918305e+00	6.428926909157987701e+00	2.251811917474272562e+00	2.879941762120378446e+00	-1.574488457814748443e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.234397516943841921e+00	6.373202061894250647e+00	8.091225720237620322e+00	-3.371903567726074247e+00	8.901753939215419464e+00	3.914725965996856072e+00	3.145542711696541094e+00	-5.919684458543979844e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.901289239683758403e-02	7.438375389011041783e+00	5.553406106336118420e+00	-3.256913431842373807e+00	9.642219556836588268e+00	6.079941923133689308e+00	3.598796131459155223e+00	4.110127335537910653e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.959786162921634656e+00	9.459706612113045310e+00	7.024402411119357481e+00	-5.942828643812909650e-01	1.641735350168841423e-01	1.091510471217740275e+01	5.316402013083266098e+00	-1.197360103412223964e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.254536488899558933e+00	2.890556288142873687e+00	1.935191006380826639e+00	-3.794682050461479772e-01	6.300539739420557339e+00	3.189389814410986013e+00	7.165591329600703219e+00	-9.871960085212194258e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.270053283661797927e+00	4.544175034842539596e+00	5.135441702878069670e+00	-6.267707072864924234e-01	2.100520297590753316e+00	9.051681376380887656e+00	2.537913547825876748e+00	-4.261072679098497673e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.152777807086194262e+00	3.152127462265875923e+00	1.923868200955290320e+00	-1.144135397917663610e+00	5.516543243020419318e+00	5.042000938917530206e+00	1.057941732520124800e+00	1.734687538720625355e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.937673752327487620e+00	9.225885570331257668e+00	5.482951492381236136e-01	-2.293640849838906592e-01	3.224566110985666700e+00	9.298021407829182294e+00	4.284843853774652267e+00	-9.522847581919994298e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.491841317341993545e+00	9.040912397963005276e+00	1.050814595842465238e+01	-9.235562902806007113e-01	3.077365331869536647e+00	7.827322043215711567e+00	7.821777567108950890e+00	-1.632747145521063601e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.838854402157793277e+00	1.868508021316021894e+00	1.763912747866563491e+00	-8.959480082447605076e-01	3.957413034542052621e+00	1.568890795089723511e+00	3.292014487810175805e+00	-1.868263186739569193e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.344851731971018705e+00	8.394324848935715622e+00	6.581360878199904896e+00	-2.363658118177470957e+00	6.402534140358460135e+00	3.085807396299173000e+00	6.857113062209934107e+00	-1.603545126011493238e+01
