G	c	dx1dt	d2x1dt2	dx2dt	Fc	m1	Fg	d1	d2	W
1.000000000000000000e+00	1.000000000000000000e+00	4.274057688439908631e+00	2.611094311556829251e+00	3.350343768445537496e+00	7.936019777009828857e+00	6.114899208603327807e+00	1.128214703285927456e+01	3.325164140065269613e+00	-1.222020521634363988e+01	-1.834904178709916955e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.011099864100127377e+01	5.225592582543468367e+00	3.325133408221590425e+00	7.608268426055445843e+00	8.262695094418162967e+00	1.045113908922112422e+01	5.051454658536814968e+00	-7.822158469504032041e+00	-3.665384368870504783e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.210762335894376207e+00	8.521581114766087595e+00	9.684951509325685493e+00	2.918548524325168092e+00	8.688455708585152593e+00	2.837306150727929133e+00	8.829221785865705385e+00	-8.431364609334336180e+00	-1.244490034553254709e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.645314033811166254e+00	6.610268590306091596e+00	3.894978992056649325e+00	6.235876078749359230e+00	2.642343899457986645e+00	9.815496765960608272e+00	4.419705560804561451e+00	-1.025480589135796095e+01	-3.675531410504060403e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.738190870439986657e+00	7.746739856275169700e+00	3.232337643288422768e+00	6.313615798732968187e+00	2.400518244415093871e+00	8.304788774332171997e+00	8.079446110152630922e+00	-2.435073941288430177e+01	-2.841977779469068821e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.846539086634405802e+00	7.165963601204835776e+00	7.057331946667476430e+00	8.525858370553796917e+00	3.772646766045276046e+00	1.415147085688478867e+01	1.055132569926863884e+00	-3.491323569943671323e+00	-1.332425592442047702e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.943470291937145822e-01	7.203923409775318198e+00	4.944180326335097853e+00	9.263087948039283148e+00	4.608789263358152866e+00	1.320459212907848823e+01	7.701554774366105249e+00	-2.328007862158038677e+01	-1.180606116981394615e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.109213904142084317e+00	8.518374182706939024e+00	7.869319942756648700e+00	6.327052423209391652e-01	5.191380391965561891e+00	1.406880043472793496e+00	8.629762429953400371e+00	1.013011230459394874e+01	2.101970799388884981e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.894953594703003397e+00	2.805796575560456585e+00	1.745440452103221851e+00	7.870009671766516668e+00	6.704989247247697293e+00	1.071417052634041234e+01	3.189794664663064161e+00	-3.032882384405807930e+00	-6.160617332650565992e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.858675097405887655e+00	4.418811495770598619e+00	5.848092059181949409e+00	1.220730527250678765e+00	1.248382842922245883e+00	1.754815570127546520e+00	5.266874065052643772e+00	-8.996685086429998535e+00	-3.932823707772965527e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.057345061085313453e+00	3.092180651774095512e+00	2.453569551439929164e-01	6.582615015284745574e+00	8.689138330817111067e-01	-1.077768259714186172e+01	2.287700799591775080e+00	-6.628016977019115075e+00	-1.256468597244373209e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.830030776177789420e+00	1.009994479035646009e+01	1.193423746022470366e+00	5.288014818450661458e+00	4.944825052039033331e+00	2.971464028633203913e+00	7.557024857409721186e+00	-1.099104548531423120e+01	-2.262344143692691656e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.800733298134305826e+00	8.944911808293586120e+00	8.625711609990625917e+00	3.288219806424415914e+00	7.665493809874988074e+00	3.133972335300804879e+00	5.355349065743463477e+00	-1.435120245061250133e+00	-5.501177472825403925e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.376078050272760755e+00	1.058080169564019180e+00	2.943908300842697390e+00	4.361972330452863034e+00	2.047389330536451890e+00	-3.437671827653929313e+01	6.758697542766477717e+00	-1.868756821803389201e+01	6.524948071298544150e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.262632474041502473e+00	8.208089408694123179e+00	5.676730993687563398e+00	6.520390049818127309e+00	6.986427650499775766e+00	7.925178873588206052e+00	2.734136155309174754e+00	-5.404702366042131167e+00	-9.461656015654973828e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.552294679226207785e+00	9.972281630344337344e+00	4.416663985086313637e+00	5.105842121043605353e+00	4.085901878915943364e+00	4.991568636746865906e+00	3.676138330182274316e+00	-6.563110437869820402e+00	-3.577005891246344049e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.454632182157861386e+00	1.799369606921637388e+00	4.423321376637997737e+00	7.442362952465003012e+00	8.846590517696631295e+00	1.083930950628659140e+01	1.644249152850163265e+00	-1.641413039523007988e+00	-6.841524792444089087e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.020629635727721585e+00	6.064422529601675826e+00	8.771062667221166009e+00	4.775372503401944968e+00	9.232229106604547653e+00	4.884606660862561789e+00	3.475741238597970906e+00	-1.535923393983533503e+00	-9.188471129660626957e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.550983216678337051e+00	1.004880918652483679e+01	1.188020543737599910e+00	1.737991138666304947e+00	4.073476596725133625e+00	2.681178979795561190e+00	5.620447851950078899e+00	-8.650016271835720971e+00	3.642436937551600806e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.088905410477884139e+00	1.185115438517190478e+00	7.975774082666157838e+00	7.999488956557318176e+00	2.350642596697250841e+00	-8.517543158494467193e+00	8.538674205995057775e+00	-2.702719517311775377e+01	-7.681680022664070240e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.939574832716060904e+00	7.127165125593872830e+00	1.065687718088086022e+01	3.980791233289679987e+00	4.784522908391413587e+00	4.217747493724067098e+00	6.144052756584353681e+00	-1.545955589121618701e+01	-8.371196087836366928e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.317651693931254364e+00	4.284048030759973535e+00	5.816570222723339789e+00	4.945460897946349910e+00	3.857699331222459005e+00	7.917351073973383890e+00	4.792373580920553877e+00	-1.294757838636410874e+01	-2.165045249195604704e+00
