G	c	dx1dt	d2x1dt2	m2	m1	Fg	Fc	d2	d1	W	p
1.000000000000000000e+00	1.000000000000000000e+00	4.368810192862030206e+00	2.700982189449057991e+00	3.280749526426190332e+00	7.064951908544828463e+00	6.087867119079549028e+00	1.291549208566694062e+01	4.522958572934016708e+00	-7.311657942104624608e-01	1.083525960130481103e+01	-7.243098553837435283e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.625787250571052667e+00	5.878793255867136303e+00	3.176512999284300864e+00	8.241185785591632396e+00	8.262424578637828532e+00	2.086658864530399171e+01	5.372240460248278282e+00	-2.855876072359735396e-01	1.365064512922421258e+01	-1.022736068020813960e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.590525684356630443e+00	8.944028527010070562e+00	9.178957974553304311e+00	3.272840339423132683e+00	7.784901463983708858e+00	2.877672833380238160e+00	8.751541698929226953e+00	-5.436894041683802969e-01	9.796059480701808653e+00	-5.726882967027651006e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.298812076367537927e+00	7.675987333820215142e+00	3.246441010656107018e+00	6.657624683578344360e+00	2.346583167784840995e+00	4.759424054162034068e+00	4.049677164955165942e+00	-2.335011969469399651e-01	2.207050134199019631e+00	-3.176089562421458012e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.427445514021145723e+00	8.283141374496185705e+00	3.430498789817138849e+00	6.231446426494507307e+00	2.362526441459011473e+00	4.357347094403428933e+00	8.875010875277093092e+00	-1.998447393799380467e-01	8.711232831963307000e-01	-9.364630040236106012e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.360445206380347383e+00	6.946476231649425515e+00	7.784258512904956184e+00	8.513270773957534843e+00	3.281256826486515177e+00	3.768488728912307018e+00	1.725609249219623109e+00	-8.218503751435071170e-01	2.810277400064446596e+00	-2.344085912390404314e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.456896311481373107e+00	7.234156930255618789e+00	5.134726732598976717e+00	9.148143758936440051e+00	4.339134260676367205e+00	7.571792799092529336e+00	8.004915740405987634e+00	-3.610524583071357818e-01	1.298487686507465932e+00	-1.068156185422978410e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.750438045007744137e+00	8.495054512148843884e+00	7.944124717829846638e+00	1.065101119283384579e+00	4.678477285280257192e+00	6.321341011116957675e-01	8.576472580018950964e+00	-5.010467799392932520e-01	1.169338373394374031e+01	-1.705053026331265471e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.439397115138578265e+00	3.169430562296456699e+00	1.602187498104066909e+00	7.175649228024079562e+00	7.046847764899460742e+00	3.165123265869097224e+01	2.543719665608840330e+00	-2.635554553863488358e-01	1.414106348027158333e+01	-5.267060481705049035e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.440781247615286809e+00	5.410425405035935498e+00	5.361202309009680533e+00	1.495026198103336812e+00	1.454715064688146819e+00	4.409309841882200764e-01	4.916159863314892853e+00	-5.514066899386219633e-01	6.150255511000419339e+00	-2.709486338338881239e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.211398110789569271e+00	3.025155449615928749e+00	1.304525616118844544e+00	5.888647286554402172e+00	1.366068801606943106e+00	5.907678776445225211e+00	2.539344916604220792e+00	-2.262884614740605371e-01	6.961131809140056470e-01	-1.293816638121534579e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.763395719687002483e+00	9.905126852799751802e+00	1.589146445340068547e+00	3.525294857228431944e+00	4.559934110243600180e+00	1.039117780544893677e+01	7.384520670046209823e+00	-8.229358871754904881e-02	4.475537939784075547e+00	-1.828016400717368128e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.517586441780897744e+00	9.446884843863294634e+00	9.082276286008838184e+00	3.828822443914433826e+00	7.350010449932732115e+00	2.978242152977226720e+00	5.808092008077168522e+00	-5.332418418174691421e-01	9.022492743418403904e+00	-2.902709281870806635e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.916536139892318857e+00	1.406990671470972565e+00	2.252843014053140802e+00	4.120465916107197479e+00	2.703729442931302351e+00	5.024362180500983932e+00	6.648435399650807653e+00	-9.541870741074959250e-01	6.915025359623350631e+00	-9.066139229841583713e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.674144739339902710e+00	7.432647220173864255e+00	5.857534026723842047e+00	6.691987042793133611e+00	6.789695097098649157e+00	7.642046468992868213e+00	2.704669115572153615e+00	-4.631993818996725243e-01	3.306403748906906692e+00	-6.360059808752194677e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.519728988191699770e+00	9.379416682349900114e+00	4.797124416340703412e+00	3.857232010208233142e+00	3.361688171926241253e+00	2.916032394982395637e+00	2.852536311704954031e+00	-2.843564984358554204e-01	1.486931566753936451e+00	-7.078509440588232060e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.744192634813316545e+00	2.680231061971140694e+00	4.118911021450069931e+00	7.671301878903957316e+00	9.012645838525994435e+00	1.638906277015345836e+01	1.360656191663206727e+00	-1.827097085443445845e+00	1.481609786069157586e+01	-1.416481908301910009e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.666253308517708476e+00	6.080396467885312184e+00	9.100801601018090992e+00	4.667103914076850657e+00	9.122611915514937664e+00	4.658201330988623212e+00	3.957648926780304777e+00	-9.099606451759852943e-01	1.205555297441672202e+01	-1.728842265377927490e+01
