G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	Fc	d1	d2	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	4.633015611544486489e+00	2.681357189359989679e+00	3.265870279217852445e+00	6.883502915097724717e+00	6.168726755396424011e+00	4.284406722571052484e+00	6.284487257935441384e+00	6.961354728705860140e+00	2.725631814703798739e+01	4.059003587910429145e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.452487823713097370e+00	5.527904358124086315e+00	2.971996442030820251e+00	8.392260748119850788e+00	8.142713016237127732e+00	5.742216019987103515e+00	6.564848284099776166e+00	1.813000477931540289e+00	1.010335137685538598e+01	8.580932844116243574e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.550733489384989561e+00	8.984575653095609127e+00	9.354434351905439371e+00	3.395833775045566938e+00	7.596082644131248784e+00	8.296162260081180406e+00	5.113639894803547747e+00	9.098056513035194470e+00	3.745052853268651916e+01	7.144400760911174819e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.091875979834694199e+00	7.117984703681791814e+00	3.221303593810572075e+00	6.440180517566400198e+00	2.280383868036645723e+00	4.026788265284423574e+00	3.861193873056995685e+00	6.735950653094864293e+00	2.506502929932567270e+01	3.109869351000861259e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.945996089477473934e+00	8.165537630734945651e+00	3.677260128086336177e+00	6.363783397589688917e+00	1.711017098202794129e+00	8.874430356776025874e+00	3.131896476054844669e+00	2.316289853591227743e+00	7.119744771623635060e+00	9.682242842633133062e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.395409592964930390e+00	6.982200811454434941e+00	7.932023989901360927e+00	8.450996843870115072e+00	3.207242008029061786e+00	1.551095983898048258e+00	7.990041228332620094e+00	9.124080050407838982e+00	3.898953556673433951e+01	4.737552743792107501e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.264049034539498795e+00	7.891732529176467281e+00	4.828721417343476929e+00	9.391684546460384198e+00	3.950230151658970623e+00	7.820775740083433902e+00	3.944543222237498536e+00	5.731239432344680473e+00	2.396779885172296076e+01	2.881209680659150285e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.046666025211401063e+00	8.731367637052741770e+00	8.287000979568126979e+00	1.640182284228187459e+00	4.599865824935446490e+00	8.846451626193452711e+00	4.408617128110388528e+00	1.744934208163089639e+00	6.863582104266750861e+00	9.662803987824753804e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.333970994926795051e+00	3.285825513648859442e+00	1.347775052721286615e+00	7.106995820470665137e+00	6.496380130213753823e+00	3.031790623193193479e+00	9.816109453195236867e+00	6.521689487896213500e+00	2.711235992189747535e+01	3.219560130498644313e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.456162480656893798e+00	5.387291710400706535e+00	5.560782426079446061e+00	1.390430369611932448e+00	1.562113031448890910e+00	4.293062093503801080e+00	3.050275568509019930e+00	3.329570427156980816e+00	1.393373152614787180e+01	1.642412414582214319e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.555334045909417817e+00	2.617571943543568480e+00	1.656352898060207579e+00	6.224351410429409093e+00	1.559733405870137313e+00	2.538938436287387912e+00	4.450010944940888891e+00	8.524769805994662164e+00	3.305363065787501142e+01	1.482827200384413679e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.327244847490439028e+00	9.912885195753197820e+00	1.457698896005978018e+00	3.966724956627352139e+00	4.495249708561997792e+00	7.328355505676974246e+00	3.881628989223929516e+00	9.012498141109114513e+00	3.404683276708277617e+01	5.015285585724724715e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.295891110047316275e+00	9.525151677548125306e+00	9.477087007477404512e+00	3.521919166899499132e+00	7.410317897446414115e+00	5.847589699076899628e+00	5.806177706963984164e+00	9.850482379812868672e+00	3.982917875460945822e+01	4.532276439676705682e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.960001903277911683e+00	1.085415304121849500e+00	2.362983420104185051e+00	4.054025191035004916e+00	2.601277258547491478e+00	6.631018218463211156e+00	3.690076910296620660e+00	5.607646620822462680e+00	1.993642765176296905e+01	6.299747950203276048e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.720998743356403793e+00	7.020074015774738108e+00	6.026992973584919255e+00	6.774448027228070046e+00	6.350143316485924672e+00	2.414390483888535055e+00	9.516675415606236754e+00	4.870550426019522483e+00	2.050232986006324154e+01	3.891290439003927681e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.949264061772774781e+00	9.193282224441460926e+00	4.468846752691008284e+00	3.970712747943098808e+00	3.338913866946518816e+00	3.328778732799193563e+00	5.560178174258022743e+00	7.644907340001205753e+00	2.941400342067747431e+01	2.886241682004170306e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.972845223363607570e+00	2.643239723644104533e+00	4.185254500263307698e+00	7.335983586446992888e+00	9.160074258692050719e+00	1.691490496127539656e+00	1.979185191496742036e+01	2.155233814045247609e+00	8.727414715399115508e+00	8.264251035626420938e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.749039616649934459e+00	5.984234811326317960e+00	8.709753393656328058e+00	4.787095674819876301e+00	8.700515843815880501e+00	3.870082647489426986e+00	8.917195654184419951e+00	6.242565944433531300e+00	2.315011466426665265e+01	6.655181107077368097e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.969611161161159529e+00	8.947085490172344890e+00	1.668870825858804530e+00	1.796930096421543332e+00	3.548881403138460122e+00	5.903753231169171833e+00	4.220850407894605638e+00	6.138975882819854846e+00	2.478987225589136401e+01	1.433260446054485326e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.710656510892142101e+00	1.385977139551603621e+00	6.418077333808787976e+00	7.963330798246106568e+00	3.002642281913479927e+00	8.554239168229072376e+00	3.454154483832609035e+00	2.330020953607674361e+00	7.486942726026291517e+00	9.620983131536652300e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.108949178538838787e+00	7.426672413472954482e+00	9.572609113530470282e+00	3.588430114944910265e+00	5.478309194719832576e+00	6.293079027501287115e+00	4.527227414663886229e+00	4.356531675979889329e+00	1.956224005378962971e+01	9.697592526293867810e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.213127129983623487e+00	3.709880972404666188e+00	5.784285140534179526e+00	4.738841595751539515e+00	3.225618833034734845e+00	5.015622947967041334e+00	3.993185277396455568e+00	8.319521868622524963e+00	3.450996275979047567e+01	3.282099191523771275e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.696542531451764368e+00	9.162967734006612019e+00	9.617675189162653737e+00	6.872548381433608355e+00	6.532476589519306209e+00	9.792130829441466844e+00	4.072945466635121470e+00	9.005137010866231861e+00	3.596625722375144818e+01	3.794204488178496981e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.421347536537632905e+00	9.904983872275217038e+00	2.001488864278124336e+00	3.857565543570552258e+00	7.848258824725105498e+00	7.511034604344130727e+00	6.368168036151748979e+00	2.287213032545420077e+00	5.834736394511327973e+00	2.773861509211081433e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.854482832631550338e+00	9.445398969086925334e+00	4.949950517997478094e+00	1.529282088395813810e+00	7.256778633586471905e+00	9.347803967223294208e+00	4.708679262291878054e+00	1.825498423945520310e+00	6.291684594192870961e+00	7.934704622309281419e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.723227333215806567e+00	4.937175057022448854e+00	4.158978953539134160e+00	3.966028832580126728e+00	9.095946015540778973e+00	5.784880059514656558e+00	6.628702183925042846e+00	2.149664260463948651e+00	1.485648263589442664e+01	1.400039615042258045e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.733595897171523514e+00	9.046623296913656631e+00	7.196963405449663398e+00	9.385270180800196371e+00	4.496406791013835225e+00	3.096090887267651137e+00	6.075580172816414048e+00	8.670662823384725826e+00	3.501761194039353597e+01	8.141192101385319457e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.160509613492538783e+00	8.699275598440278756e+00	9.472439541866600976e+00	6.799382453547738514e+00	2.314031411884905243e+00	1.338407675078475911e+00	7.307107481898025725e+00	2.251373845464061496e+00	6.305922446664113501e+00	4.267843067796370238e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.110030086504075086e+00	3.838722732518529135e+00	3.062197281604417398e+00	7.366669470227227734e+00	7.758878754787671639e+00	7.489137010010131768e+00	5.198570205030445202e+00	7.235340801274453781e+00	3.150029456297892239e+01	4.028989098018373460e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.735736829747009047e+00	8.023238864933468051e+00	6.921044957894440408e+00	6.605930391347566655e+00	4.026856602625218606e+00	2.282831648572328120e+00	7.176334383007336726e+00	1.960842854166113369e+00	8.813621274252312787e+00	7.594765896747299738e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.896758700044416379e+00	1.125880022890584975e+00	2.499363314510596901e+00	2.453702391493826518e+00	6.348543546253421432e+00	4.103209439278695747e+00	7.524138199689129891e+00	7.124626835595141650e+00	2.720646606822946723e+01	7.630180715536299951e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.547021054410883778e+00	6.927908682123518957e+00	5.880451299945217869e+00	4.708256361931584699e+00	3.718291734506793400e+00	5.729380849728841874e+00	4.157434601127028451e+00	4.592498097628270770e+00	1.692113237326609365e+01	5.366829508595043485e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.401486985914752958e+00	2.650522449540299696e+00	5.346697070116145589e+00	7.605105572495441280e+00	1.564068154573856395e+00	5.793155192942867515e+00	3.370923058460989719e+00	8.320235444866245444e+00	3.420772223453748495e+01	1.658198790959108937e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.678746736473302192e+00	2.015187210529511219e+00	9.405934203475027289e+00	2.061813571142984802e+00	1.021923302536270306e+01	6.415027006245149543e+00	6.737751810721953838e+00	3.085684546537015294e+00	1.378217755917988541e+01	3.599268660598246239e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.743455685446365422e+00	1.688034890489474638e+00	6.163889774777521424e+00	3.409214560432087371e+00	2.198560799911141395e+00	3.048068126097487784e+00	5.028071469781290936e+00	6.618272200643936287e+00	2.869526505891256818e+01	4.054617144502310477e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.043089320666547692e+00	7.355742094631257721e+00	4.035527744140167350e+00	2.753206242483141608e+00	9.928955178148187954e+00	4.154901695302819498e+00	8.400320707169072421e+00	3.327242815573070001e+00	1.324124505857812828e+01	1.783934881284907403e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.563241697341568148e+00	3.642424915245470629e+00	1.942810632529301973e+00	5.887377818558206855e+00	1.002833064419425035e+01	6.797742147338557750e+00	6.555392378455151103e+00	7.429849615571910704e+00	2.982536667217467752e+01	6.383021771789781917e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.001794745343848270e+00	7.571349422085794423e+00	2.640069201767450302e+00	9.861851967240831129e+00	8.435870233426637554e+00	1.009483581108377592e+01	4.366896969950611052e+00	8.879341259427460997e+00	3.501813541924661877e+01	3.112243213229811678e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.410700635167541073e+00	1.119203705364810952e+00	2.779201427655630496e+00	1.631664276522962309e+00	6.998260516689316368e+00	7.449924916568491540e+00	4.483276870874139064e+00	1.719302641301317935e+00	7.184331575395994207e+00	5.576990657082274261e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.874020424739526902e+00	3.864713618371335535e+00	3.059843196003174004e+00	5.251097406510191412e+00	6.250168140431505925e+00	9.111218737703831394e+00	4.475580516806992648e+00	8.605016811821723621e+00	3.574364829477381988e+01	4.080867396518729207e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.079635499297125545e+00	5.673952068393838921e+00	8.816133504520198727e+00	2.217868976013568805e+00	8.963689273933546531e+00	8.017624324286046544e+00	5.687668607402071252e+00	6.546675049858620810e+00	2.600555217224637872e+01	1.344647803174858547e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.637536116974899869e+00	7.875660200602720984e+00	6.272256099902138615e+00	9.711201198586440597e+00	3.731371053602788646e+00	6.422343266841921583e+00	4.470881923821433013e+00	1.844516375634601246e+00	8.195431002508527740e+00	7.279516183260659190e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.262819074393349394e+00	4.100983423674667172e+00	6.104964132348650097e+00	2.110722621528460685e+00	4.857481254842955565e+00	2.918793142147707353e+00	7.675624347785565682e+00	4.920146102109473674e+00	2.005916470180706668e+01	1.025114648908564519e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.102881116724919508e+00	6.567486678666300648e+00	2.162435806376466374e+00	4.822449391499890048e+00	6.228061404382073007e+00	7.569008072189418179e+00	4.785093809159490341e+00	2.559939071053740633e+00	9.429575734717337454e+00	1.561131152477516437e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.124612934924510199e+00	9.105566079324324491e+00	8.777248485589721483e+00	7.705231819012865913e+00	4.126317527063267931e+00	6.656238466373070040e+00	3.935560462120102354e+00	7.431207295605842589e+00	3.015624708388192587e+01	2.527792389744379364e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.753600163713331384e+00	6.683746542224857201e+00	7.664086815064117708e+00	7.019992330804999625e+00	5.056134547394528056e+00	6.095184499906426190e+00	4.391478729419570293e+00	7.982198901434172988e+00	3.035955895657805925e+01	2.289683680332599280e-01
1.000000000000000000e+00	1.000000000000000000e+00	4.527640585934268991e+00	3.449882722491510290e+00	1.535187243494609666e+00	4.126676829671306557e+00	3.864786036944333425e+00	5.426352763696381309e+00	4.762164192171138843e+00	2.122903247452587294e+00	6.660759899068548151e+00	1.263237930355334493e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.627516989663938318e+00	8.835207300742065062e-01	7.294657334537693494e+00	4.091590449817508635e+00	6.301464933291952342e+00	5.824170647524583799e+00	5.947863686343540124e+00	5.385593824615560798e+00	2.195929565174040476e+01	5.594272265914955744e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.289798380581756554e+00	9.086521233202136116e+00	5.402043013549108430e+00	4.433981141897047173e+00	8.765120273077062762e+00	4.357578527181045658e+00	8.439910255542955042e+00	7.932439635651950205e+00	3.422818396971575794e+01	3.546766729621972369e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.119404713138996144e+00	1.196003628473122138e+00	1.982184689431464308e+00	3.036747632510834904e+00	2.540747104439774695e+00	5.619839981493459646e+00	3.596574875094161072e+00	9.187875366224252716e+00	3.644116200452283749e+01	4.083293414612885197e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.676581446301094402e+00	8.767136753391765680e+00	5.183085900426512183e+00	3.072125952244587399e+00	9.377155083387547663e+00	2.665792153371703499e+00	1.141481898137098661e+01	5.820191320128384582e+00	2.362865639668725137e+01	1.014598242430223118e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.075898208033084558e+00	5.440761228501647118e+00	5.576793582894114643e+00	4.920897856904153933e+00	7.077919278970004058e+00	7.870438698501345698e+00	4.720966241950293352e+00	9.225895972610803852e+00	3.642298863039508916e+01	4.434928761472234915e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.483222730427797842e+00	9.620337261857418554e+00	1.714574643047832581e+00	3.583797997826100534e+00	8.243538482082650276e+00	2.822152856598560078e+00	1.092804371858591317e+01	5.538166095022087454e+00	2.301635426621312774e+01	7.147900726969524943e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.617164699313073939e+00	7.932525187730292693e+00	9.498279359115471721e+00	3.205474666664276384e+00	6.254992348916939449e+00	2.683140042262444069e+00	1.210458016805293546e+01	4.263174812734654928e+00	1.665349327528847567e+01	6.303588364571689473e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.961111936460789629e+00	1.012543892449509464e+01	8.413484368327447172e+00	6.947098189798151857e+00	8.699444754107338085e+00	4.865155525287772953e+00	7.393507556431084815e+00	8.131743455242984808e+00	3.169585716047645008e+01	3.669177781212065170e-01
