G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	Fc	m1	d2	W	d1
1.000000000000000000e+00	1.000000000000000000e+00	4.754306154671096962e+00	2.954795102857464606e+00	1.599537611025468209e+00	5.632455322091463046e+00	5.741403792582970844e+00	4.765281264590969457e+00	-3.496131680229084271e-01	6.822351147998304555e+00	1.913473726136845983e+02	-3.801914491144545161e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.193708014449132548e+00	4.978924504546673013e+00	3.890048901718493823e+00	8.535359980195131868e+00	6.803609187410531334e+00	5.869606370712850740e+00	-1.286623270283093534e+00	3.400518681995665204e+00	3.221498575455999003e+01	-3.239719249690951042e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.545502408391375759e+00	9.162151647861989545e+00	9.653808685360397490e+00	3.800122262881023172e+00	7.293151370248018850e+00	9.179865734570178404e+00	-1.532810693010021041e-01	9.679152655906824165e+00	-3.303692473081555931e+02	7.588920024426060174e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.146693247347147171e+00	7.186625451765987549e+00	2.507212040874460257e+00	7.027412625366961763e+00	2.688531431437466868e+00	4.400969807366182707e+00	-1.741581118982485910e+00	7.203537226044636199e+00	3.192856037123115343e+01	-1.218741633144785785e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.641748283234871097e+00	7.683902744402566931e+00	3.074578064966484892e+00	4.871722255426336190e+00	2.497918722687129556e+00	8.977487716061641976e+00	-3.073880453141192071e+00	2.866342694655994450e+00	-1.198846267987449110e+01	1.983654626403294818e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.071062467390601736e+00	6.523587340739246621e+00	8.634407379664661875e+00	7.814464811788345067e+00	3.939343582393980636e+00	1.474283284118466097e+00	-1.029627445953046783e+00	9.833681899070393584e+00	-2.275951175489141320e+01	5.326385404516274846e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.907006926461922713e+00	8.080282737664202131e+00	4.409990278489807736e+00	9.415071340136073275e+00	4.437691327559587506e+00	7.424573869502955503e+00	1.931047283094638134e+00	6.291932239955387196e+00	-1.202359819884930126e+01	-5.368690050061252883e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.496117376471465477e+00	8.828246442591471066e+00	8.254583225584521955e+00	2.075981971913712698e+00	5.077004987614191833e+00	7.974521282630821162e+00	-5.298300987594429801e-01	5.622082234915097843e-01	7.161754786011657359e+01	-7.778148548431675080e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.739627354595851827e+00	2.740522143331960869e+00	1.316620926159381977e+00	7.036105910930396057e+00	7.533820497828559226e+00	2.852495892783703191e+00	-1.159411687149046966e+00	7.179918948352496777e+00	6.184611248450085697e+01	-1.824196503308780359e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.044291166229757373e+00	5.836158305483505337e+00	5.614606836469034690e+00	2.057402001150979043e+00	1.521276608608663983e+00	5.146484225469892593e+00	-8.462008390411870362e-01	2.668988065836630508e+00	2.793802603696934383e+01	-8.014214925350063856e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.475649932941291542e+00	3.452481343700120053e+00	1.330206870356937410e+00	5.379764741748747525e+00	1.327032767898320254e+00	3.089853150697166484e+00	3.720565864653319066e-01	7.736739850130213370e+00	-1.035651107307260759e+02	-7.260677209541818722e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.953416716172428735e+00	9.676884434784422950e+00	1.407488083511695187e+00	3.700820740280154286e+00	2.942752857410152245e+00	7.667613387934624214e+00	-4.649659076712873707e-01	8.738926894977566917e+00	4.590978985962529180e+01	-7.269892267973412925e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.681859350000953768e+00	1.003013728643115066e+01	9.372465319781220217e+00	3.612305559550969214e+00	6.916835300391520391e+00	6.394656944998794224e+00	2.789060626215711935e-01	1.031573522009908750e+01	-9.114980365781345881e+02	-3.983049249577962775e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.858512726646287305e+00	1.914911802053490320e+00	1.980964864944235071e+00	4.819513297843222688e+00	2.406800820746564984e+00	6.646289883334292270e+00	1.423042962026043412e+00	5.185157837291447080e+00	6.300710844021484291e+01	2.364073632892960686e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.665106857007771612e+00	7.823785782629857799e+00	4.806594921828363454e+00	6.299398366994702236e+00	6.714275506115187753e+00	3.191280781641936848e+00	5.273308377670312019e+00	5.446126645549616008e+00	-3.547353626821562500e+01	-5.448361149359741695e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.159473625552993603e+00	8.952416110459029852e+00	4.187604511070081692e+00	4.914279615844835192e+00	2.831702523545892802e+00	2.356287970363586837e+00	6.410054391172444188e-02	8.087503012966145377e+00	-2.768297597309485525e+01	-1.369369346490068584e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.080543349898945849e+00	1.969253178731785514e+00	3.547498921548409179e+00	7.427715140170112917e+00	9.485461213877176334e+00	1.340456885892270522e+00	-1.544173252698063603e+00	2.023250643532803927e+00	-2.006983452971235806e+02	2.352434368988386149e-02
1.000000000000000000e+00	1.000000000000000000e+00	5.807780828261956962e+00	5.169738611736012679e+00	8.212761408937538476e+00	4.061589464328135612e+00	8.581055614634555795e+00	2.893821777032751008e+00	3.516051607029816228e+00	6.005931096471323727e+00	-1.022377911749342161e+02	-2.067939142672179376e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.184376964432770407e+00	8.874721676833111417e+00	1.400380414337051960e+00	1.054186742834234636e+00	4.276074156557692518e+00	6.055029862135072882e+00	-2.869333754149418492e-01	7.048183449758006702e+00	3.533210214757197321e+01	-5.481488934337320346e-02
1.000000000000000000e+00	1.000000000000000000e+00	3.503121976649959279e+00	1.100894845333132865e+00	6.878711433759707283e+00	7.716895405485121984e+00	2.546407649611265978e+00	9.393354190615202270e+00	8.596100237712155367e-01	1.652091309809063047e+00	-4.482367254292832115e+00	-1.792211997374352883e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.964184118651953526e+00	7.117433554151809894e+00	9.865983832932124997e+00	3.772426926809682612e+00	4.372860040638386181e+00	7.040865859254002324e+00	-6.391945063519417491e-01	4.627444174536948118e+00	-4.572009957953556381e+01	5.806886110119952038e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.552692723055931756e+00	3.649881016227745523e+00	6.329054402201029106e+00	4.564696859038746446e+00	2.794494022890143814e+00	5.314573122618929446e+00	1.435564569531561085e+00	8.761163768874320468e+00	-1.486692288886279201e+01	-4.618690963533190086e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.684526188473862707e+00	1.028365428061048625e+01	9.849097891366172419e+00	6.724839743387040158e+00	6.781158510339643897e+00	9.727955366783609392e+00	-1.184784099846090566e+00	8.605859985616527652e+00	-2.386582294078750266e+01	2.515595271657756538e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.280764468673652345e+00	9.550612139736674777e+00	1.695008915663090310e+00	4.473791914349464882e+00	9.076580108871713293e+00	7.160260918554364196e+00	1.688560990842671306e-01	2.323154858206851081e+00	2.467801648937976466e+01	2.847281653825235737e-02
1.000000000000000000e+00	1.000000000000000000e+00	6.216348041077174535e+00	9.471264599301514764e+00	4.228234138783159679e+00	-2.290822825753100478e-01	6.879667887177346230e+00	9.269088474065723560e+00	-3.050087566863489141e-01	2.615724264950709532e+00	1.971893733960772579e+02	-4.692895479828991523e-02
1.000000000000000000e+00	1.000000000000000000e+00	8.720564220340415673e+00	4.256773301641070262e+00	3.661413920606213956e+00	4.132578351155834717e+00	8.254843689665236184e+00	6.395487955035379812e+00	2.952631768553786173e+00	3.230076933638464709e+00	6.323243302031438162e+01	6.819964536241447384e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.359507852858567567e+00	9.997839085591598618e+00	7.699861527871207478e+00	8.777764039342862645e+00	4.168876701170739274e+00	3.723318786004651049e+00	-1.685742407156163081e+00	8.406822328960465995e+00	-2.420104805478746357e+01	4.800814785346994462e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.907432402342102762e+00	7.868884808200058423e+00	1.104097335154216353e+01	6.305428454394764515e+00	2.265344588110779434e+00	1.136615982280607451e+00	5.163304681952910480e-01	3.234429654837676082e+00	5.519302508689598596e+00	-1.599009256505966592e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.987513963800303429e+00	3.478669978880068125e+00	3.313142791351427530e+00	7.175263324739471926e+00	7.759456905491657785e+00	6.773571739568481576e+00	-3.963412700073237066e-02	7.545144933923781494e+00	1.044888867525018838e+02	-7.990430681463097512e-03
1.000000000000000000e+00	1.000000000000000000e+00	1.648843596664253619e+00	8.847280280299163024e+00	7.098995328963575879e+00	6.579439244195595116e+00	4.127073543291904123e+00	2.205206747310238136e+00	1.212035897231615866e+00	9.832650638562855372e-01	-1.050203611259934355e+01	-7.595614731652547746e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.740897220582308336e+00	1.470029397741089872e+00	2.730519293153509608e+00	2.630928297002401273e+00	6.959574335682686907e+00	3.405746381414858082e+00	-2.268968149531825240e+00	7.621276752280176758e+00	7.684238584292300800e+01	-5.464289948163028043e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.036156236574535150e+00	7.280559024213487440e+00	6.114970874905274023e+00	5.408930593902114836e+00	3.989221942194011827e+00	5.694894122669621694e+00	-1.452453626546202470e+00	4.817226953699782932e+00	-6.083244647306331743e+00	3.676642797915413485e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.380787712339127449e-01	3.470634350639735910e+00	5.165114734485594106e+00	7.751086168862840964e+00	1.880122141170547323e+00	5.281826822748456607e+00	9.520366749349643554e-01	8.971320701314962065e+00	6.632246642179189244e+00	-6.326361950714356475e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.854994516304198982e+00	2.039882386325973851e+00	9.508063976333318124e+00	2.890042470456760881e+00	9.306355193895704758e+00	6.976224563085963837e+00	2.042826706731120368e+01	3.883413075597433650e+00	-1.417534506160283627e+03	-4.147279853152697759e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.649787179083341826e+00	2.273418927475812090e+00	6.574673959657674871e+00	3.886211127239901586e+00	2.359370037632813055e+00	2.443094195428077597e+00	4.901871427403650672e-02	8.191631657953273304e+00	5.605725557889200417e+01	4.621355172769302938e-02
1.000000000000000000e+00	1.000000000000000000e+00	7.716796720930377163e+00	7.912652677247891120e+00	4.488871799963890297e+00	2.963555714562119636e+00	9.602552410801177274e+00	4.447624086244781338e+00	1.464587797946327319e+00	2.557072102827133708e+00	7.806244562820572241e+01	2.528647875317459048e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.140908047540519554e+00	3.691618069303443939e+00	1.795225089991864031e+00	5.935166945108757197e+00	1.007931951468957443e+01	6.097787497554064018e+00	-3.894349199808774475e+00	6.990127537146380021e+00	1.699746033048314473e+02	-3.462712665988796901e-01
