G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	m1	Fc	Fg	W
1.000000000000000000e+00	1.000000000000000000e+00	4.256723838941596227e+00	2.994950062148534986e+00	3.417243199832698419e+00	7.249033430466391259e+00	6.853223327148470823e+00	-2.449924956527374320e+01	6.176824173942686791e+00	9.513201105981039518e+00	-7.914842725211038044e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.541700703518724680e+00	5.937060428596975470e+00	3.098064941807734396e+00	2.873923931872490289e+00	7.962912945343810556e+00	-1.523987517807258563e+01	8.226550284852839567e+00	8.392327478862505075e+00	-6.778344116035187383e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.365882421722969475e+00	9.061127772255176183e+00	9.783433349891586417e+00	3.762560535341840318e+00	3.373956785265560310e+00	-4.543932141702112659e+01	8.190231576097689370e+00	3.724438367815420747e+01	-3.600551380011022040e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.904339526759135204e+00	7.921042526421287810e+00	2.790862770531892689e+00	2.391201401626973588e+00	6.579490803052111758e+00	1.465770402634151992e+01	2.604421036763756359e+00	2.036458053283647818e+00	-3.368718215237116897e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.614958841768991515e+00	8.222412197703784287e+00	3.716896815110960706e+00	6.818841070544780614e+00	6.234376596677796201e+00	-1.967243377852823016e+02	1.953532179127641433e+00	1.599999951335386861e+00	-8.386392302004017640e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.396986717555205981e+00	6.928821323607067484e+00	7.803810516646141338e+00	1.554621897230110861e+01	8.092194202714159346e+00	-6.555132402255082980e+02	3.831450169529425409e+00	1.096999262586477952e+00	-1.150782785227135951e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.535628235335769531e+00	6.792795778723885292e+00	5.264396384954900476e+00	-2.360438365748993128e+00	9.129714516369332955e+00	2.886314918346263312e+02	3.503054744448327984e+00	1.393597194602054001e+00	-2.253149760905017174e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.528549124260562664e+00	8.987547936518316405e+00	8.020475233010506244e+00	3.768290494073307961e+00	1.388231672978541331e+00	-1.164735917301022106e+01	5.261926114862371051e+00	7.014720187949450292e+01	-5.149987227373399534e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.359834989199528721e+00	3.206485213674664880e+00	1.071401178909737295e+00	1.653443412846345106e+00	6.763321410555529489e+00	-4.249888204879010090e+00	7.039028041768971455e+00	5.619071521272049452e+00	-7.118130530778773668e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.669408420625745570e+00	5.125072885471559481e+00	5.414495711861305516e+00	2.959886468723153197e+00	1.470995374211008455e+00	-2.225521424636465539e+01	1.458495610717440050e+00	1.345325655240747054e+01	-6.692603056227437897e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.185482716421350391e+00	3.196644550074780433e+00	1.395163524992113047e+00	-6.785088179282374732e-01	5.437743166216865376e+00	3.986256632285297741e+01	1.295709073648499077e+00	5.434597089286762328e-01	7.625595035452126247e-03
1.000000000000000000e+00	1.000000000000000000e+00	9.737086245789555505e+00	9.282688956793842650e+00	9.587098805874537666e-01	-6.472700936126358773e-01	3.235346758198594408e+00	-3.138202397200312888e+01	4.632104766233770654e+00	2.584757499615951915e+00	-4.126979691197301570e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.548144128093376537e+00	9.377128092010581284e+00	9.694654942277324494e+00	6.284696859146832182e-02	3.979597980251975198e+00	-6.142281240020115973e+01	7.274401547820573910e+00	3.078770082297287303e+01	-3.147972960581268520e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.576467895190656776e+00	1.607495089424989976e+00	2.339127334503075861e+00	1.497257301056570533e+01	4.092912930286439099e+00	-1.127779719971048777e+01	2.704588257793894002e+00	7.359055258016844903e+00	-1.177019758857672471e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.805537831979848296e+00	7.228420808194019109e+00	5.977310246840620955e+00	4.867283554896115305e+00	7.084810264088781118e+00	-2.644476174772323702e+02	7.130020822024498273e+00	6.312090230111401468e+00	-8.599020286696638093e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.310964588553119814e+00	9.127539278653173938e+00	4.378078062849082741e+00	2.897829535849567151e+00	4.123498535439809487e+00	-1.465613435503218511e+02	3.492491859030306678e+00	1.136863914406724296e+00	-1.048887697926537355e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.483905697588538963e+00	2.509421412451001476e+00	4.316757405061971475e+00	6.928765092494777456e+00	7.737907136775900696e+00	-1.008076488052135318e+02	8.713647247797069895e+00	1.308444075694573350e+01	-6.483558391783940777e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.438874154191892352e+00	5.552429593118671569e+00	9.399293308575694894e+00	8.017282514545655658e+00	4.349376396019066782e+00	-4.661640899785387404e+01	9.262930111228962815e+00	3.279178641090445723e+01	-3.989068622503873840e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.840086586979965411e+00	9.438410577462455819e+00	1.266416339805974900e+00	8.984256890736290746e-01	1.510942800753585447e+00	-3.149130328162937786e+01	3.818324017099737677e+00	2.284295129038083960e+00	-1.400488291711903921e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.525683113382248823e+00	1.271332100470759174e+00	6.971519855975433444e+00	2.829444802644052004e+01	7.855536844652752926e+00	-1.862491081860476072e+02	2.921439911191220151e+00	1.685079916091007135e+01	-1.299662281182326851e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.506344535708175059e+00	7.201033199050121958e+00	9.423845797925737955e+00	1.634314114596675083e+00	3.283443113256879986e+00	-7.742117083450719406e+01	4.917472587022311714e+00	2.218768181483121538e+01	-3.679058308095917607e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.010468447865703112e+00	3.601408802136394804e+00	5.981822687027420038e+00	3.594945002981502569e+01	5.074597056844083909e+00	-4.393592840775044692e+02	3.121869782509028912e+00	4.371123064229134769e+00	-2.604137032701907106e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.901404407568087596e+00	9.323482165586868931e+00	9.290039732331758060e+00	1.857343568832142910e+00	7.402992397325112606e+00	-2.251533009164851080e+02	6.991082397291653372e+00	8.984073009253744857e+00	-1.382957683105729751e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.522957334985918010e+00	9.921282903180628665e+00	1.628238939460558976e+00	4.247796797063704277e-01	4.100085250248766577e+00	-1.854560884204548898e+01	8.366791320847104529e+00	3.368871366198260553e+00	-7.281496246165071184e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.057593238167235050e+00	9.483916520579789733e+00	4.534503934676647141e+00	6.172900071037295433e+00	1.285138980094623129e+00	1.757933596801507292e+01	6.396537552058980225e+00	2.504399825059052631e+01	-2.700070822457005359e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.937130226205812988e+00	4.889178140619494961e+00	3.497310346155884098e+00	3.730973726767815357e+00	4.454807712296163125e+00	-3.162742383728016904e+01	8.275708838645121190e+00	1.875024992695213299e+01	-7.738704649799071689e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.640280951809191645e+00	8.918468150937700401e+00	7.345759383986386837e+00	6.867306578659555960e+00	8.982334926811226694e+00	-3.957623411416474255e+02	4.767160334787510223e+00	1.752717744647104947e+00	-9.250554696922662634e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.544179922921322223e+00	8.739625632076295503e+00	9.759242840830820498e+00	5.440991845360362511e+00	7.133706873437041907e+00	-1.169606062289274035e+02	2.400749096372963187e+00	3.439147233700454720e+00	-2.543160165951446672e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.952803128716993797e+00	3.929073195059131329e+00	3.478849684519082608e+00	2.619654692712834354e+00	6.691943626744845552e+00	-4.232318207154344236e+01	7.291541353539590098e+00	1.261282048551727542e+01	-7.107736689728090695e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.158369146345948009e+00	8.759326012783189341e+00	6.693265398038757752e+00	-6.383921349606239914e+00	6.387266123713403410e+00	2.295952231667648960e+02	4.506985359637131872e+00	2.798066895284998523e+00	-3.931830079640744602e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.700665536067627492e+00	1.341518775412845255e+00	2.962480480146183925e+00	1.260576850539876048e+01	2.822135266967376932e+00	-1.469671465823163814e+01	6.960114454355339930e+00	6.747876910981597121e+01	-2.834063836310106410e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.616392231432020044e+00	6.675566823797496774e+00	6.240644341977053422e+00	9.085099212376679390e+00	4.820264397359571795e+00	-2.118007936255165760e+02	3.103102577132532236e+00	3.099041907653077743e+00	-1.161499163013907543e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.027724263805245730e+00	3.461506244031673063e+00	5.100587619922216653e+00	-1.731882245200744208e+01	7.738767416229108242e+00	2.914004000801508596e+02	2.331868457616673052e+00	8.438923034806944390e-01	-2.481189439320206525e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.459003010099502617e+00	2.247076833767452708e+00	1.006879606985400954e+01	1.424408778591850933e+01	1.611879114012602976e+00	-5.295372428740346038e+01	9.646407347242099917e+00	4.616450999840630516e+02	-2.106875123987419229e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.592857235728482479e+00	1.484535248673581886e+00	6.498220351563767316e+00	1.006161088933486525e+01	3.807436889104359512e+00	4.552186780800298038e-01	2.645340792160037147e+00	5.023531691035052660e+01	-2.631964423963604105e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.165192379389633714e+00	7.230219913927847131e+00	4.449876693749621026e+00	3.310383918975160711e+00	3.030538180944452264e+00	2.006937700460202478e+01	9.686268258575852386e+00	2.763901251140003268e+01	-5.788237117608501237e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.655153080070339122e+00	4.403472123246043424e+00	2.522006477769043187e+00	3.139232659075076981e+00	4.486695754559432814e+00	-2.639286687983565827e+01	9.832511474588399025e+00	6.535540594064699782e+00	-3.537144738859054449e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.700455278415621274e+00	7.106324086540091400e+00	2.294602452156535577e+00	-1.466056147643929641e+01	9.794361774544004362e+00	6.330427585298674558e+02	7.898656304667798445e+00	1.079141234620381917e+00	-3.325675635491990301e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.231430837390201205e+00	1.479182104926108909e+00	3.205913203877393869e+00	9.048735413554556573e+00	1.265334261252579529e+00	1.929541592448451226e+01	6.597285394424798888e+00	1.163188044600925792e+02	-2.667092255280232393e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.969248450198977096e+00	3.742214699964207636e+00	3.082678554324346454e+00	3.683817340439170973e+00	5.999235431527728757e+00	9.081370760558336030e-01	6.342483952784831125e+00	9.059910540651452848e+00	-5.866847968776615296e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.960353368135464347e+00	5.614756563836769132e+00	8.370402456519478562e+00	7.732870937102745756e+01	2.295376232075946099e+00	-8.538504151664154733e+02	8.905293734248505899e+00	2.025694826182227004e+01	-1.829793926861629005e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.795172414857467480e+00	8.359306557310670627e+00	5.997042084138278106e+00	1.647332319293252745e+00	1.015752753647234385e+01	-9.995707917865262004e+01	3.916697984499252883e+00	1.683004857598592530e+00	-2.676758363740920910e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.822741329126777998e+00	3.973586576390850222e+00	5.334328003687859976e+00	-4.453973808126354683e+00	2.299906784956117889e+00	4.322776232873752633e+01	5.199767080843503919e+00	1.083043923472020431e+01	-1.390785252344609368e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.499577434274744547e+00	6.435235970870122557e+00	1.774062678215061917e+00	3.639692683158333608e+00	4.966700038657073435e+00	-3.289216067931379683e+01	7.179216747459190806e+00	8.910878240722849952e+00	-6.173238738527673242e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.480056810396012335e+00	9.142227864088591005e+00	8.904541475993918098e+00	9.150566415170956702e+00	8.151745518085876441e+00	-2.526247984397219000e+02	4.773797795875135641e+00	2.934778529695940552e+00	-1.576300048280489641e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.168847216504430797e+00	6.498703980688568471e+00	7.363519186270297112e+00	4.199583711510630479e+00	7.362975712426049313e+00	-4.630575974169757103e+01	5.001737698075043426e+00	1.031269049366595603e+01	-4.507119617527938438e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.307774398879715250e+00	2.849020717225085875e+00	1.805175819989067065e+00	2.703577625370841453e+00	4.530377140594274543e+00	-2.050595160080347057e+01	3.602597343591994239e+00	3.318003075394032830e+00	-4.012812815363107077e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.886366343014567626e+00	1.021303222464656768e+00	7.453178299357279712e+00	2.647725396746513837e+01	4.090836494811443735e+00	-6.696037407306189948e+01	5.910842086370529991e+00	9.934807041128473770e+01	-2.085792196496701223e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.762032177752737461e+00	8.952180872119710031e+00	6.402915343401615722e+00	1.879234766836198167e+00	4.425132726735768962e+00	-3.181649572074531918e+01	8.796704162750716094e+00	1.341370059317764074e+01	-2.955435474505001103e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.769845105928333773e+00	1.452617610084543154e+00	1.880288498887410897e+00	2.022128005013320617e+01	3.186530439514089430e+00	-4.461066615934430502e+01	2.790816188306884271e+00	7.862927343867779584e+00	-1.269021657108875800e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.895733023241895410e+00	8.736916675381925401e+00	5.432321965903011751e+00	1.511961658446543622e+00	2.888827764416228572e+00	-1.289604447958153521e+01	9.461012362941300324e+00	3.596475797229445703e+01	-4.861124280240246343e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.707009548262692356e+00	5.911874806700827101e+00	5.473219933352156730e+00	1.276669890080224024e+00	5.262988683270730661e+00	-4.944706379672427943e+01	6.979418932470507819e+00	2.136876213885719267e+01	-6.670727052842599036e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.378383788580078928e+00	9.891586526561500392e+00	2.577941180160526535e+00	2.091378974932951884e+00	3.213204128839652896e+00	-2.215547009531587008e+01	8.442670850572092434e+00	1.080740143820084675e+01	-4.970732070024158844e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.351229177538296966e+00	7.838884471513346774e+00	9.832845819491346617e+00	2.277586081931597839e+00	3.520732215876595905e+00	-2.684246464478049177e+01	6.038001894781396039e+00	3.592682256617742809e+01	-5.023517033698102985e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.887634504763612497e+00	1.008033933484642297e+01	8.834421667699283276e+00	2.404797860956850997e+00	7.059395896482953958e+00	-9.023937382426889542e+01	7.694161907183923788e+00	1.248892799519781782e+01	-2.225660443181166848e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.958482837846423408e+00	4.387459689118403006e+00	7.079195943546491954e+00	7.100376105701539764e+00	9.975708260344646305e+00	-7.843023800152379010e+01	1.320800356456329760e+00	3.517945542936737002e+00	-1.007840859555095747e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.748694045976308731e+00	7.878227937550632554e+00	5.217437720090330799e+00	-1.366266864816559945e+01	5.998873363617438947e+00	5.341220357576253264e+02	7.902415560111718307e+00	5.070095165387444425e+00	-1.265746283891071577e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.859556922538500245e+00	4.961816338011445282e+00	4.854485605291982253e+00	9.756493596270626512e+00	1.610748134447655744e+00	-5.205872763623023758e+01	1.411426491339228262e+00	3.165343737456484341e+00	-2.883242699370400342e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.039649286338614420e+00	5.930504225247716477e+00	6.673406668786469709e+00	-7.127000764574345837e+00	1.641995328215066996e+00	4.167101061168007448e+01	9.490074961068955872e+00	2.010430547802695145e+01	-1.761509590449827467e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.893661849732554359e+00	6.743056133972823218e+00	5.711819224106367443e+00	4.565151462188176801e+00	9.242737748315999369e+00	-1.263615110750459252e+02	1.011301089624670091e+01	7.851770253918627596e+00	-2.551261329207239026e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.810323201242911573e+00	8.798119226928061920e+00	1.953987692722829905e+00	4.076224663157493877e-01	3.643216506297025425e+00	2.643650605768135264e+00	3.830250803213522737e+00	5.221999521837456193e+00	-1.281342527020531419e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.460719434880386913e+00	1.012850659603235037e+01	6.127255968444512035e+00	3.439717516883770809e+00	1.868660659820779335e+00	-3.319085240543745385e+01	2.648455192734664010e+00	5.029248631651185519e+00	-1.497238396924306159e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.712769556127916815e+00	8.148688730976738626e+00	8.001184297385174560e+00	4.180938928499092100e+00	6.531833588980113348e+00	-5.777169526494922991e+01	8.370069712044621468e+00	2.110341045780939595e+01	-4.315686810587840760e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.050544711198056369e+00	4.059268594938019170e+00	4.948461193261310953e+00	5.063877858463805559e+00	6.633723268008665741e+00	-7.573850868666281144e+01	3.652182656928376403e+00	5.388824771962061888e+00	-3.521431705142278545e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.309234576150566376e+00	4.791452103770597049e+00	1.783039844003237118e+00	3.672982384906250175e+00	6.598097885447157473e+00	-1.935905601572826384e+01	8.560311904685223183e+00	2.560744618129539685e+00	-1.555677705197094252e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.113983122723542607e+00	7.528479795452814649e+00	8.223799364453862282e+00	2.176558713484613605e+00	3.951211945772917122e+00	-5.794151286653558941e+01	1.796282797776137530e+00	6.529903262961240351e+00	-3.501077556483617403e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.368246978459732865e+00	3.259341087370149825e+00	2.999024054302444231e+00	2.198281786833994644e+01	1.360414884688018855e+00	-2.922887311736869620e+01	2.475299075651885339e+00	8.651493893273672242e+00	-3.848481449624804984e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.898932234028249511e+00	1.940399461256605118e+00	3.575123505799521872e+00	4.974617457087946448e+00	9.834742304265132518e+00	-2.142397462719813817e+01	1.030154005979994913e+01	2.750088412900811363e+01	-2.054677038524563315e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.454235865898238833e+00	4.167907026641036516e+00	2.415895224479338577e+00	-1.074505345228414654e+01	3.530013851894424182e+00	7.459978895090939943e+01	6.720116132653623175e+00	3.320923754693305696e+00	-1.348640964617082050e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.030538228503947273e+01	3.345041568838892587e+00	4.063034527140964691e+00	6.322611941030728211e+00	7.150444654030228442e+00	-2.812973464756042929e+01	8.348627006375989978e+00	2.743942692997658384e+01	-1.382227430365694332e+01
