G	c	dx1dt	d2x1dt2	dx2dt	d1	Fg	W	m2	m1	p	d2	Fc
1.000000000000000000e+00	1.000000000000000000e+00	4.359198804341400724e+00	2.670183147708707683e+00	3.380940964539272731e+00	7.084670504584518191e+00	6.219227409249849181e+00	4.376483839261626940e+01	4.562390254412920676e+00	6.899564804082904956e+00	2.775536083049860547e+00	6.514888897456275751e-01	1.017023585224164073e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.586898932817316421e+00	5.915863225391715829e+00	3.226822848851464531e+00	8.118467095624289698e+00	8.240766619925544489e+00	6.739462181425082576e+01	5.262822518692792606e+00	2.597489300517441979e+00	1.680924097923314875e+00	5.729205338801360847e-01	5.589466630160116978e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.580119997408214516e+00	8.891968349709687303e+00	9.154308875449986616e+00	3.189517433744827990e+00	7.785083071848438507e+00	2.553545611564674900e+01	8.674265658052847883e+00	8.853078352359752046e+00	4.418282504984179404e+00	2.114675021207372274e-01	2.762732405531417967e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.486612180838475794e+00	7.599455777073647056e+00	3.264980434393840447e+00	6.626763828577174387e+00	2.298566519770745220e+00	1.557454460074098002e+01	4.124370638585022952e+00	6.610594485279080779e+00	2.460669745051244472e+00	3.900205346819154428e-01	5.545452999956275164e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.408536236279643639e+00	8.265745583233178095e+00	3.421686957449098454e+00	6.149183962500944567e+00	2.301185821780269869e+00	1.424252045566290015e+01	8.777265874948964708e+00	2.462323444422481966e+00	1.864117361627434688e+00	1.994821936130343643e+00	4.362691352783322429e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.530637820098621926e+00	6.969130439159263446e+00	7.879946870716355356e+00	8.487501121341773924e+00	3.391229401489571860e+00	2.888070017315763494e+01	1.808291505854332737e+00	9.637206433070737432e+00	1.472058664261538308e+00	5.530263542717334113e-01	2.303699563163946529e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.541804464954970033e+00	7.182724591050465790e+00	4.988253419206065686e+00	9.139112723832143459e+00	4.294337465739364923e+00	3.932600361258381128e+01	8.070991437278022929e+00	5.590201262486921507e+00	3.321118587670812250e+00	3.510997583485717222e+00	2.771939846568418631e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.784020441308214799e+00	8.737085045730905719e+00	7.967675815312704302e+00	1.202021655610217454e+00	4.615048154309911332e+00	5.166738822919503704e+00	8.589162155704006096e+00	1.633510234065791655e+00	1.361112899674248755e+00	1.125819492033420521e-01	5.781035242172858801e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.361354206411188983e+00	3.133124997788197419e+00	1.622038569099551575e+00	7.089241603313586992e+00	7.201907005759282221e+00	4.990601929949264814e+01	2.620071179399379613e+00	6.663981402340095173e+00	1.854727553478190183e+00	3.111946362287971168e-01	1.524839296077217732e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.294559612136035653e+00	5.485791366242122713e+00	5.325586898746898612e+00	1.573202409845798622e+00	1.437289905690196656e+00	2.289164098790314128e+00	5.001786429343178852e+00	3.311276543654855242e+00	1.964910169454433086e+00	1.211571048683738050e-01	6.349317155149773129e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.131600530210902678e+00	2.988371238678842801e+00	1.215666349659427325e+00	6.008421830900613436e+00	1.439049172829825807e+00	8.034426904991054386e+00	2.515523919648419149e+00	8.307175163799769280e+00	1.922398807722542902e+00	1.173444906388578346e+00	1.978474046992730606e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.681581658741173158e+00	9.944787146550597257e+00	1.567361759433568258e+00	3.680899009813482614e+00	4.621183166844911483e+00	1.623930312270247001e+01	7.331666253237824726e+00	8.300857771842148125e+00	3.914985222731690584e+00	1.618623180877997447e-01	1.972169345019149844e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.513352649419289264e+00	9.516775070028330674e+00	9.064264572274712606e+00	3.702824696602768029e+00	7.282162482060938302e+00	2.778805689481426811e+01	5.862163352294080809e+00	9.786637117935988783e+00	3.648286662307575590e+00	1.595946490014391872e-01	2.354005988510277803e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.882574304372880203e+00	1.374091733215347721e+00	2.181492933621320685e+00	4.208737102683922870e+00	2.651169081558188978e+00	1.167473369815877327e+01	6.686743482904008218e+00	5.452764614831227874e+00	3.073281901879267863e+00	7.891168267311519102e-01	3.438283735847564859e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.646541769651306719e+00	7.381010589733135951e+00	5.833562630758079237e+00	6.568258953104088249e+00	6.770521410218030667e+00	4.434246139617342664e+01	2.682528589251094164e+00	5.021784194226484033e+00	1.797212280700334341e+00	8.825470404663154911e-01	5.785199060630033863e+00
