G	c	dx1dt	d2x1dt2	dx2dt	d1	Fg	W	m2	m1	p	d2	Fc
1.000000000000000000e+00	1.000000000000000000e+00	2.949269554744754274e+00	2.250963522282682483e+00	3.579351715966657466e+00	7.811997145277723043e+00	6.135985695631902992e+00	4.760960066120685497e+01	4.672642779325310691e+00	6.749937865128159409e+00	2.502761357390403063e+00	6.820616538110467753e-01	9.574018571486302420e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.921584219382614478e+00	4.400992411125660198e+00	3.835430112276069892e+00	8.939246752125770357e+00	9.099051218836732957e+00	6.757969402056333763e+01	5.469657063067640657e+00	2.098310782968275223e+00	1.623560244653933449e+00	6.918010719997627067e-01	5.785702145085853232e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.133749106866252632e+00	8.296517884618797467e+00	9.648391671694239946e+00	3.177008918494708123e+00	8.670140540088056014e+00	2.771578022400807484e+01	9.301105906199204298e+00	8.599618633494760189e+00	4.568305218101761156e+00	2.074318893711761536e-01	2.554417636536521385e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.791392585740104515e+00	7.899929843944668129e+00	3.589050436939168698e+00	6.251134141750118722e+00	3.071493532008065852e+00	1.592861722886352638e+01	3.155003574106554964e+00	6.507125140593322143e+00	2.238775874539851163e+00	4.807174448598677263e-01	5.108908373819063264e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.130427145303016134e+00	8.417023702423426457e+00	3.599162068973430273e+00	5.868183176820294555e+00	2.795347955637677462e+00	1.482485934688603102e+01	9.210861406523674688e+00	1.919564981619557020e+00	2.551716780016361596e+00	2.041330813082275597e+00	2.725276695007356587e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.723076262366565636e+00	7.466041697172095759e+00	7.513595730670381556e+00	8.720195685027086085e+00	3.586436187155313871e+00	2.570492558036661279e+01	1.219518647839193282e+00	9.646585414004986703e+00	1.161768946385909995e+00	4.720860849816460036e-01	4.174903501515063731e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.782989032717714473e+00	7.422519152081142657e+00	4.477383065166060661e+00	8.532403973062530511e+00	4.877141378091901736e+00	3.824956627174158541e+01	7.638754256772346096e+00	5.827393519944001454e+00	3.538162153307109037e+00	3.592335315734900725e+00	1.663219495861800290e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.761965924740298561e+00	9.052218715257829729e+00	7.332762959228524835e+00	8.637893880073793662e-01	3.580780909845354909e+00	-5.091934456623814498e-02	8.694358440956765577e+00	2.079773193131053244e+00	1.272128585376308019e+00	1.648038463097874495e-01	5.642323149038224983e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.379967675465520571e+00	3.672444413719558653e+00	1.805829875817568375e+00	7.714284999175745838e+00	7.656407272939711461e+00	4.989065694571781506e+01	2.862017009943805146e+00	5.963793288905755219e+00	1.692289877017528088e+00	2.658824144022647329e-01	1.479945361568609918e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.963416606189779756e+00	5.416215326147294284e+00	5.663273631300695499e+00	1.827504450435837535e+00	8.995182201440498071e-01	6.067626501520075877e+00	5.163367380754266378e+00	2.936952308083990104e+00	2.089613569031317120e+00	1.400052658219851365e-01	7.355464023064294921e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.254075160613299378e-01	3.006182964984958517e+00	1.906759202610530890e+00	4.666156168681741434e+00	8.148988483337687994e-01	1.006389847121998393e+01	1.970987075451171577e+00	8.553394929483452813e+00	1.802110554764262407e+00	1.317072741242498068e+00	-7.638643306181290837e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.841292761111732901e+00	8.270766594421628426e+00	1.874047584422260604e+00	2.867282672439445790e+00	4.906222116135309896e+00	1.657435488322154882e+01	8.254339482227218028e+00	7.554174639377630562e+00	4.297578933189204697e+00	1.374864598039674535e-01	1.741857290458886354e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.343329220679809310e+00	9.131266108360318157e+00	9.738191675024344462e+00	4.929675648383204489e+00	7.780347996727558169e+00	2.676947967835258169e+01	5.588888494431674125e+00	9.868291240002580622e+00	3.314493664557599750e+00	2.177912270981187115e-01	2.452444204114643611e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.553812117367348478e+00	1.013595809955779137e+00	2.181125039652958009e+00	4.815170652399662465e+00	2.408813086974141981e+00	9.870682602280004048e+00	6.323230358475297130e+00	5.532110385727717627e+00	3.164711864639821126e+00	7.080142853915858403e-01	2.407847249650235888e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.344248597838594961e+00	7.289647341455507856e+00	6.217418487146091799e+00	6.276071653839675690e+00	7.125518269257374193e+00	4.196769956419903735e+01	2.070575738313068292e+00	3.687428805055033898e+00	1.727370854486821594e+00	8.387109745572741692e-01	8.820816238800867737e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.558291670832195219e+00	8.809672876589100809e+00	4.146883301056256244e+00	3.200705476279288142e+00	3.645079332259461236e+00	1.576491025203267071e+01	2.153824503851958116e+00	7.512367277950761313e+00	2.187072716245109127e+00	4.700322448334415815e-01	2.088846921566691606e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.571636686167005248e+00	3.146759573082256178e+00	4.092857409860521933e+00	6.917886376827383721e+00	8.805567030708592924e+00	6.367653537510344819e+01	6.055208718741323937e-01	2.372173988278507117e+00	9.683205368500293897e-01	8.012360023580639146e-01	1.202437002760560958e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.143764969864151659e+00	5.621109347445037763e+00	8.087217580206244705e+00	4.916374457917647156e+00	9.145011262147303199e+00	3.750319362157547687e+01	4.071070495715234827e+00	5.806997232978878820e+00	1.933658166323488636e+00	3.072492723398960734e-01	1.641337028035856704e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.326623629825025574e+00	9.852695128530893243e+00	1.213850516486768560e+00	2.685364339420334368e+00	4.809031540199660171e+00	8.576404320247551283e+00	6.369165497886906557e+00	5.658228982767914417e+00	3.044568195668281962e+00	2.909763488084745608e-01	6.324863042385538314e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.284185464224782969e+00	7.708082942330187759e-01	7.650391596962792029e+00	9.089556699691586417e+00	2.916575152001810611e+00	2.533152207065456807e+01	8.247295764988306743e+00	1.890212797264227085e+00	1.758122589531660340e+00	1.775561450668782015e+00	8.943046206776621432e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.707238537658107624e+00	6.940890305842947861e+00	9.709317784380148808e+00	2.718847206431151076e+00	4.567146030359245046e+00	1.692461486643565394e+01	6.375891711391722616e+00	5.299794022954707806e+00	2.946772033972058225e+00	3.161097697509854254e-01	1.762502299430444808e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.925304740351355459e+00	3.297950870146092228e+00	6.440080257602020630e+00	4.734789823664779185e+00	3.246492379239191095e+00	1.609568573672267888e+01	4.802454340387859233e+00	8.971999768361795802e+00	3.050605349416687595e+00	8.208384794081816649e-01	2.219819738058083303e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.185234133194305262e+00	9.043503051936964354e+00	9.582245515672116909e+00	6.705042845320061673e+00	6.951800828225354500e+00	5.641896497504669128e+01	9.631454105818162859e+00	8.294215114019777957e+00	4.219734168801589469e+00	9.712899597842318267e-01	1.248044706456085606e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.778848200772478627e+00	1.039521885625289066e+01	1.155351653604765882e+00	4.066241752686308608e+00	8.865164697964923235e+00	3.383530956837016390e+01	7.617481002056354811e+00	1.099480648041320174e+00	1.632907861118242376e+00	7.783285336323699788e-01	3.776671608501816735e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.366619127823767155e+00	9.316436127256585209e+00	4.666079453147342626e+00	7.887177203327335739e-01	7.858118710391465811e+00	1.150824495348754617e+01	8.842461796886738057e+00	2.099066568339579497e+00	1.973691424643173375e+00	3.259744562522096656e-01	4.787105346866004396e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.833918425881662984e+00	5.100112132720772351e+00	3.992800789515933424e+00	4.069817440780129303e+00	8.284794852861727676e+00	4.275919030642407392e+01	5.656564869156488484e+00	2.723595498181447638e+00	2.281715868461249297e+00	3.330164399181096413e-01	4.204115192193513195e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.074933129166125934e+00	8.345710842533714313e+00	7.973111120033188115e+00	9.030556237304478984e+00	4.106243055412300613e+00	4.325738755376610101e+01	4.189920348319518872e+00	8.585655568357285716e+00	2.700365431144412298e+00	8.769317767397588614e-01	4.101973626347603208e+00
1.000000000000000000e+00	1.000000000000000000e+00	5.158021451380236044e+00	8.456417434176572101e+00	9.490658930042938479e+00	7.059056400039802170e+00	3.482574807901907654e+00	2.134674378086305424e+01	8.199710343109631872e-01	2.269432853725641408e+00	1.101505454120605298e+00	4.658123277020975173e-01	6.191522009941237137e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.463656110029602608e+00	3.992317936940330103e+00	2.542657120884839195e+00	6.764599903590294616e+00	7.706818127545378871e+00	4.767184800658326793e+01	7.518783301962476351e+00	8.103656255026663757e+00	3.658904238819170818e+00	3.630444630420108787e-01	2.111693482744432160e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.306975461230408975e+00	8.340541925186959915e+00	7.001784885564413585e+00	6.489606958707331508e+00	3.315823168773424978e+00	2.500511453809493645e+01	2.366025613211772516e+00	2.609944824421815301e+00	1.020309640159345443e+00	2.539201358595434499e+00	5.274170426488693497e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.307934237633795682e+00	1.249459108499102022e+00	2.461584927790785304e+00	3.067508598444274259e+00	8.055808445487462777e+00	1.770244918642454124e+01	3.193981287424887405e+00	6.641252257298492445e+00	2.591484322222629810e+00	1.748319796179101659e-01	1.921342979859156230e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.178516068731286115e+00	6.931662442276911307e+00	5.989998860598137576e+00	5.654162974818502718e+00	4.049224034394549143e+00	1.807616167657150541e+01	6.127616248705910706e+00	3.927453375421378290e+00	2.055474201892385278e+00	1.076368089100719017e+00	1.176354792512738889e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.578093771171446447e+00	3.222314992442191439e+00	4.372310911154679403e+00	8.903806903236819892e+00	2.603309639624581173e+00	1.860840651847501093e+01	5.345020617433794641e+00	7.447103058016407928e+00	3.630086234549916746e+00	1.976654537657919652e+00	1.656098421153575861e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.051746362352689168e+01	1.444846819598326837e+00	1.032271543132120684e+01	2.159212861262514327e+00	1.071446331436970745e+01	1.727137654808322864e+01	6.753356407710504605e+00	4.168665647763383220e+00	2.393829759599703344e+00	2.158515746766490884e-01	6.799634774083723698e+01
