G	c	dx1dt	d2x1dt2	dx2dt	m1	m2	d2	d1	Fg	Fc	p	W
1.000000000000000000e+00	1.000000000000000000e+00	2.949269554744754274e+00	2.250963522282682483e+00	3.579351715966657466e+00	7.811997145277723043e+00	6.135985695631902992e+00	5.339632907430694964e+00	1.619382449833603133e+01	6.749937865128159409e+00	1.010561418847134352e+00	-3.963199003091014916e+00	1.104534292029053262e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.921584219382614478e+00	4.400992411125660198e+00	3.835430112276069892e+00	8.939246752125770357e+00	9.099051218836732957e+00	5.295723356680010596e+00	1.652620553676455728e+01	2.098310782968275223e+00	1.598082623382549583e+00	-4.945108793451139917e+01	1.755733282224600202e+02
1.000000000000000000e+00	1.000000000000000000e+00	8.133749106866252632e+00	8.296517884618797467e+00	9.648391671694239946e+00	3.177008918494708123e+00	8.670140540088056014e+00	9.104066743826964014e+00	1.343397347117914009e+01	8.599618633494760189e+00	1.483835451595271193e+00	-9.309193716118258521e+00	1.512627445415067200e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.791392585740104515e+00	7.899929843944668129e+00	3.589050436939168698e+00	6.251134141750118722e+00	3.071493532008065852e+00	4.084481064579708942e+00	2.994969866524871804e+01	6.507125140593322143e+00	9.007741087391696322e-01	-1.279644430563139590e+00	2.813407551544773355e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.130427145303016134e+00	8.417023702423426457e+00	3.599162068973430273e+00	5.868183176820294555e+00	2.795347955637677462e+00	8.906530724004316113e+00	7.109641811750671536e+01	1.919564981619557020e+00	1.580679433452089278e+00	-2.276876893012634628e+00	3.696927119648633493e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.723076262366565636e+00	7.466041697172095759e+00	7.513595730670381556e+00	8.720195685027086085e+00	3.586436187155313871e+00	1.173897370437505527e+00	1.093104104563465206e+01	9.646585414004986703e+00	8.330702612403535490e-01	-2.058328276262096246e+00	7.237079414262944965e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.782989032717714473e+00	7.422519152081142657e+00	4.477383065166060661e+00	8.532403973062530511e+00	4.877141378091901736e+00	7.868023831830956993e+00	5.013496186169972191e+01	5.827393519944001454e+00	1.223034473936491784e+00	-1.703020549581704124e-01	2.312715435944251396e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.761965924740298561e+00	9.052218715257829729e+00	7.332762959228524835e+00	8.637893880073793662e-01	3.580780909845354909e+00	7.643288132575813520e+00	6.425517796836482276e+00	2.079773193131053244e+00	-7.175272916660802025e-01	1.692492228827652667e+01	8.401063506242856249e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.379967675465520571e+00	3.672444413719558653e+00	1.805829875817568375e+00	7.714284999175745838e+00	7.656407272939711461e+00	2.560934617868895202e+00	8.818915455441477036e+00	5.963793288905755219e+00	1.061864674471766579e+00	-8.781106863796752648e+00	3.396492992719236526e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.963416606189779756e+00	5.416215326147294284e+00	5.663273631300695499e+00	1.827504450435837535e+00	8.995182201440498071e-01	5.597318062796055038e+00	1.544054850522517519e+01	2.936952308083990104e+00	1.535567453021907669e+00	-4.645714262832323804e+00	1.908170352952754172e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.254075160613299378e-01	3.006182964984958517e+00	1.906759202610530890e+00	4.666156168681741434e+00	8.148988483337687994e-01	2.916283991550873367e+00	3.158913233828386069e+01	8.553394929483452813e+00	9.619595899651500748e-01	2.023742372123641164e+00	6.743489925628729509e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.841292761111732901e+00	8.270766594421628426e+00	1.874047584422260604e+00	2.867282672439445790e+00	4.906222116135309896e+00	7.421018513404952444e+00	2.133477731799006349e+01	7.554174639377630562e+00	1.407730862925835158e+00	-6.712895151937549265e+00	6.207462514676567622e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.343329220679809310e+00	9.131266108360318157e+00	9.738191675024344462e+00	4.929675648383204489e+00	7.780347996727558169e+00	5.707284456540966389e+00	8.042159474702001987e+00	9.868291240002580622e+00	1.043043484583318081e+00	-7.078984579800907895e+00	1.731367126436499007e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.553812117367348478e+00	1.013595809955779137e+00	2.181125039652958009e+00	4.815170652399662465e+00	2.408813086974141981e+00	6.421480845168193952e+00	2.901973636594534156e+01	5.532110385727717627e+00	1.216280477497167833e+00	-2.793627520477331316e+00	1.393846351128796641e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.344248597838594961e+00	7.289647341455507856e+00	6.217418487146091799e+00	6.276071653839675690e+00	7.125518269257374193e+00	2.264471480485586774e+00	5.093013123299105160e+00	3.687428805055033898e+00	1.212888625510044172e+00	-4.991011639305948044e+00	9.871237153607262371e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.558291670832195219e+00	8.809672876589100809e+00	4.146883301056256244e+00	3.200705476279288142e+00	3.645079332259461236e+00	3.354849297488515347e+00	7.240609952066932031e+00	7.512367277950761313e+00	1.162749968475302875e+00	-4.207118079279250633e-01	6.193722847184967861e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.571636686167005248e+00	3.146759573082256178e+00	4.092857409860521933e+00	6.917886376827383721e+00	8.805567030708592924e+00	5.313286305600748438e-01	1.970536274871284022e-01	2.372173988278507117e+00	2.243850671801212115e+00	-3.293205127464030824e+01	2.436676027071525397e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.143764969864151659e+00	5.621109347445037763e+00	8.087217580206244705e+00	4.916374457917647156e+00	9.145011262147303199e+00	3.043855935048565442e+00	6.728831269270729720e+00	5.806997232978878820e+00	1.241590087463765535e+00	-1.327456610466812315e+01	3.357204465915777547e+01
1.000000000000000000e+00	1.000000000000000000e+00	4.326623629825025574e+00	9.852695128530893243e+00	1.213850516486768560e+00	2.685364339420334368e+00	4.809031540199660171e+00	6.533848961031681668e+00	9.379365927159662775e+00	5.658228982767914417e+00	1.658900800704025791e+00	-3.143093171897897165e+00	5.086287762702873749e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.284185464224782969e+00	7.708082942330187759e-01	7.650391596962792029e+00	9.089556699691586417e+00	2.916575152001810611e+00	8.835446191325026177e+00	6.660962373696270333e+01	1.890212797264227085e+00	1.425065032316969349e+00	-8.776015571304217389e+00	6.043659006980179811e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.707238537658107624e+00	6.940890305842947861e+00	9.709317784380148808e+00	2.718847206431151076e+00	4.567146030359245046e+00	7.026938997583626723e+00	1.327521939693539643e+01	5.299794022954707806e+00	1.449450453209903733e+00	-9.032582033705850222e+00	2.547510791063302804e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.925304740351355459e+00	3.297950870146092228e+00	6.440080257602020630e+00	4.734789823664779185e+00	3.246492379239191095e+00	5.032164081826105750e+00	2.232494186065673603e+01	8.971999768361795802e+00	1.027188393831319990e+00	-3.711264940408099955e-01	1.481301714366422573e+02
1.000000000000000000e+00	1.000000000000000000e+00	3.185234133194305262e+00	9.043503051936964354e+00	9.582245515672116909e+00	6.705042845320061673e+00	6.951800828225354500e+00	1.068085031451703060e+01	2.944183928795962757e+01	8.294215114019777957e+00	9.230455748149031248e-01	-4.231266902378199468e+00	3.200861586994232084e+02
1.000000000000000000e+00	1.000000000000000000e+00	4.778848200772478627e+00	1.039521885625289066e+01	1.155351653604765882e+00	4.066241752686308608e+00	8.865164697964923235e+00	7.503950718526282593e+00	1.122925968856628565e+01	1.099480648041320174e+00	-8.544435836184861799e+00	1.655310002762211070e+02	6.423088225966372988e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.366619127823767155e+00	9.316436127256585209e+00	4.666079453147342626e+00	7.887177203327335739e-01	7.858118710391465811e+00	9.532391310623175684e+00	3.745987020977215032e+00	2.099066568339579497e+00	-3.640228131985893678e-01	1.372861931689999970e+01	8.040969621014622248e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.833918425881662984e+00	5.100112132720772351e+00	3.992800789515933424e+00	4.069817440780129303e+00	8.284794852861727676e+00	6.877379526052493475e+00	8.548464778729664815e+00	2.723595498181447638e+00	2.439109861076198982e+00	-4.742748934191952515e+01	7.956128318428599755e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.074933129166125934e+00	8.345710842533714313e+00	7.973111120033188115e+00	9.030556237304478984e+00	4.106243055412300613e+00	3.295251194512268000e+00	2.443752197661727266e+01	8.585655568357285716e+00	1.224685741571579278e+00	-2.245295259544615174e+00	1.714779260875874343e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.158021451380236044e+00	8.456417434176572101e+00	9.490658930042938479e+00	7.059056400039802170e+00	3.482574807901907654e+00	2.422529346919321203e+00	9.652941282565109304e+00	2.269432853725641408e+00	1.331657791698996007e+00	-7.833899329912916265e+00	1.911122520889650218e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.463656110029602608e+00	3.992317936940330103e+00	2.542657120884839195e+00	6.764599903590294616e+00	7.706818127545378871e+00	6.378818809950391966e+00	2.076618216276402507e+01	8.103656255026663757e+00	1.112842194231435489e+00	-1.038420832602626120e+01	1.636529525024940313e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.306975461230408975e+00	8.340541925186959915e+00	7.001784885564413585e+00	6.489606958707331508e+00	3.315823168773424978e+00	1.454298561762616959e+00	1.106697814017153547e+01	2.609944824421815301e+00	1.510185066829502931e+00	-3.657655050071057623e+00	2.592879188699108539e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.307934237633795682e+00	1.249459108499102022e+00	2.461584927790785304e+00	3.067508598444274259e+00	8.055808445487462777e+00	3.358514705346787199e+00	2.154725498794685556e+00	6.641252257298492445e+00	1.743104421644676050e+00	-1.086977918080934025e+01	6.829591487349605927e+01
1.000000000000000000e+00	1.000000000000000000e+00	3.178516068731286115e+00	6.931662442276911307e+00	5.989998860598137576e+00	5.654162974818502718e+00	4.049224034394549143e+00	6.112626599682356776e+00	2.553587003391460541e+01	3.927453375421378290e+00	9.786715185224823532e-01	-2.685604319183969579e+00	1.328458865677278595e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.578093771171446447e+00	3.222314992442191439e+00	4.372310911154679403e+00	8.903806903236819892e+00	2.603309639624581173e+00	7.052992439286116522e+00	7.859913216638551603e+01	7.447103058016407928e+00	1.122520510708381991e+00	-2.102260413077468471e+00	4.078314318564978862e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.051746362352689168e+01	1.444846819598326837e+00	1.032271543132120684e+01	2.159212861262514327e+00	1.071446331436970745e+01	6.081114691746037693e+00	5.190571865784845862e+00	4.168665647763383220e+00	-1.302113601026697820e+00	4.648575638173662128e+01	7.884025406337838149e+01
