G	c	dx1dt	d2x1dt2	Fc	m2	Fg	d2	m1	d1	W
1.000000000000000000e+00	1.000000000000000000e+00	4.365199139457232924e+00	2.671886586410185505e+00	3.356164478229948234e+00	7.052139095563060955e+00	1.785055698345064668e-01	6.154878417298478510e+00	2.506562708372755410e-01	4.547856830343945944e+00	1.289431454477760042e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.558990987207220513e+00	5.876049048206354541e+00	3.219051738996618894e+00	8.170142286320738023e+00	6.642840081257371521e-02	8.242108689681218792e+00	5.764959655182431281e-02	5.259864256330250676e+00	5.668801596667220792e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.589520177032698989e+00	8.853318809212328944e+00	9.159686730010035305e+00	3.254848284447012574e+00	3.171196639318603072e-01	7.848843253413464005e+00	3.277871641893539967e-01	8.686686634731104917e+00	4.055706624051494202e+01
1.000000000000000000e+00	1.000000000000000000e+00	6.393110484036770735e+00	7.588460035143265614e+00	3.248730092345808451e+00	6.614817028598324100e+00	6.432911737588270507e-02	2.384317058566439052e+00	2.239156415210089013e-02	4.059414064345844508e+00	3.517910615406091068e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.399887263376756064e+00	8.262273326255741068e+00	3.452029495315450003e+00	6.160385892730295687e+00	6.799759552171351362e-02	2.345524857000421459e+00	6.700048058757257508e-02	8.824981947965222062e+00	4.458183224646052878e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.404134742324605334e+00	6.936905625443538170e+00	7.836417098006274173e+00	8.498287646996105948e+00	1.330050294814030531e-01	3.410864077593033006e+00	1.884589948983982632e-01	1.803924086139575111e+00	8.065901663792641330e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.515364590278825752e+00	7.226994618547831983e+00	5.063866870185295355e+00	9.155920393814723113e+00	7.679843254953766518e-02	4.254700317086139272e+00	2.125953207715813031e-01	7.984462425424242227e+00	1.028927486705339511e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.799382016507578896e+00	8.643311244065829513e+00	7.984719173165085948e+00	1.112741053597847030e+00	8.327981040291521087e-01	4.678312202964433730e+00	4.422677046641318443e-01	8.628668244926700481e+00	7.333164570651429237e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.412843401149317835e+00	3.248894415147467019e+00	1.578850064362233629e+00	7.070019577972002089e+00	6.894925523493786179e-02	7.112840299626165042e+00	7.737831710304447774e-02	2.636258274058211892e+00	-3.496696667855192118e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.375336649967596969e+00	5.399302803958046404e+00	5.385970232889911280e+00	1.465761321214995805e+00	6.803382671715927366e-01	1.503777095409589482e+00	1.393139760982833597e-01	4.872474655911181785e+00	4.090969375184814183e+00
