G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m2	m1	d1	d2	Fg	Fc	W
1.000000000000000000e+00	1.000000000000000000e+00	5.338102072069635717e+00	3.331742766565950475e+00	2.889955549028279336e+00	6.517782727427256617e+00	6.845933343442956343e+00	3.972768527724914289e+00	7.448197419424719357e+00	1.470501592311547201e+00	2.156512413201606027e+00	1.279475789003375326e+02	5.274407420105806210e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.725192012894217086e+00	6.242438722053079481e+00	3.920077956623448934e+00	7.609680522873169650e+00	7.975846759394341845e+00	4.002457762407138020e+00	2.275894877848501974e+00	1.254504338653816276e-01	2.612020731510073190e+00	2.122809140190052233e+02	4.376186668903977051e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.737161266651150449e+00	9.012590745027113215e+00	9.126222766674196407e+00	3.867849476105488460e+00	7.798624793636090402e+00	8.372605845147427672e+00	9.211667793929651182e+00	2.971648627343887572e+00	8.430666486444366114e+00	2.700207090817240783e+02	4.385720787250538137e+02
1.000000000000000000e+00	1.000000000000000000e+00	5.942566564424075715e+00	7.825202247417346157e+00	2.627214375107203903e+00	5.870332978282993608e+00	2.146428331779571153e+00	4.072925662396499114e+00	7.070221035355357841e+00	3.973426486322488849e+00	7.507178716214942149e+00	1.152909900911233194e+02	1.578045134295439880e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.599235796012567157e+00	7.617793803267475461e+00	2.916002922604973957e+00	6.186143482711313979e+00	1.808006261284422544e+00	9.172871994165085141e+00	3.253366437519378263e+00	2.795596151193323831e+00	3.088191227619819124e+00	2.894292244880012959e+02	2.885883763131865365e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.790096873580623305e+00	8.359724941673928100e+00	8.129990527991816762e+00	9.414704253914868204e+00	2.852369589212673695e+00	1.477394800807530384e+00	8.924870549452778690e+00	1.273436014665274563e+00	4.590494429122670361e+00	1.019957647798209308e+02	7.930317131391937835e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.496102560459960484e+00	7.524293643758776184e+00	5.627118521497850523e+00	9.807722379184202310e+00	4.417835251627511894e+00	7.681734692283456845e+00	4.904747977081676424e+00	3.530991684377528195e+00	5.465918798114944188e+00	3.220461848462566081e+02	4.619894320357786910e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.984868240611964652e+00	8.992079583018030675e+00	8.256346617413944600e+00	1.339673484332449815e+00	4.661726304384762543e+00	9.193345243239662068e+00	2.289939770988297152e+00	1.163879422642077222e+00	-7.125372560461618043e-02	1.225043858893466222e+02	1.407594842592908435e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.983161735912373658e+00	3.231050057656962515e+00	1.856775465749737064e+00	7.057380384162310172e+00	7.532613758945637450e+00	1.906053125614973309e+00	7.186281343459384630e+00	8.298145181691745087e-01	3.085637159648115357e+00	6.683984525092938611e+01	2.939152614209526604e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.171529765448116933e+00	4.126651750108165650e+00	4.940708376220707798e+00	1.865294194103179093e+00	1.378273193839442357e+00	4.783544158787368161e+00	2.943195220395586009e+00	3.680185125186889117e+00	2.773594241349937928e+00	5.261008890827952911e+01	2.915336404806820383e+02
1.000000000000000000e+00	1.000000000000000000e+00	1.335553313987954072e+00	2.843270210884929927e+00	1.353810011805570257e+00	6.139694777070319631e+00	1.197854242174883010e+00	3.014665157132573547e+00	6.472387859358030404e+00	5.499330828197193100e+00	3.086004890247872279e+00	7.251762109783204835e+01	2.303885894811397606e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.489318773692732023e+00	9.931262644640744597e+00	1.381603420211358735e+00	4.358815282869956675e+00	4.944296707125699797e+00	6.970789089171351982e+00	8.404399469721647975e+00	4.674698021278305582e+00	8.280216530691744126e+00	2.131885285148195237e+02	1.529771511488112878e+02
1.000000000000000000e+00	1.000000000000000000e+00	9.054332040099321688e+00	9.038776564276103542e+00	9.050283549512728953e+00	3.688602326489683669e+00	7.071788163744347600e+00	4.976804604152945899e+00	8.985040872614932894e+00	2.576533831139346642e+00	2.637898713582957022e+00	2.063721234490716370e+02	4.128156877160505474e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.578389037540429030e+00	8.922352991672996003e-01	2.191480551407103405e+00	4.718560461634419667e+00	1.956780699798315482e+00	7.654318592283998690e+00	5.066575510698488216e+00	4.369551599429311040e+00	3.208230790743462624e+00	7.875517879582305625e+01	8.038643369271554207e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.772828815603280761e+00	7.161445399498709286e+00	5.427392619045305011e+00	6.415304406643137725e+00	7.235194759392260089e+00	3.206890531404622102e+00	5.193176617227739378e+00	8.889781215671577197e-01	5.724533832961637536e+00	1.366745778323756610e+02	-3.929252671502158734e+00
