G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	Fg	Fc	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	4.324050220040057901e+00	2.501870559031354357e+00	3.314028038615841609e+00	7.034171959726844392e+00	-5.632241947071814359e+00	6.121196030612463090e+00	4.725725977527140742e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.625449068596536151e+00	5.848007422691523516e+00	3.152318781550356608e+00	8.254876507928294416e+00	-5.287508273238969103e+00	8.322233056565423226e+00	7.350269623235371697e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.523763487896014013e+00	8.808303850404261226e+00	9.154011839542327778e+00	3.283923944699122632e+00	-1.031046460596347991e+01	7.926406701291511148e+00	6.808222620394597691e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.432961751031650799e+00	7.609440076078068493e+00	3.340618651420790286e+00	6.602533302839329821e+00	-5.710270247766588092e+00	2.322619074368805325e+00	2.039883160233229908e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.448581572108500026e+00	8.441840257590818908e+00	3.452086499139788156e+00	6.208511626625244695e+00	-6.000001197679375231e+00	2.356848223511817331e+00	1.339283533200972043e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.351225728805578896e+00	6.967723468256636465e+00	7.816274907015728246e+00	8.519584389427159010e+00	-5.253411817894943603e+00	3.390096025695887416e+00	1.992083382408065928e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.630098817426910429e+00	7.382694804827872659e+00	5.089296570428975208e+00	9.104300599196694321e+00	-5.153025175442007999e+00	4.211705598995413524e+00	1.431537528847291574e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.808116346725885393e+00	8.674402403990455923e+00	7.981653152680952878e+00	1.210034905164663499e+00	4.986167849970883026e+00	4.691615299813388873e+00	4.152912117933326819e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.445425798464731848e+00	3.211970527578249968e+00	1.691441688674936383e+00	7.080225832854731394e+00	-5.494928885526606521e+00	7.179422606519739958e+00	5.984757917405011618e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.290000704059817593e+00	5.424179783292874646e+00	5.387924704870451720e+00	1.467539698438697693e+00	1.098651880158735139e+01	1.534725709617688283e+00	1.275435101404663207e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.299878541123292486e+00	3.089944678570707204e+00	1.341201406840362598e+00	5.893414794652647615e+00	-6.036174115338114099e+00	1.294650663308959615e+00	1.776220888691736333e-01	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.662911864759962555e+00	9.990793486712510330e+00	1.522212205536555452e+00	3.652547394764827260e+00	-8.923119066360488461e+00	4.555239290244405659e+00	4.082198291619540953e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.547453790434571985e+00	9.464527146148121517e+00	9.185715915479182314e+00	3.788991460889635565e+00	-8.487467969774439069e+00	7.254865515361439421e+00	6.413938289810183768e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.857211880980678576e+00	1.368926303316420512e+00	2.268398043192294544e+00	4.210689555047589572e+00	-7.639093354071213149e+00	2.763365741262062247e+00	1.782062775481657146e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.602923113438775804e+00	7.270664207451181582e+00	5.788666068700397460e+00	6.564157462950586108e+00	-5.618419636073964440e+00	6.849605089188623985e+00	4.214881306564723040e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.693330395946694100e+00	9.373112459983858002e+00	4.672155104878490839e+00	4.051602685420351513e+00	-7.956154406778472854e+00	3.225311435493467105e+00	2.062226072776748076e+00	0.000000000000000000e+00	0.000000000000000000e+00
