G	c	dx1dt	d2x1dt2	dx2dt	d1	d2	Fg	Fc	W	m1
1.000000000000000000e+00	1.000000000000000000e+00	4.367630060707198503e+00	2.666657170490672524e+00	3.355357278727786330e+00	7.061364269700170837e+00	-5.591937165457716574e+00	6.147171189268908265e+00	4.749548992843681816e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.543491694207203224e+00	5.873057596304701811e+00	3.214281364471144986e+00	8.175331062402117155e+00	-5.293754235511515027e+00	8.250783216010281862e+00	7.393108007129071346e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.585714413959994573e+00	8.866237678781697440e+00	9.159012753539743201e+00	3.244498455833112693e+00	-1.037590784929198229e+01	7.836066770122211977e+00	6.807260481369299399e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.392870362082718749e+00	7.595810005890075267e+00	3.250518666415554314e+00	6.629730371681221257e+00	-5.736109351826106817e+00	2.384297388754851088e+00	2.004526932867328970e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.407077579151609026e+00	8.254934867798072062e+00	3.444228328647738646e+00	6.135761258457383960e+00	-5.922612116092548007e+00	2.342160946640210017e+00	1.359124541126735863e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.406268156274103287e+00	6.921625653332867500e+00	7.841022144743726052e+00	8.500335236255562421e+00	-5.226530510426003140e+00	3.414576053223223884e+00	1.991106766143196705e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.521237099737947185e+00	7.228343523086719458e+00	5.038455293276454583e+00	9.152792584280366128e+00	-5.111959560636340605e+00	4.251485068991349259e+00	1.458089249081138572e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.788662800460762980e+00	8.645178065892459074e+00	7.982141487429536220e+00	1.113214016580328813e+00	4.982874697835819156e+00	4.679149586395445759e+00	4.149710357081271894e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.412824042084229959e+00	3.248348382521085487e+00	1.589049663219026742e+00	7.058966226851910442e+00	-5.588054514860834487e+00	7.118569377168422641e+00	6.010445882882271107e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.368137809067765609e+00	5.411796043075199236e+00	5.388280908659081270e+00	1.472862160087173855e+00	1.100212426185180270e+01	1.503529037988676320e+00	1.306214399769264567e+00	0.000000000000000000e+00	0.000000000000000000e+00
