G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	p	Fc	d2	d1	W	m2	Fg
1.000000000000000000e+00	1.000000000000000000e+00	4.299463407665665926e+00	2.682709314346150897e+00	3.291048934950922877e+00	7.140729255582748181e+00	6.197741998112785033e+00	6.819441995046021887e+00	4.571194752524996296e+00	1.607351132987471010e+00	6.954302306022889901e+00	6.835410476338606323e+00	1.400205565137068842e+00	1.999031623311460493e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.547921773933774503e+00	5.865242963374164731e+00	3.195856005594738036e+00	8.140655218709014207e+00	8.300990824734173046e+00	1.968457971302557752e+01	5.277886957683266544e+00	4.052559783413044237e+00	2.582290618572461227e+00	1.247019325417996356e+02	2.710580660213527171e+00	1.049783537867379266e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.559572616627940000e+00	8.903933353468652001e+00	9.178127664406654063e+00	3.200141469681838213e+00	7.756156988490354287e+00	1.481728577260290258e+01	8.718860123171872090e+00	5.172937120595189953e+00	8.852906852703826601e+00	3.422437235992625659e+01	8.510498953155881452e+00	1.065621706666927082e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.406129135503583427e+00	7.611862026341022158e+00	3.312865324825396307e+00	6.556624475706692046e+00	2.402232666918127535e+00	3.889140053674319031e+00	4.018312740907068026e+00	1.003616429263774812e+00	6.562646944812869698e+00	2.241099788417741934e+00	7.883185544479346163e+00	1.680833015008986990e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.365299931006597411e+00	8.272323139961031302e+00	3.402373019192746817e+00	6.231954670766888249e+00	2.306818541564230607e+00	1.404595775930882917e+00	8.913632012259389725e+00	1.867430770868733492e-01	2.388686995340561392e+00	8.412294555653965222e-01	4.210314228976860917e+00	3.190400111844432729e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.370643745891430232e+00	6.987066526959863744e+00	7.722312668424518023e+00	8.439276761458947007e+00	3.336977463741672700e+00	2.192605472366022212e+00	1.774426248612055446e+00	2.970063207139734374e+00	9.711252491412135868e+00	2.036989787142536201e+00	4.372271393278634122e+00	4.510004608807693671e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.579747896890207448e+00	7.309849508049344635e+00	5.020146154649147263e+00	9.153291833703191216e+00	4.227129380632895561e+00	1.554437962792144967e+00	7.984662002833031735e+00	3.340439302319351267e-01	5.713987992271525762e+00	4.283806662471290050e-01	5.709594116538251107e+00	4.069470807733744522e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.803606512579555954e+00	8.573087275220858672e+00	8.046170908094115504e+00	1.056506843022144260e+00	4.626806550246552519e+00	1.015361300745744622e+01	8.555584857930366383e+00	3.123883268377053657e+00	1.724275559370874733e+00	7.905324001907951015e+01	9.906965365953034341e-01	4.101659418709762583e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.372001349933550607e+00	3.188577576171961692e+00	1.500838224782217178e+00	6.987774326599887509e+00	7.167427748318527136e+00	1.138466155585959250e+01	2.625723636405730588e+00	2.254648472480610621e+00	6.617517073243953440e+00	1.592342260275007071e+01	3.195420716451250254e+00	7.254449525986485980e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.373608029198385871e+00	5.361417550613078120e+00	5.323155324710631575e+00	1.450694814472572425e+00	1.538070183003903635e+00	2.842037069355779710e+00	4.902318312414549517e+00	1.043919856295845605e+00	3.212276166447936454e+00	3.641537663828198657e+00	2.788271009192297978e+00	1.548174928171878939e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.259891387030106502e+00	2.907302759659814217e+00	1.311131681000010207e+00	5.888962077019503027e+00	1.249281290209836914e+00	3.199031359174548950e-01	2.531330677801518991e+00	6.888000121379370122e-02	8.200050002692110596e+00	2.695329185898746038e-01	3.207070232983395108e+00	1.198361041441444996e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.745089313311302348e+00	9.885521271793974663e+00	1.557475301541761059e+00	3.551254116751999312e+00	4.487747112332410637e+00	1.091266919446532846e+01	7.445128046624235552e+00	7.549474256934588512e-01	8.345078580775782129e+00	4.186720452610642518e+00	8.187422722064416902e+00	1.441031618867682482e+02
