G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m1	p	Fc	d2	d1	W	m2	Fg
1.000000000000000000e+00	1.000000000000000000e+00	4.376050480105588392e+00	2.663655680038583995e+00	3.351366896968903220e+00	7.057219572076340874e+00	6.158244695692650872e+00	6.712602917045155770e+00	4.549825098561659509e+00	1.652041746335013439e+00	6.842338735214126721e+00	6.525800517153474978e+00	1.344383552216104727e+00	2.078137267139599231e+01
1.000000000000000000e+00	1.000000000000000000e+00	9.562532146658343279e+00	5.878994403714364658e+00	3.223575904624613297e+00	8.160559473385012197e+00	8.243633489208592735e+00	1.969132232763739054e+01	5.263142511319516714e+00	4.027223445871755736e+00	2.543607220274156866e+00	1.243198629494597469e+02	2.679248351005637296e+00	1.045418026139389269e+02
1.000000000000000000e+00	1.000000000000000000e+00	7.577405860840228158e+00	8.859050706963932598e+00	9.160882466994927142e+00	3.259598306187190708e+00	7.842748763041559101e+00	1.486774457775753255e+01	8.686325512904518931e+00	5.217121871955713530e+00	8.849729976913222274e+00	3.513921795867506148e+01	8.478613256286683608e+00	1.047971232116726554e+02
1.000000000000000000e+00	1.000000000000000000e+00	6.393222075968081342e+00	7.573086081477681475e+00	3.250322580663896233e+00	6.628941221729101052e+00	2.378160614452956789e+00	3.804879070377562567e+00	4.056303881325618477e+00	1.013122301182106222e+00	6.514259426697264210e+00	2.330764497995765794e+00	7.900377908469290666e+00	1.672201465800178255e+02
1.000000000000000000e+00	1.000000000000000000e+00	2.399780928618334030e+00	8.264733845810601665e+00	3.439683782784355159e+00	6.150207825175903587e+00	2.343325267972913295e+00	1.406553081821716455e+00	8.830588698273093229e+00	1.816025765663805691e-01	2.408527332221137573e+00	4.308631935826295889e-01	4.152207916350765693e+00	3.065771606550381989e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.408588896394383561e+00	6.937041039083749361e+00	7.845139582574477188e+00	8.497491725068099910e+00	3.415672738796523777e+00	2.043120655949610676e+00	1.798925014361009600e+00	2.981774436700254771e+00	9.659519249903276261e+00	2.571814261908012433e+00	4.383101074681308162e+00	4.493860678973059208e+01
1.000000000000000000e+00	1.000000000000000000e+00	1.522382056433097430e+00	7.224646728729810619e+00	5.044118290683420547e+00	9.155975507423443460e+00	4.248829949825195129e+00	1.614153629015696589e+00	7.994212547278721104e+00	3.460479720970613404e-01	5.660588264393029867e+00	2.564477942427990653e-01	5.816563732711265367e+00	4.055171949617042060e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.795741052243878144e+00	8.637351813432520231e+00	7.988931413453061126e+00	1.114999651401896497e+00	4.679988683247164438e+00	1.027385738006199034e+01	8.638335373874545198e+00	3.169234296119400440e+00	1.656154907495335893e+00	7.881139959122579342e+01	9.948866404129090846e-01	4.880914351912376326e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.409033304329875058e+00	3.244507250278414023e+00	1.583311277167616771e+00	7.076591970652854613e+00	7.117814276548012131e+00	1.140456087528518125e+01	2.645328824270795298e+00	2.288311155960323084e+00	6.641643977801026111e+00	1.573262145244546240e+01	3.172168253446215669e+00	7.178451229757830276e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.379213617776896328e+00	5.400618901894805646e+00	5.403039971558833088e+00	1.461363024171929759e+00	1.507278324190710395e+00	2.775432825760582922e+00	4.875538392154016520e+00	1.029149039543423738e+00	3.275410252394462596e+00	3.475037814120979007e+00	2.864621284749156782e+00	1.570980153308073746e+01
