G	c	dx1dt	d2x1dt2	dx2dt	m2	m1	d2	W	d1	Fc	p	Fg
1.000000000000000000e+00	1.000000000000000000e+00	4.359198804341400724e+00	2.670183147708707683e+00	3.380940964539272731e+00	7.084670504584518191e+00	1.576239930465288763e+00	6.631017683520008532e+00	6.167492807182792802e+00	4.608528489826033692e+00	-3.612331438272760042e-01	6.887009615252392969e+00	5.048339833165265134e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.586898932817316421e+00	5.915863225391715829e+00	3.226822848851464531e+00	8.118467095624289698e+00	1.604637399675906684e+00	6.504186924977836348e+00	8.250778950146626656e+00	5.307325449243943893e+00	-1.831180800893518201e-01	2.530583560764433582e+00	4.803393537688493353e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.580119997408214516e+00	8.891968349709687303e+00	9.154308875449986616e+00	3.189517433744827990e+00	1.224455156676289347e+00	3.430359022318371309e+00	7.824906632520405303e+00	8.692466849946201890e+00	-1.152543740327231225e-01	8.844070897436219880e+00	2.837775056135009244e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.486612180838475794e+00	7.599455777073647056e+00	3.264980434393840447e+00	6.626763828577174387e+00	1.514293084188894412e+00	3.324768889338510558e+00	2.448970266742537039e+00	4.153377234575449606e+00	-1.068299522660559470e-01	6.458535548857488706e+00	5.485952665874192391e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.408536236279643639e+00	8.265745583233178095e+00	3.421686957449098454e+00	6.149183962500944567e+00	1.498310405637967246e+00	1.134885837315698698e+00	2.294018508160382108e+00	8.874740727173110244e+00	-1.201428646574235481e-01	2.322735519071927879e+00	1.425038520663286157e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.530637820098621926e+00	6.969130439159263446e+00	7.879946870716355356e+00	8.487501121341773924e+00	1.613235166513734775e+00	1.365558573539779719e+00	3.428543084884137393e+00	1.769170473310570202e+00	-9.521302836558382943e-01	9.659325632409505147e+00	2.675253161834981519e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.541804464954970033e+00	7.182724591050465790e+00	4.988253419206065686e+00	9.139112723832143459e+00	1.652701992040215062e+00	9.208309649014720932e-01	4.328907346116887211e+00	7.915457529129422909e+00	-3.605079398168191673e-01	5.613285861192510495e+00	1.009150998402196642e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.784020441308214799e+00	8.737085045730905719e+00	7.967675815312704302e+00	1.202021655610217454e+00	6.981470382741407077e-01	4.066823242684599826e+00	4.637610911081019971e+00	8.605160294137627730e+00	-6.916078226619565283e-02	1.706557088781259557e+00	3.422381834403726231e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.361354206411188983e+00	3.133124997788197419e+00	1.622038569099551575e+00	7.089241603313586992e+00	1.580197159974080723e+00	7.824672891984695511e+00	7.101103725191113547e+00	2.659035939683334515e+00	-5.562722968181796901e-01	6.626206103179740126e+00	1.549544769626819551e+01
1.000000000000000000e+00	1.000000000000000000e+00	7.294559612136035653e+00	5.485791366242122713e+00	5.325586898746898612e+00	1.573202409845798622e+00	8.276912893576654495e-01	5.470228220991053547e+00	1.637871407741571916e+00	4.905882279698015047e+00	-4.447656730996865648e-02	3.295576787634443505e+00	6.707822475369311643e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.131600530210902678e+00	2.988371238678842801e+00	1.215666349659427325e+00	6.008421830900613436e+00	1.528312244463669867e+00	1.630072859373988603e+00	1.337894174176059048e+00	2.564062715226074651e+00	-6.057118305416400172e-01	8.307631456349927390e+00	2.029780546230774974e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.681581658741173158e+00	9.944787146550597257e+00	1.567361759433568258e+00	3.680899009813482614e+00	1.308032168751661839e+00	3.933972017896877560e+00	4.499622757160419262e+00	7.299388393215245685e+00	-6.481603807273821072e-02	8.279601876392741033e+00	1.229739863741377981e+01
1.000000000000000000e+00	1.000000000000000000e+00	8.513352649419289264e+00	9.516775070028330674e+00	9.064264572274712606e+00	3.702824696602768029e+00	1.307618877909390465e+00	3.656729660325165554e+00	7.318191782538936430e+00	5.794037056131905672e+00	-1.535716993843496414e-01	9.771108611456785553e+00	2.902888683069893450e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.882574304372880203e+00	1.374091733215347721e+00	2.181492933621320685e+00	4.208737102683922870e+00	1.329706241319843496e+00	8.636776049944794309e+00	2.709974330203909432e+00	6.653302518632335349e+00	-1.705209991215429211e-01	5.526665450424707693e+00	1.143993467874598657e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.646541769651306719e+00	7.381010589733135951e+00	5.833562630758079237e+00	6.568258953104088249e+00	1.533667442671339032e+00	1.377733758077557935e+00	6.688300174883528904e+00	2.694933760023763725e+00	-1.028490947417355805e+00	5.111612581030673397e+00	1.099490351462992876e+01
1.000000000000000000e+00	1.000000000000000000e+00	2.720025220027544766e+00	9.372243810175449497e+00	4.688552891680000556e+00	3.916404322463208132e+00	1.328721855629017012e+00	1.106760888926139108e+00	3.413205189139659090e+00	2.871269490995471685e+00	-4.639761540857842426e-01	7.841308281447264328e+00	3.359741480684220516e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.733427730699347080e+00	2.606884738974546867e+00	4.197070049890573529e+00	7.675275728011094145e+00	1.565536691705896599e+00	5.708183624638146547e+00	8.914691916542354377e+00	1.393588939100100399e+00	-3.924649616999356994e+00	2.239407128610825914e+00	1.978774371177371094e+01
1.000000000000000000e+00	1.000000000000000000e+00	5.835338264697727872e+00	6.169074557294291772e+00	9.031974460449967879e+00	4.624847790974027539e+00	1.401665692088667647e+00	3.655036885117393552e+00	9.194753009417572898e+00	3.940927910313931193e+00	-4.488134067442221542e-01	5.927512595552937746e+00	4.720428943238633934e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.823866646724216167e+00	9.179063890185597430e+00	1.191222847760915027e+00	1.558062187586774394e+00	8.822113100352657611e-01	2.134222896381157142e+00	3.648931160435522791e+00	5.985673532854984380e+00	-1.264506078544822831e-01	5.932732945235422051e+00	7.636808530128274874e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.612912213089021662e+00	1.305217261903687920e+00	6.996170846615738625e+00	8.031396681685693650e+00	1.592296750439363473e+00	1.099893021204988663e+01	3.186141605840119517e+00	8.677015893107373756e+00	-1.211882929602419723e-01	1.823267908624569333e+00	2.594795906128580576e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.477486768205534595e+00	7.323288718880913706e+00	9.605918154393366493e+00	3.528722318970904936e+00	1.279297408576459238e+00	3.632301719424044784e+00	4.627184949932773961e+00	6.904702719753938567e+00	-1.078631683602150060e-01	4.681907657291656477e+00	2.711461662315106214e+00
