G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	d2	m2	m1	W	Fc	Fg
1.000000000000000000e+00	1.000000000000000000e+00	4.359198804341400724e+00	2.670183147708707683e+00	3.380940964539272731e+00	7.084670504584518191e+00	6.219227409249849181e+00	1.425651750135923157e+00	4.562390254412920676e+00	1.669398448974493410e-01	6.939663699725011625e+00	3.340617194347985652e-01	3.752130667156774901e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.586898932817316421e+00	5.915863225391715829e+00	3.226822848851464531e+00	8.118467095624289698e+00	8.240766619925544489e+00	8.631814499476975211e-01	5.262822518692792606e+00	1.112880730015124442e-01	2.467378129703412082e+00	5.061581042765437438e-02	-7.241556376043218890e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.580119997408214516e+00	8.891968349709687303e+00	9.154308875449986616e+00	3.189517433744827990e+00	7.785083071848438507e+00	1.034264402256780624e+00	8.674265658052847883e+00	1.503562438035019877e-01	8.926109144494443370e+00	1.190241475092408852e+00	1.166645191528345116e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.486612180838475794e+00	7.599455777073647056e+00	3.264980434393840447e+00	6.626763828577174387e+00	2.298566519770745220e+00	3.625613836719338012e-01	4.124370638585022952e+00	1.179527148137408943e-01	6.425361481404013198e+00	1.846451192449724665e+00	2.380781619759005263e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.408536236279643639e+00	8.265745583233178095e+00	3.421686957449098454e+00	6.149183962500944567e+00	2.301185821780269869e+00	9.670135207235394104e-01	8.777265874948964708e+00	4.437316384176994699e-01	2.342637636861281791e+00	7.704479049443800909e-01	-6.349858111041127573e-03
1.000000000000000000e+00	1.000000000000000000e+00	2.530637820098621926e+00	6.969130439159263446e+00	7.879946870716355356e+00	8.487501121341773924e+00	3.391229401489571860e+00	1.414229624506804228e+00	1.808291505854332737e+00	5.339584596224745267e-02	9.569812273115873680e+00	2.407410097181701847e+00	-1.774405406155332932e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.541804464954970033e+00	7.182724591050465790e+00	4.988253419206065686e+00	9.139112723832143459e+00	4.294337465739364923e+00	2.811114501432022461e+00	8.070991437278022929e+00	3.739840640037912500e-01	5.678907800006099293e+00	5.978387165394444258e-01	-4.362975636707772664e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.784020441308214799e+00	8.737085045730905719e+00	7.967675815312704302e+00	1.202021655610217454e+00	4.615048154309911332e+00	5.306290753352417289e-01	8.589162155704006096e+00	1.451483810240760675e-01	1.592239442073297706e+00	8.730917497451398113e-01	1.898491316935559114e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.361354206411188983e+00	3.133124997788197419e+00	1.622038569099551575e+00	7.089241603313586992e+00	7.201907005759282221e+00	1.091703807656564829e+00	2.620071179399379613e+00	8.741331206280458788e-02	6.568149878462754998e+00	1.099919959690728449e-01	-3.140518868980200384e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.294559612136035653e+00	5.485791366242122713e+00	5.325586898746898612e+00	1.573202409845798622e+00	1.437289905690196656e+00	2.084256837202554946e-01	5.001786429343178852e+00	1.077568501045786664e-01	3.289820270534169921e+00	6.159699487749074720e+00	3.954503348559294529e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.131600530210902678e+00	2.988371238678842801e+00	1.215666349659427325e+00	6.008421830900613436e+00	1.439049172829825807e+00	1.118617981220886959e+00	2.515523919648419149e+00	2.901686881597616008e-01	8.257816655068420886e+00	3.615212434609369474e+00	6.112079060733143221e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.681581658741173158e+00	9.944787146550597257e+00	1.567361759433568258e+00	3.680899009813482614e+00	4.621183166844911483e+00	4.649628787027742516e-01	7.331666253237824726e+00	1.668942720132131907e-01	8.362566374299369443e+00	6.259889959659741265e-01	-3.643910867571245937e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.513352649419289264e+00	9.516775070028330674e+00	9.064264572274712606e+00	3.702824696602768029e+00	7.282162482060938302e+00	8.773294773489339615e-01	5.862163352294080809e+00	9.394408051049837893e-02	9.801701835899711668e+00	1.341820752934197669e+00	8.438904255242495323e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.882574304372880203e+00	1.374091733215347721e+00	2.181492933621320685e+00	4.208737102683922870e+00	2.651169081558188978e+00	9.525109672880794909e-01	6.686743482904008218e+00	3.630182989330317800e-01	5.616314432236760190e+00	1.326798266522501324e+00	3.649050308000803433e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.646541769651306719e+00	7.381010589733135951e+00	5.833562630758079237e+00	6.568258953104088249e+00	6.770521410218030667e+00	2.554432181923439682e+00	2.682528589251094164e+00	9.686589320004958259e-02	5.102545091392575394e+00	3.502121674154702879e-01	-6.396454930157939867e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.720025220027544766e+00	9.372243810175449497e+00	4.688552891680000556e+00	3.916404322463208132e+00	3.317382214550583797e+00	1.251719529427696376e+00	2.981003121817897838e+00	1.165587052177630423e-01	7.825108290062472882e+00	2.440999406215465406e+00	2.651749960516909699e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.733427730699347080e+00	2.606884738974546867e+00	4.197070049890573529e+00	7.675275728011094145e+00	8.905365218824428553e+00	2.404028189226549816e+00	1.312960108821849436e+00	5.087899565784322065e-02	2.200010558570666852e+00	6.897875882346612975e-02	6.075638398369965776e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.835338264697727872e+00	6.169074557294291772e+00	9.031974460449967879e+00	4.624847790974027539e+00	9.077060642789202660e+00	1.559873676850866087e+00	4.033113197561407404e+00	7.899831131967556541e-02	5.862517570149126556e+00	4.665159539278458944e-01	-3.524747929916066891e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.823866646724216167e+00	9.179063890185597430e+00	1.191222847760915027e+00	1.558062187586774394e+00	3.630721427809218582e+00	7.567762908007300560e-01	6.010856293113667981e+00	2.593107745697491584e-01	5.946141077687155274e+00	1.084506998758903773e+00	6.174164847850893700e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.612912213089021662e+00	1.305217261903687920e+00	6.996170846615738625e+00	8.031396681685693650e+00	3.031003240954921907e+00	8.229812844261665816e-01	8.838448978896074948e+00	2.449410056932586899e-01	1.769584181938460343e+00	5.225447165656053050e-01	-1.255108809978792594e+00
