G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	d2	m2	m1	W	Fc	Fg
1.000000000000000000e+00	1.000000000000000000e+00	2.949269554744754274e+00	2.250963522282682483e+00	3.579351715966657466e+00	7.811997145277723043e+00	6.135985695631902992e+00	1.611248350939910923e+00	4.672642779325310691e+00	1.622463460533923318e-01	6.323948441196926673e+00	3.979534932578268069e-01	3.415986270674989278e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.921584219382614478e+00	4.400992411125660198e+00	3.835430112276069892e+00	8.939246752125770357e+00	9.099051218836732957e+00	8.721153631509936943e-01	5.469657063067640657e+00	9.562983785039622098e-02	2.337894726647884447e+00	2.990555143826624795e-01	3.822106295631761963e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.133749106866252632e+00	8.296517884618797467e+00	9.648391671694239946e+00	3.177008918494708123e+00	8.670140540088056014e+00	1.139514275953441791e+00	9.301105906199204298e+00	1.424057176093675436e-01	9.264744893715567642e+00	1.181807744452923581e+00	-7.823321248069392553e-03
1.000000000000000000e+00	1.000000000000000000e+00	6.791392585740104515e+00	7.899929843944668129e+00	3.589050436939168698e+00	6.251134141750118722e+00	3.071493532008065852e+00	3.796533835477464702e-01	3.155003574106554964e+00	1.147070877022698387e-01	5.924496008925136614e+00	2.035992002666871414e+00	2.134659887587213145e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.130427145303016134e+00	8.417023702423426457e+00	3.599162068973430273e+00	5.868183176820294555e+00	2.795347955637677462e+00	9.951245224387628152e-01	9.210861406523674688e+00	4.267063872459291307e-01	3.894707582614413077e+00	8.676433904627136595e-01	-9.295162601838358185e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.723076262366565636e+00	7.466041697172095759e+00	7.513595730670381556e+00	8.720195685027086085e+00	3.586436187155313871e+00	1.260926785952432461e+00	1.219518647839193282e+00	5.369004590031239976e-02	8.869417053586211352e+00	2.238258974058142226e+00	-2.837840965660076264e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.782989032717714473e+00	7.422519152081142657e+00	4.477383065166060661e+00	8.532403973062530511e+00	4.877141378091901736e+00	2.759152091929903072e+00	7.638754256772346096e+00	3.814243123572698124e-01	6.168825019442506274e+00	7.678204683046037093e-01	-1.061388692668572276e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.761965924740298561e+00	9.052218715257829729e+00	7.332762959228524835e+00	8.637893880073793662e-01	3.580780909845354909e+00	2.787592450589713722e-01	8.694358440956765577e+00	1.591467605749119218e-01	1.391381389882268227e+00	9.822264564204981063e-01	-5.922028875366694978e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.379967675465520571e+00	3.672444413719558653e+00	1.805829875817568375e+00	7.714284999175745838e+00	7.656407272939711461e+00	1.090962227178559507e+00	2.862017009943805146e+00	6.544980653376017421e-02	6.201490703149199035e+00	1.529731209407765580e-02	-3.393628683274251490e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.963416606189779756e+00	5.416215326147294284e+00	5.663273631300695499e+00	1.827504450435837535e+00	8.995182201440498071e-01	3.908218188314609431e-01	5.163367380754266378e+00	9.601504492412411829e-02	3.571304508944401324e+00	6.199088874788183823e+00	9.627110342752617234e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.254075160613299378e-01	3.006182964984958517e+00	1.906759202610530890e+00	4.666156168681741434e+00	8.148988483337687994e-01	1.216585813249813075e+00	1.970987075451171577e+00	2.978921114530088121e-01	7.986298417485945045e+00	3.915369696136060895e+00	6.899951780223323450e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.841292761111732901e+00	8.270766594421628426e+00	1.874047584422260604e+00	2.867282672439445790e+00	4.906222116135309896e+00	4.811366921928156848e-01	8.254339482227218028e+00	1.434723104093669765e-01	9.226168325602076337e+00	5.750476803269870540e-01	-4.942399004053300793e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.343329220679809310e+00	9.131266108360318157e+00	9.738191675024344462e+00	4.929675648383204489e+00	7.780347996727558169e+00	8.281601254292958458e-01	5.588888494431674125e+00	9.650540756971165424e-02	9.048254310995693217e+00	1.463441506526215408e+00	1.398880286488240143e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.553812117367348478e+00	1.013595809955779137e+00	2.181125039652958009e+00	4.815170652399662465e+00	2.408813086974141981e+00	8.654247633354618108e-01	6.323230358475297130e+00	3.655072176169602560e-01	5.822692875189015460e+00	1.157308022962827643e+00	3.068095240199355533e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.344248597838594961e+00	7.289647341455507856e+00	6.217418487146091799e+00	6.276071653839675690e+00	7.125518269257374193e+00	2.439796297324242413e+00	2.070575738313068292e+00	5.500982423019888656e-02	4.944896937982976581e+00	2.586023933577898393e-01	1.071820674172851096e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.558291670832195219e+00	8.809672876589100809e+00	4.146883301056256244e+00	3.200705476279288142e+00	3.645079332259461236e+00	1.374839703903694144e+00	2.153824503851958116e+00	1.091947137807346008e-01	7.942449633782765694e+00	2.547632611418674475e+00	2.334471888516094662e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.571636686167005248e+00	3.146759573082256178e+00	4.092857409860521933e+00	6.917886376827383721e+00	8.805567030708592924e+00	2.184554318541822582e+00	6.055208718741323937e-01	5.589772556958688687e-02	2.471892165275046072e+00	9.486229818636451872e-02	4.822943519172650517e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.143764969864151659e+00	5.621109347445037763e+00	8.087217580206244705e+00	4.916374457917647156e+00	9.145011262147303199e+00	1.363826748009689727e+00	4.071070495715234827e+00	7.406711811606687956e-02	4.980277317043625196e+00	4.343939831389405093e-01	-5.510455216220314867e+00
