G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	d1	d2	m2	m1	W	Fc	Fg
1.000000000000000000e+00	1.000000000000000000e+00	4.373592022685600433e+00	2.675611147559617375e+00	3.365195733443324233e+00	7.049306731756622924e+00	6.158028135257465507e+00	1.404989516267993066e+00	4.541019814974282198e+00	1.649758984850154264e-01	6.836778300866514613e+00	3.207547753547890235e-01	3.743144263345312250e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.559819779210151580e+00	5.877911440640550822e+00	3.221443462572319838e+00	8.177107344915103937e+00	8.255375712946438682e+00	8.649700825313682007e-01	5.265228276086735271e+00	1.102042848269603331e-01	2.548767205776064415e+00	5.575872141504437107e-02	-6.077301595289701375e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.581236585907878300e+00	8.841473373777027689e+00	9.143155232859863091e+00	3.250777522832180910e+00	7.840355248070585148e+00	1.031210348672032762e+00	8.695556609634298439e+00	1.504599361794739798e-01	8.866185790569041103e+00	1.194368736390875929e+00	1.132280973850405159e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.379792359908970312e+00	7.591911869239832633e+00	3.249615580798893344e+00	6.629977775253193428e+00	2.382894782751060703e+00	3.763594275816714019e-01	4.058483116214253172e+00	1.150345386933020464e-01	6.514948950628724589e+00	1.864540569575730222e+00	2.531680248950069156e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.400130490730375321e+00	8.257113476177220690e+00	3.452988573829296914e+00	6.144449247817163950e+00	2.348853431317468043e+00	9.740801488859682777e-01	8.834068865250703340e+00	4.422425646892636508e-01	2.412467594209704025e+00	7.969988157209983992e-01	2.327112769011562693e-02
1.000000000000000000e+00	1.000000000000000000e+00	2.400370213310085266e+00	6.928633471898766771e+00	7.825827872985522404e+00	8.496566886481696557e+00	3.424367723261525498e+00	1.420188264407829637e+00	1.777252442425731882e+00	5.405397708382676802e-02	9.656283930181439601e+00	2.408124727145737776e+00	-1.799326215374529081e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.526830248927960598e+00	7.228438393056968891e+00	5.048633064163622564e+00	9.152104111061541758e+00	4.254867622425461349e+00	2.788117593925861559e+00	7.984477701383476678e+00	3.761773194430189093e-01	5.672240536571023561e+00	6.128830255101030966e-01	-6.653839742837984739e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.792259236222520258e+00	8.647250584910212368e+00	7.992886522824621309e+00	1.103910975296034547e+00	4.687929925985145019e+00	5.315541852570406789e-01	8.622905376039703640e+00	1.457622213461105265e-01	1.654058251855242023e+00	8.607701046936384603e-01	1.520635686934604103e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.405400287224565226e+00	3.253241077499511746e+00	1.587891746953643990e+00	7.056734226986692171e+00	7.112250950362235535e+00	1.110655161481451270e+00	2.631861775505803358e+00	8.657623852897511352e-02	6.637552766808325622e+00	1.161357917445087623e-01	-3.156219960850642270e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.369342849234466364e+00	5.406399338826175516e+00	5.383774378540814531e+00	1.460809324129306308e+00	1.505660732621778797e+00	2.047063375602354296e-01	4.874963589212926607e+00	1.068493045417557297e-01	3.282635839408188705e+00	6.157033015947146914e+00	4.106420438212206037e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.191314833827371578e+00	2.988997339019431099e+00	1.308132051329933043e+00	5.937974549772476962e+00	1.305578239670098117e+00	1.106182168533125898e+00	2.491089169711135920e+00	2.876667396201992299e-01	8.225732254325366810e+00	3.594449775256955526e+00	7.283083040191073998e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.729259264772268878e+00	9.888782104691522079e+00	1.561651507606492073e+00	3.589841541540777392e+00	4.529601317244285497e+00	4.639872152079181911e-01	7.361598663355887417e+00	1.689894434404322909e-01	8.363799123568142591e+00	6.494532030269006828e-01	-3.656021032065090548e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.491013608065799190e+00	9.496643095719592864e+00	9.149736399544996956e+00	3.766458962549396716e+00	7.275429733387385411e+00	8.582211664673202733e-01	5.821400120611479601e+00	9.482175886642192630e-02	9.820216621754923381e+00	1.354901752263236059e+00	8.270099276967014523e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.910456616251539952e+00	1.350377256712585794e+00	2.241891856060299837e+00	4.174213477519445270e+00	2.740090420146628958e+00	9.415992742657579573e-01	6.712697674932304182e+00	3.650312683134562808e-01	5.519908001703892175e+00	1.323093813606985636e+00	3.739993133081168430e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.643417729750074052e+00	7.353397220238094611e+00	5.798748111687483053e+00	6.586857655268589795e+00	6.777948319587530079e+00	2.571385330725963314e+00	2.761699566335328981e+00	9.915040816628079012e-02	5.098081946217983607e+00	3.449679245700229546e-01	-5.233537471497946569e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.646585841136603001e+00	9.329794147097604906e+00	4.703265423592249306e+00	3.998639733225114234e+00	3.345165669712116596e+00	1.258747406147690873e+00	2.907887041272608108e+00	1.175348922802042229e-01	7.786013385778220552e+00	2.424219031700421301e+00	2.703444002706949068e+00
1.000000000000000000e+00	1.000000000000000000e+00	3.745300127336214313e+00	2.633747824535162874e+00	4.126575699271543662e+00	7.596890224593946250e+00	8.966464776338881393e+00	2.400228034099974206e+00	1.370018363148451934e+00	5.029951256493390976e-02	2.201536344776792387e+00	5.714314138044658542e-02	6.071841665824340151e-01
1.000000000000000000e+00	1.000000000000000000e+00	5.723947151008893286e+00	6.118490776344041926e+00	9.096069066875619669e+00	4.648234221204042171e+00	9.057957824464409669e+00	1.584499462622776189e+00	3.889991910583282753e+00	7.786770880340136702e-02	5.928821176425579154e+00	4.664334692124416648e-01	-3.497490917069806304e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.886636930738381679e+00	9.235580163641998297e+00	1.193489625094213302e+00	1.622033921158680725e+00	3.680052119430257562e+00	7.497502506176014769e-01	6.043030919978058080e+00	2.608090158673740944e-01	5.918620106365500178e+00	1.079534974727951457e+00	7.067255176476384682e-01
1.000000000000000000e+00	1.000000000000000000e+00	3.634597906222856167e+00	1.310077257615969604e+00	6.968167337083897905e+00	8.057681712495694981e+00	3.067396041756753178e+00	8.460922176313773191e-01	8.729068010739124972e+00	2.460602635761640067e-01	1.810175079959737143e+00	5.152054608667310243e-01	-1.263421670675443309e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.500962602909805099e+00	7.271492108222212813e+00	9.668167562277940164e+00	3.575281594704617039e+00	4.697387963086131712e+00	7.241481447715730768e-01	7.010889895556807083e+00	1.273466736766089846e-01	4.757037479306749361e+00	1.480738585336046853e+00	7.883755605567076552e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.253530493387425615e+00	3.680012648666501907e+00	6.029807267174340346e+00	4.904091794858275399e+00	3.170332190305779729e+00	1.401524004616469643e+00	4.919592868096694716e+00	1.812425932017105723e-01	8.683786056002436027e+00	3.076530236914978733e+00	-2.717274334306316041e-02
