G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	Fg	Fc	m1	d2	W	d1
1.000000000000000000e+00	1.000000000000000000e+00	4.368810192862030206e+00	2.700982189449057991e+00	3.280749526426190332e+00	7.064951908544828463e+00	6.087867119079549028e+00	1.625684400848396649e+01	4.900005779694159180e+00	4.537281749503044637e+00	5.717896424667875976e+01	1.452131174299537530e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.625787250571052667e+00	5.878793255867136303e+00	3.176512999284300864e+00	8.241185785591632396e+00	8.262424578637828532e+00	1.142383093837466745e+01	4.547607684227655156e+00	5.287446321586919851e+00	2.041417584329660428e+01	1.494506842982384454e+00
1.000000000000000000e+00	1.000000000000000000e+00	7.590525684356630443e+00	8.944028527010070562e+00	9.178957974553304311e+00	3.272840339423132683e+00	7.784901463983708858e+00	2.968620712474183687e+00	8.176968803573537059e+00	8.733740450173119285e+00	3.010545852305025960e+01	3.337951131280575190e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.298812076367537927e+00	7.675987333820215142e+00	3.246441010656107018e+00	6.657624683578344360e+00	2.346583167784840995e+00	1.977718223977931622e+00	1.383754382470717470e+00	4.003780344361742571e+00	4.136187412713443479e+00	1.288563618344322315e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.427445514021145723e+00	8.283141374496185705e+00	3.430498789817138849e+00	6.231446426494507307e+00	2.362526441459011473e+00	1.917133043928188618e+00	1.477372530740582945e+00	8.927454092900978466e+00	2.169724503659687542e+01	5.204701310269536307e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.360445206380347383e+00	6.946476231649425515e+00	7.784258512904956184e+00	8.513270773957534843e+00	3.281256826486515177e+00	4.249731090120199894e+00	1.628165304477979358e+00	1.820613394834288634e+00	2.521685703114873434e+01	1.206303953892720271e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.456896311481373107e+00	7.234156930255618789e+00	5.134726732598976717e+00	9.148143758936440051e+00	4.339134260676367205e+00	5.250016230041270049e+00	1.994549886363208069e+00	8.019686791583390928e+00	1.425378601600190791e+02	5.274607146729023199e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.750438045007744137e+00	8.495054512148843884e+00	7.944124717829846638e+00	1.065101119283384579e+00	4.678477285280257192e+00	5.837663701143076533e-01	1.313264611873991328e+01	8.536746879701240687e+00	3.962361390875847711e+00	1.000806800863321300e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.439397115138578265e+00	3.169430562296456699e+00	1.602187498104066909e+00	7.175649228024079562e+00	7.046847764899460742e+00	1.547629804535174713e+01	5.117832493110712200e+00	2.679949041009694888e+00	9.893312920000974842e+00	6.157123080164232931e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.440781247615286809e+00	5.410425405035935498e+00	5.361202309009680533e+00	1.495026198103336812e+00	1.454715064688146819e+00	4.385469042536694340e-01	3.413109637985531464e+00	4.900901374905634711e+00	1.534355033863022522e+00	8.943513770149367215e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.211398110789569271e+00	3.025155449615928749e+00	1.304525616118844544e+00	5.888647286554402172e+00	1.366068801606943106e+00	2.532964826260911906e+00	1.152919560979259517e+00	2.578604036322703852e+00	7.653680840989528278e+00	1.010251206750021336e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.763395719687002483e+00	9.905126852799751802e+00	1.589146445340068547e+00	3.525294857228431944e+00	4.559934110243600180e+00	1.645259570374680846e+00	4.268289193817036420e+00	7.342360588812629985e+00	1.589859086079816963e+00	4.557718902104201941e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.517586441780897744e+00	9.446884843863294634e+00	9.082276286008838184e+00	3.828822443914433826e+00	7.350010449932732115e+00	2.872068632365936569e+00	6.558206506787539247e+00	5.763945192276627161e+00	1.776179579314788626e+01	2.100813273736497067e+00
