G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m2	m1	Fg	Fc	d2	p	W	d1
1.000000000000000000e+00	1.000000000000000000e+00	4.277499528446201182e+00	2.655765226917488064e+00	3.431500875962141706e+00	7.091388271337232929e+00	6.187046413417260915e+00	4.578653053094887682e+00	6.785283872789385384e+00	9.231787773411177511e+00	5.831696432994927237e-01	1.336482380702773698e+00	7.404672076453849172e+00	4.436827702111814098e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.425220054706203499e+00	5.932490778932617559e+00	3.095029118928811496e+00	8.156929187707664397e+00	8.194842545667579969e+00	5.352989207376953829e+00	2.604327531324650113e+00	4.122049893483013427e+00	1.050281500104043308e-01	2.680863158863512119e+00	7.151304511967071953e+00	4.342746410279371139e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.510141060580423300e+00	8.859552197237716697e+00	9.087879837890804779e+00	3.238890067944475426e+00	7.806969351422588410e+00	8.569304631315736387e+00	8.795428955747748745e+00	8.036473468749019133e+00	2.685369111297480349e-01	8.551415886335412608e+00	1.865278713832728030e+00	9.440126947363339127e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.361917865023468899e+00	7.545929137464372438e+00	3.205857780224382836e+00	6.623376650450167880e+00	2.436496543289440098e+00	4.055787614968923371e+00	6.545481361290602429e+00	3.808935810011992107e+00	1.410959738899277838e-01	7.922429189128164850e+00	9.230488989373661468e+00	7.738471213334044974e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.435361928497621342e+00	8.185705158889277300e+00	3.388005098216079425e+00	6.098607930769547103e+00	2.424154222671404124e+00	8.773612099017226384e+00	2.446156655453472162e+00	6.730422062196970145e-01	3.518996161221963903e-01	4.183875040875927986e+00	6.082907410410681948e+00	6.062970954158070080e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.277181042301050340e+00	6.977206877896204418e+00	7.917960172336392155e+00	8.579556491569666932e+00	3.411661140703674544e+00	1.711440226726353320e+00	9.664033086220587876e+00	1.833807088833545151e+01	9.485035097960921036e-01	4.382340637334770861e+00	4.401787110214051779e+00	2.303730367550723912e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.608962585316846106e+00	7.263840824063562351e+00	5.117103120152721729e+00	9.225059650248113030e+00	4.097850364326715678e+00	7.929193415222577812e+00	5.638344613991898235e+00	3.098535235788658859e+00	9.233010800443248733e-01	5.844328801075967306e+00	7.748110425046714766e+00	1.038110790698386632e+00
1.000000000000000000e+00	1.000000000000000000e+00	8.804816870383572081e+00	8.701761457802819066e+00	8.023084943491008758e+00	1.197005135022887190e+00	4.665258119274803938e+00	8.648758237802663729e+00	1.663763496929574925e+00	9.832825042619023348e-01	2.076507544100782143e-01	1.018317112410373815e+00	3.295645812975754652e+00	5.575423170902261694e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.483658478056829821e+00	3.193150343140698677e+00	1.553078101917961806e+00	7.103175210479521162e+00	7.119041183744788448e+00	2.658575836722306462e+00	6.656020913523586380e+00	1.793909806180386823e+01	1.692083457471470764e-01	3.173550421878025496e+00	7.196747294385555271e+00	3.471941880949945269e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.324701761666847943e+00	5.507099778021335545e+00	5.461857651895617671e+00	1.464926428964207883e+00	1.497444845439213079e+00	4.953232810975576328e+00	3.376158759002188425e+00	1.033825753480708709e+00	2.714679642876396404e-01	2.834395660880463463e+00	1.351115051631474939e+00	4.175655224170787605e+00
