G	c	dx1dt	d2x1dt2	dx2dt	d2x2dt2	m2	m1	Fg	Fc	d2	p	W	d1
1.000000000000000000e+00	1.000000000000000000e+00	3.917894199670593380e+00	2.860117714953521961e+00	3.570263080355656982e+00	6.579489190644049579e+00	6.629457337918537085e+00	4.299054009467639048e+00	7.529168115117003346e+00	1.012237195221356068e+01	6.353937860422443906e-01	1.627222179886389064e+00	8.069796957521740310e+00	3.394321671099636561e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.001607215220209035e+01	5.662179649823387173e+00	2.795422951347211526e+00	8.000432588501235287e+00	8.133233300319291814e+00	5.547003330861564940e+00	2.495112088770411241e+00	5.941428256198799218e+00	1.663152983782117955e-01	2.825489596416326243e+00	7.768104378788005526e+00	9.855510875374966506e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.237614246409264318e+00	8.289928473082987637e+00	9.811627599539392008e+00	2.843664392681251929e+00	7.376114916618529804e+00	8.624295698704347757e+00	7.963219827366945225e+00	7.422405968661219156e+00	1.604039853546424810e-01	7.805220277849138633e+00	1.275945089327756854e+00	8.745881578620158692e+00
1.000000000000000000e+00	1.000000000000000000e+00	6.382782150731307169e+00	7.370475261089202590e+00	3.099255429140876483e+00	7.090080717100177843e+00	1.722684062140891426e+00	4.594689418674729353e+00	6.085323826446896511e+00	4.192345270602134910e+00	1.402507442887667155e-01	8.032247261464402044e+00	9.128841769250341187e+00	6.022946678701055490e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.899541470189034520e+00	7.633226709457400005e+00	3.159920299596496562e+00	6.423215920638990717e+00	2.733831897402873246e+00	8.894969550715138951e+00	2.615567513221135787e+00	3.259388394586603677e-01	4.538070048345387297e-01	4.064527161342565087e+00	6.327983310338895606e+00	-1.581776077590042462e-01
1.000000000000000000e+00	1.000000000000000000e+00	2.443851245097069302e+00	7.165793724393591191e+00	8.055172301646484456e+00	8.629573104684956419e+00	3.916199565084831136e+00	1.796756814193760876e+00	9.503463338695695484e+00	1.767117465837826629e+01	9.764256518644996996e-01	3.792203807095738899e+00	3.948256460882395125e+00	2.443072138356200185e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.042188263213986499e+00	6.800913183237016213e+00	4.790861639269831329e+00	9.725108313335713461e+00	3.905883305583039533e+00	8.284758402889636386e+00	5.451362161065418377e+00	2.271754760664815187e+00	7.196187392535899896e-01	6.069521370545318817e+00	8.076901178260834868e+00	9.569536762689601073e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.320451322108537440e+00	7.865558109717447621e+00	7.972902679132214843e+00	1.251879897061118907e+00	4.541708676978281289e+00	8.682954832398364076e+00	1.766477005861558647e+00	2.123769021876248608e+00	1.294744538657949251e-01	1.278955540622797704e+00	2.591254631551445531e+00	4.923629223539224831e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.756388524039301124e+00	3.660191465674123457e+00	2.552514212841622054e+00	7.162970109755197434e+00	7.142851822743160106e+00	3.154270332252779419e+00	6.836579931065388749e+00	1.652458494356402596e+01	2.277237308422250806e-01	3.398421382505775856e+00	7.382184019945556841e+00	7.078400761084546744e-01
1.000000000000000000e+00	1.000000000000000000e+00	7.403225300677375387e+00	5.781824642148714943e+00	5.048733237506521476e+00	1.401586735136168382e+00	2.497571911775601450e+00	5.177717444317385898e+00	2.609489933728327493e+00	1.407149426480323484e+00	2.284137002615680700e-01	3.170848187736931223e+00	1.909942390482370467e+00	4.114473548427671545e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.210871354314303039e+00	2.807153417018533048e+00	1.675459980672937998e+00	5.551995977283581851e+00	1.347542926030730115e+00	2.989269760159114053e+00	8.898793574404619378e+00	3.703713037860903334e+00	8.194270495640787466e-01	3.320532957853405520e+00	8.583689414059454847e+00	1.391143516850809947e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.539537114425606035e+00	1.028021413413707386e+01	1.241690925631928177e+00	3.202156625718126204e+00	3.992875705078051674e+00	7.752498257646552204e+00	8.289071315331680623e+00	6.507895593547692314e+00	1.868271124877538825e-01	8.121366999761781003e+00	5.128058729558527595e+00	8.238908159542144283e-01
